#iID	iAbilityType	sAbilityID	sBookTip	sBookImage	sLink
10589	6	刀剑归真	制作需求：打铁一百，铁刀剑一把，钛金属10份。<br>攻击：一百五十<br>状态：刀剑归真<br>暴击时获得[5E0B08]狂暴[-]，反击时获得[5E0B08]霸体[-]	i00710	3,5
10590	6	穷奇	制作需求：打铁一百，皮甲一件，钛金属10份。<br>防御：三百六十<br>状态：神行、流血	i00387	3,5
10591	6	梧桐	制作需求：打铁一百，藤甲一件，钛金属10份。<br>防御：二百八十<br>梧桐：卸劲30%；气血50%以下，卸劲效果加倍，攻击时吸收	i00388	3,5
10592	6	伏羲	制作需求：打铁一百，合甲一件，钛金属10份。<br>防御：二百<br>伏羲：命中提高100%，命中灵气50%；闪避时净化	i00389	3,5
10593	6	忠略	制作需求：打铁一百，铁甲一件，钛金属10份。<br>防御：二百四十<br>忠略：攻击灵气250点；爆击时，攻击提高20%，攻击灵气40%	i00390	3,5
10594	6	六合	制作需求：打铁一百，锁子甲一件，钛金属10份。<br>防御：三百<br>六合：防御灵气350点；反击时，获得左右护博效果	i00391	3,5
10595	6	缀玉	制作需求：打铁一百，金丝手套一双，钛金属10份。<br>攻击：九十  防御：200<br>状态：缀玉<br>目盲，周围一格内友方防御提升二百点	i00401	3,5
10596	6	饕餮	制作需求：打铁一百，猬甲手套一双，钛金属10份。<br>攻击：一百<br>状态：流血、恐惧	i00403	3,5
10597	6	貔貅	制作需求：打铁一百，皮手套一双，钛金属10份。<br>攻击：六十<br>状态：噬气、吸星	i00404	3,5
10598	6	曜武	制作需求：打铁一百，拳套一双，钛金属10份。<br>攻击：八十<br>暴击：15%	i00405	3,5
10601	7	鉴定	[5E0B08]鉴定[-]技能不高的人，有时会误将珍贵的古玩低价典当到当铺中，而经过多买多看古玩后，就能提升你的鉴定技能。洛阳当铺贩卖很多低阶的破旧木箱，可买来练习鉴定。	i10027	3,6
10602	7	真古玉	[5E0B08]真古玉[-]温润沁色、包浆、皮壳、刀法刻工和纹饰都反应当时代的背景。而仿古玉器，会让你感觉不自然，光泽不对，沁色与皮蚀不一，刀法刻工无毛刺等。	i10028	3,6
10603	7	宝箱	[5E0B08]宝箱[-]一共分了三种，分别是没锁木箱、上锁铁箱、机关宝箱，机关宝箱除了要钥匙，还需要打开机关才能开启宝箱。	i10029	3,6
10801	8	鲤鱼焙面	产自洛阳的地道鲤鱼，配上入味的焙面，香嫩可口。	i10095	3,8
10802	8	小白豆浆	现磨香醇豆浆。	i10096	3,8
10803	8	洛阳燕菜	又名伪燕菜，金枝玉叶。划萝卜为牡丹，佐以山珍海味烹调成羹，味道香美爽口。	i10098	3,8
10804	8	阎家羊肉汤	调料配置适当，汤味鲜美，闻名豫西城乡。	i10099	3,8
10805	8	酒煎黄河鲤鱼	洛阳名菜，必须用杜康酒烹煮新鲜的黄河鲤鱼，严格控制火侯才可完成。	i10493	3,8
10806	8	道口烧鸡	这道菜最重要是要做到四绝。状如元宝为型绝﹔抹以蜂蜜，烹炸着色为色绝﹔以八味作料佐以陈年老汤为味绝﹔火候到家为熟烂之绝。	i10097	3,8
10807	8	西湖醋鱼	有诗云：『何必归寻张翰鲈，鱼美风味说西湖，亏君有此调和手，识得当年宋嫂无。』此菜为名厨宋嫂所研发，以吐净泥沙的西湖草鱼，用三四分火侯烫烤，抹上糖醋而成。外酥内透，清新酸甜。	i10494	3,8
10808	8	龙井虾仁	相传杭州厨师受苏东坡词『且将新火试新茶，诗酒趁年华。』的启发，将清明节前采下的龙井新茶的嫩叶与清河虾仁一起烹调，而制成此具新茶清香与虾仁甘美的菜肴。	i10495	3,8
10809	8	叫化子鸡	要做此菜需将鸡的内脏除去，填入绍兴酒、葱、姜等佐料，用猪油、荷叶、箬壳分层包裹、扎紧，再涂上黄泥，最后放入火中煨烤而成。	i10496	3,8
10810	8	东坡肉	由苏轼发明。用皮薄肉嫩的上选五花猪肉，在密封的砂锅中，加入精酿的绍兴黄酒，以小火焖烧而成。要诀是慢着火，少着水，火候足时它自美。如此烧出来的东坡肉色泽红润，汁浓味醇，非常可口。	i10497	3,8
10811	8	开水白菜	以鸡汤熬煮新鲜的白菜心，鸡汤乃以慢火熬煮数时辰之浓郁汤头。料理看来极为朴素，尝起来却无比鲜美爽口，鸡汤的精华，全汇集在爽脆的嫩菜心之中了。	i10498	3,8
10812	8	夫妻肺片	以牛杂、猪杂切成薄片，用酱油、红油、辣椒、花椒等佐料卤煮或凉拌做成的料理。吃来麻辣鲜香，非常下饭。	i10499	3,8
10813	8	芙蓉麻婆豆腐	芙蓉坊招牌名菜。于辛、香、烫、麻、辣五诀之外，又加入鸡蛋增添柔顺的风味。	i10075	3,8
10814	8	蜜汁火腿	将金华火腿用温水洗净，放于锅中沸水以小火熬煮去掉重咸味。	i10524	3,8
10815	8	三丝敲鱼	炒锅中放入清汤，放进鱼片，菜心，精盐，料酒，烧开后加入香菇丝，熟鸡脯丝，熟火腿丝，淋上熟鸡油即可。	i10525	3,8
10816	8	担担面	成都美食；其面条细滑，主要佐料有红辣椒油、芝麻酱、肉末、川冬菜、芽菜、花椒面、红酱油、蒜末、碗豆尖、葱花等，口味油香麻辣，相当适口。	i00099	3,8
10817	8	冬虫夏草猪肝粥	成都美食；其汤使用珍贵药膳熬上四个时辰，配上猪肝加以调味，最后在配上粥，入口即化，拥有活络气血、养目提神的功效。	i00099	3,8
10901	9	音乐	[5E0B08]音乐[-]能平复人心，也能使人狂乱，影响着人们的种种情绪，好的琴师甚至能影响到其他生物。倘若能得名谱勤练，则能增加其技艺。	i10030	4,0
10902	9	无忧无虑	悲欢离合曲中的一段，[5E0B08]无忧无虑[-]一曲音律简单，在平凡的乐曲中流露出宁静安详，无忧无虑的情境。战斗中弹奏此曲可[5E0B08]持续恢复附近盟友的内力[-]。	i10307	4,0
10903	9	飞燕凌波	风花雪月曲中的一段，[5E0B08]飞燕凌波[-]一曲描写燕子抄水的轻灵体态与动作。战斗中弹奏此曲可[5E0B08]提升附近盟友的闪避率、移动距离和行动等级[-]。	i10308	4,0
10904	9	破虏令	[5E0B08]破虏令[-]此曲一奏，有如千军万马的气势。战斗中可提高我方全体攻击力。	i10032	4,0
10905	9	寒梅映雪	风花雪月曲中的一段，[5E0B08]寒梅映雪[-]乐曲描绘冰天雪地中梅花的纯静，超然，以及展现其生机勃勃，此起彼伏的状态。战斗中弹奏此曲可[5E0B08]提升附近盟友的暴击率[-]。	i10308	4,0
10906	9	菩提清心	悲欢离合曲中的一段，[5E0B08]菩提清心[-]乃古之高僧在菩提树下禅坐之心得所写，曲调明净幽远，能使人忘却尘俗。战斗弹奏此曲不但可[5E0B08]解除附近盟友身上的负面状态[-]，还可[5E0B08]提升附近盟友的防御力[-]，并[5E0B08]使盟友在受到伤害时反弹伤害给对手[-]。	i10307	4,0
10907	9	空山鸣涧	风花雪月曲中的一段，[5E0B08]空山鸣涧[-]相传此乃古之高士在观山听水时，有感而抒对大自然所作出回响，此曲时而汹涌澎湃，时而幽暗寂寥。战斗中弹奏此曲可[5E0B08]持续恢复附近盟友的气血和内力[-]。	i10308	4,0
10908	9	广陵散	传说魏晋名士嵇康临刑前曾以七弦古琴弹奏此曲，内容描述聂政刺韩王的故事，曲风慷慨激昂，战斗中弹奏此曲可[5E0B08]提升附近盟友的攻击力和暴击率[-]。	i10032	4,0
10909	9	百鸟朝凤	[5E0B08]百鸟朝凤[-]乃是琴音的最高境界，各种飞禽听到此曲都纷纷陶醉而不自主的飞到弹琴者四周。	i10305	4,0
10910	9	高山流水	春秋战国时，晋人伯牙曾以凤凰琴弹奏此曲，钟子期闻后赞道：「巍巍乎若高山，荡荡乎若流水。」两人得遇知音，传为佳话。战斗中弹奏此曲可[5E0B08]提升附近盟友的防御力[-]，并可[5E0B08]持续回复盟友的内力[-]。	i10306	4,0
10911	9	胡笳十八拍	[5E0B08]胡笳十八拍[-]此曲为蔡琰所作，曲调凄美，融合胡音与汉声。若战斗中弹奏，一回合可攻击两次。	i10307	4,0
10912	9	梅花三弄	[5E0B08]梅花三弄[-]此乐谱曲调曲折回荡，令人魂萦梦系。具有神奇效果。	i10308	4,0
10913	9	昭君出塞	四大美人曲中的一段，[5E0B08]昭君出塞[-]描写王昭君自愿代表汉朝与匈奴和亲的决心，替汉朝和匈奴间带来了数十年的和平。战斗中弹奏此曲可[5E0B08]提升周围盟友的攻击力[-]。	i10304	4,0
10914	9	西施捧心	四大美人曲中的一段，[5E0B08]西施捧心[-]描写西施捧心蹙眉之态，反令人觉得更加娇美。[5E0B08]战斗中弹奏此曲可降低周遭敌人的防御力[-]。	i10304	4,0
10915	9	貂蝉拜月	四大美人曲中的一段，[5E0B08]貂蝉拜月[-]描写貂蝉见主人王允因董卓乱政而愁眉不展，于月下祝祷，愿替主人分忧解愁。于战斗中弹奏此曲，可[5E0B08]提升周围盟友的反击率，并可使盟友将所造成的一部分伤害转化为内力恢复[-]。	i10304	4,0
10916	9	傲笑红尘	悲欢离合曲中的一段，[5E0B08]傲笑红尘[-]曲风豪放不羁，弦指轮转间透露出一股睥睨天下的气势。战斗中弹奏此曲可[5E0B08]降低周遭敌人的攻击力[-]。	i10307	4,0
10917	9	蔡氏五弄	为东汉蔡邕所作的五首组曲，分别为[5E0B08]游春[-]、[5E0B08]渌水[-]、[5E0B08]幽居[-]、[5E0B08]坐愁[-]、[5E0B08]秋思[-]，分别描写了蔡邕隐居青溪山中五个方位的景致。战斗中弹奏此曲可[5E0B08]恢复周围盟友的气血、内力，同时提升暴击、反击和闪避率[-]。	i10303	4,0
10918	9	凤求凰	汉朝赋圣司马相如曾以爱琴绿绮弹奏此曲追求卓文君，[5E0B08]凤求凰[-]曲风热烈奔放，情意缠绵，战斗中弹奏此曲可[5E0B08]提升周围盟友的闪避率、移动距离和行动等级[-]。	i10305	4,0
11001	10	象棋十诀	象棋十诀，一不得贪胜，二入界宜缓，三攻彼顾我，四弃子争先，五舍小就大，六逢危须弃，七甚勿欲速，八动须相应，九彼强自保，十我弱取和。	i10034	4,1
11002	10	橘中秘	[5E0B08]橘中秘[-]记载着象棋入门的基本棋法。	i00261	4,1
11003	10	事林广纪	[5E0B08]事林广纪[-]收集由古至今的各种残局及解法。	i00262	4,1
11004	10	洪武谱	[5E0B08]洪武谱[-]相传是朱元璋在皇觉寺出家时，在梦中和仙人对弈之残局。	i00263	4,1
11005	10	适情雅趣	[5E0B08]适情雅趣[-]传说为收录最多象棋棋局的古谱，内容包括残局六卷，着法和残局各两卷。	i00264	4,1
11101	11	毒术	欲练毒功者，得先学会抗毒。而抗毒的练习，可经由与毒物接触，甚至让毒物攻击自身，以达到顺利控制毒素在体内游走的技巧。	i10035	4,2
11201	12	医术	欲练医术者，得先学会人体穴道位置，还得熟悉药采及炼丹。	i10036	4,3
11202	12	穴道	穴道就是身体上血液流通的要津。人体有六五七处穴位，藉由针灸刺激穴道不但能减轻患处的痛楚，还有调适五脏功能及气血流动之功用，此外更有活络神经及强化肌肉之效。	i10257	4,3
11203	12	肩井穴	刺激这[5E0B08]肩井穴[-]，能减轻肩颈的酸痛及手臂麻木。	i10251	4,3
11204	12	膻中穴	刺激[5E0B08]膻中穴[-]，能舒缓咳嗽、胸闷胸痛及肋间神经痛。	i10252	4,3
11205	12	大横穴	刺激[5E0B08]大横穴[-]，能治便秘及腹胀肠鸣。	i10253	4,3
11206	12	中脘穴	刺激[5E0B08]中脘穴[-]，能舒缓胃部疼痛。	i10254	4,3
11207	12	曲泽穴	刺激[5E0B08]曲泽穴[-]，可治手颤及手指关节痛。	i10255	4,3
11208	12	印堂	刺激[5E0B08]印堂[-]，可治打鼾。	i10256	4,3
11301	13	绘画	对于一幅画的欣赏，往往是要能看出其画中的意境，有时还可从画中悟出武学的道理。	i10037	4,4
11302	13	临流独坐图	[5E0B08]临流独坐图[-]为范宽作品，临流独坐岸边的士人，与巨大的山石相比之下显的渺小，表现出当时的自然观。	i10351	4,4
11303	13	早春图	[5E0B08]早春图[-]为北宋画家郭熙作品，此画对于情境气氛的掌握非常传神。	i10352	4,4
11304	13	双喜图	[5E0B08]双喜图[-]为北宋画家崔白作品，此画灵活的运用工谨与粗放的笔趣。	i10353	4,4
11305	13	墨竹	[5E0B08]墨竹[-]为北宋画家文同作品，画中竹干像弓，弹性十足﹔竹叶则如剑，蓄势待发，展现了强劲的笔力。	i10354	4,4
11306	13	雪滩双鹭	[5E0B08]雪滩双鹭[-]为南宋画家马远作品，画风不再同前人般将重心放在正中央，而是偏向一边。	i10355	4,4
11307	13	四梅图卷	[5E0B08]四梅图卷[-]为画家扬无咎之作品，描写画上四株梅花，分别代表，未开，欲开，盛开，将残等四种生长型态。	i10356	4,4
11308	13	溪山行旅图	[5E0B08]溪山行旅图[-]，为北宋范宽代表作品，大气磅礡，沉雄高古，诚辟易万人之作。	i10357	4,4
11309	13	庐山高	[5E0B08]庐山高[-]为沈周作品，笔法浑朴雄健，山石先以淡笔皴染，再用浓墨逐层提破，云光山色，极为精采。	i10358	4,4
11310	13	泼墨仙人	宋人梁楷作品，大笔一挥完成这幅[5E0B08]泼墨仙人[-]，其水墨淋漓的效果若非以写意风格的画法是画不出来的。	i10359	4,4
11311	13	鹊华秋色	元人赵孟俯以复古和书法用笔入画的观念，画出了[5E0B08]鹊华秋色[-]这幅画。由相隔数十里的鹊山和华不注山能安排在短短的画面中，可见其构图之巧思。	i10360	4,4
11312	13	秋葵图页	[5E0B08]秋葵页[-]可堪称是南宋院体画的精品，更是南宋写生画的绝妙之作。画作者是谁无从得知。	i10038	4,4
11313	13	花蓝图页	[5E0B08]花蓝图页[-]是宋朝李嵩的作品。李嵩的人物、山水界画、花卉皆长。在图绘中的花叶反转向背，自然写实，采双钩填彩法，色泽典雅富丽，为典型南宋院体画风。	i10039	4,4
11314	13	芙蓉锦鸡图轴	[5E0B08]芙蓉锦鸡图轴[-]，为赵佶所绘。宋代的花鸟画无论在绘制技巧还是表现形式方面都已经达到高度的艺术水平，这便是其中的一幅精品。	i10040	4,4
11315	13	枇杷鸟图页	[5E0B08]枇杷鸟图页[-]为林椿所绘。作者将叶面被虫儿叮咬的残损痕迹亦勾描晕染得一丝不苟，充分反映了宋代花鸟画在写实方面所达到的艺术水平。	i10041	4,4
11316	13	赵佶瑞鹤图卷	[5E0B08]瑞鹤图卷[-]，这是赵佶的作品。晴空上有二十只丹顶鹤在上下飞舞，有两只立于殿脊的鸱吻上，一鹤稳立、另一鹤则立足未稳，众鹤呼应而生动。	i10042	4,4
11317	13	桂菊山禽图轴	[5E0B08]桂菊山禽图轴[-]为吕纪所绘。此图画法工整鲜丽，继承了黄家富贵的宫廷及院体花鸟传统。同时，工笔重彩的花鸟与粗笔水墨的树石相间，也反映了吕纪兼工带写的成熟花鸟画风格。	i10043	4,4
11318	13	行墓仪仗图	[5E0B08]行墓仪仗图[-]画的重点在于人的描绘，几个人之间相互照应的眼神和面部表情却显出了微妙变化，代表了隋代人物画的较高成就。	i10044	4,4
11319	13	庄园生活图卷	[5E0B08]庄园生活图卷[-]虽然笔法质朴单纯，具有一定的艺术表现力。	i10045	4,4
11320	13	唐人奕棋图	[5E0B08]唐人奕棋图[-]该画及描绘以贵族妇女对弈围棋为主题的生活场面。	i10046	4,4
11321	13	女仙图轴	[5E0B08]女仙图轴[-]画二女仙，面相端丽，衣纹粗简方折，而衣上花纹却极工细匀整，粗中有细，力求变化统一。	i10047	4,4
11322	13	李仙像轴	[5E0B08]李仙像轴[-]图中的李仙盘腿拄杖，坐于大石上。他披发浓须，袒胸赤足，蹙眉斜目。	i10048	4,4
11323	13	仙人像轴	[5E0B08]仙人像轴[-]，效马远之法，构勒出人物活动背景，那便是，以一枝松斜出和一角岩石与水岸构成相当密闭的空间。	i10049	4,4
11324	13	踏歌图卷	[5E0B08]踏歌图卷[-]，这是南宋画家马远所绘。这幅以南方风俗为题材的作品，描写的是阳春时节的一个欢乐的场面。	i10050	4,4
11325	13	太行晴雪图轴	[5E0B08]太行晴雪图轴[-]峰顶屋瓴留白以示雪意，益显山深幽僻。	i10051	4,4
11326	13	王蒙春山读书图轴	[5E0B08]春山读书图轴[-]为王蒙所绘。王蒙在画面题诗中说的「白云茅屋人家晓，流水桃华古洞春，数卷南华□忘却，万株松下一闲身」。是一种人与自然融为一体的境界，也表达了士大夫阶级寄情山林、把自然风光化作自己心境的理想。	i10052	4,4
11327	13	仙山楼阁图轴	[5E0B08]仙山楼阁图轴[-]是拟写蓬莱仙境，羣山雌峨，桃树满山，繁花盛开，仙翁十数人或迎客，或采药，或修练，远处楼台琼阁掩映雾霞间，山顶玉泉飞泻。画幅左上作者隶书题句。	i10053	4,4
11328	13	仇英桃源仙境图轴	[5E0B08]仇英桃源仙境图轴[-]为仇英桃所绘。描绘了文人理想中的隐居之乐。	i10054	4,4
11329	13	卫贤高士图轴	[5E0B08]卫贤高士图轴[-]卫贤所绘。人物及建筑物用笔工细、挺拔，很见功力。周围山石、杂树笔墨错纵、繁密，较为松秀。	i10055	4,4
11401	14	书法	书法的文字的优美，加上一只具有尖，齐，圆，健四种属性的毛笔，是书法艺术数千年来，同绘画艺术并行发展的重要因素。	i10056	4,5
11402	14	兰亭序	[5E0B08]兰亭序[-]是王羲之最有名的一件行书法帖。此帖是王羲之与好友相集于兰亭，有感而发所传之诗序。	i10401	4,5
11403	14	快雪时晴帖	[5E0B08]快雪时晴帖[-]是东晋王羲之的著名行书之一。	i10402	4,5
11404	14	远宦帖	[5E0B08]远宦帖[-]是王羲之著名的草书法帖。	i10403	4,5
11405	14	伯远帖	[5E0B08]伯远帖[-]是东晋王珣之行书。形笔峭劲秀丽，自然流畅。	i10404	4,5
11406	14	祭侄文稿	[5E0B08]祭侄文稿[-]是唐代颜真卿所拟祭侄季明文之稿本。颜真卿，善正草书，笔力犹婉，世宝传之。	i10405	4,5
11407	14	自叙帖	唐朝怀素，善草书，其狂草古今无匹。在[5E0B08]自叙帖[-]这幅书法中，可看出其笔墨枯劲，于规矩法度中，奇踪变化，神采动荡，实在令人叹为观止。	i10406	4,5
11408	14	寒食帖	苏轼的[5E0B08]寒食帖[-]中点画结体，肥而不剩肉，丰肌而神气清秀，呈现潇洒烂漫，为百年名品。	i10407	4,5
11409	14	松风阁诗	[5E0B08]松风阁诗[-]为宋朝黄庭坚行书代表作，是其晚年留居荆南时之作品。	i10408	4,5
11410	14	蜀素帖	[5E0B08]蜀素帖[-]是一帖行书。蜀素，是出产在四川东部，用黑色丝织成界格，专供书写的绢。这是米芾遗迹中最杰出的一卷。	i10409	4,5
11411	14	九成宫醴泉铭	[5E0B08]九成宫醴泉铭[-]一帖，作者欧阳询承袭了二王的笔法，加强了方正之气。	i10410	4,5
11412	14	兰亭序摹本	[5E0B08]兰亭序摹本[-]为王羲之著名的草书法帖之拓本。	i10411	4,5
11413	14	肚痛帖	[5E0B08]肚痛帖[-]为唐朝张旭有名作品。据说此帖是在张旭肚子痛时所写。	i10412	4,5
11414	14	倪宽传赞	[5E0B08]倪宽传赞[-]为褚遂良晚年的楷书作品，被后人评为雍容平和，婉约流畅，好像得道的高士。	i10413	4,5
11415	14	洛神赋	王献之以小楷写曹植的[5E0B08]洛神赋[-]，字体清秀。	i10414	4,5
11416	14	甲骨文	甲骨文是一种[5E0B08]象形符号[-]概念的文字，通常都是书写在龟壳上，因此称为甲骨文。最早是用来占问鬼神、祭祀用的。显然，把文字刻写到坚硬的甲骨远比写到竹简、缣帛或纸张上，要难得多。	i10501	4,5
11417	14	金文	商周时期，青铜器得到普遍地使用。一些青铜器上还铭刻有文字，这些文字被后人称为[5E0B08]金文[-]。由于铭刻有文字的青铜器的大多是钟和鼎，金文也称为[5E0B08]钟鼎文[-]。代表作品有[FF7700]毛公鼎、大盂鼎和散氏盘[-]。	i10502	4,5
11418	14	大篆	当时太史籀对金文加以改造和整理，作了《大篆》十五篇，因这种文体为籀所创，故世称[5E0B08]籀文[-]，狭义上人们把籀文称为[5E0B08]大篆[-]。	i10503	4,5
11419	14	小篆	[5E0B08]小篆[-]由大篆演化而来。春秋战国时期，秦、楚、齐、燕、赵、魏、韩七国，书不同文，写法各异。秦始皇统一中国后，这些繁杂的文字让其深感不便，便命下臣创造一种新体文字。	i10504	4,5
11420	14	隶书	汉朝最通行的字体是[5E0B08]隶书[-]，因而「汉隶」被认为是隶书的典范。一般认为，隶书的起源时间可以追溯至战国，到秦朝时已经大致成型。	i10505	4,5
11421	14	草书	汉章帝很喜欢草书，因而这时的草书也称为「[5E0B08]章草[-]」。东汉末年的张芝是第一位有名字的草书大家，他把早期的草书进一步简化为「[5E0B08]今草[-]」。	i10506	4,5
11422	14	行书	[5E0B08]行书[-]，或叫[5E0B08]行楷[-]，是汉字书法中的一种手写字体风格。相传是在东汉年间刘德升所创。唐朝张怀瓘《书断》对行书的来源有如此看法：「[5E0B08]行书即正书（楷书）小伪，务从简易，相间流行，故谓之行书。[-]」	i10507	4,5
11423	14	楷书	[5E0B08]楷书[-]，亦称[5E0B08]真书、正楷、楷体或正书[-]，是汉字书法中常见的一种手写字体风格。相传由东汉章帝时王次仲以汉隶作楷法，为隶书的变体，	i10508	4,5
11501	15	酒艺	酒的功用可以提神解劳，恢复体力。此外，酒还能舒筋活骨，壮胆气，对习武之人而言，有助攻之效。有些武功招式如醉拳更是非要用酒才能发挥到极致。	i10057	4,6
11502	15	杜康酒	传统名酒，传说杜康为酿酒鼻祖。此酒清冽透明，柔润芳香，甘绵香醇，回味悠长。	i00118	4,6
11503	15	汾酒	山西汾阳杏花村的水质极好，故此酒以甘泉佳酿著称。	i00119	4,6
11504	15	西凤酒	陜西美酒，唐代国宴时的重要用酒。苏轼曾吟此酒为花开美酒喝不醉。	i00120	4,6
11505	15	宝丰酒	产地为河南宝丰，属清香型大曲白酒，此酒又称莲花酒。	i00121	4,6
11506	15	即墨老酒	以崂山墨水河畔所产黍稷酿造，有适筋骨入骨髓，健胃补脾之功效。	i00122	4,6
11507	15	绵竹酒	以绵竹诸葛井泉水酿造，属浓香型白酒。	i00123	4,6
11508	15	泸州老窖	以糯米高粱为原料，小麦制曲，置于酒窖多次发酵而成。	i00124	4,6
11509	15	五粮液	以高粱、糯米、大米、玉米、小麦为原料所酿，故名。	i00125	4,6
11510	15	茅台	贵州名酒，酒色透明，醇香浓郁，回味悠长，属白酒。	i00126	4,6
11511	15	双沟大曲	江苏名酒，属白酒。	i00127	4,6
11512	15	花雕	女儿酒，酒坛绘以彩绘。	i00128	4,6
11513	15	江西麻姑酒	以红朱稻米及神功泉水酿成，香浓甘美，酒性柔和，醇度适中。	i00129	4,6
11514	15	吴酒	历史著名黄酒。	i00130	4,6
11515	15	惠泉酒	优质糯米所酿之半甜黄酒，酒液晶莹光亮如琥珀。	i00131	4,6
11516	15	丹阳封缸酒	浓甜型黄酒，呈琥珀或棕红色，清澈明亮，具滋补作用。	i00132	4,6
11517	15	百草美酒	采集数百种药草做出的美酒。	i00133	4,6
11518	15	六十年三锅头汾酒	保存了六十年的三锅头汾酒。	i00134	4,6
11519	15	关外白酒	关外著名白酒。	i00135	4,6
11520	15	葡萄美酒	葡萄做出的美酒。	i00136	4,6
11521	15	梨花酒	杭州人家特别做出的美酒。	i00137	4,6
11522	15	二十年竹叶青	以汾酒为底，加以十余种药材经二十年陈酿而成之美酒。	i00486	4,6
11523	15	一百年金古无双	百年老酒，滋味极其甘醇，传说由小虾米与他的好友们共同酿造。共分十四种层次的口感，饮者至少醉上七天。	i00221	4,6
11524	15	醉生梦死	醉仙所赠，酒之极品，传说喝了之后，可以叫你忘掉做过的任何事，忘掉人生的烦恼与痛苦。	i00221	4,6
11600	16	花卉	花卉需要适度的照顾才能成长茁壮。当花卉土壤干裂时，需要浇水；当花卉没精神时，需唱歌让他听；当花卉虫咬时，得尽快除虫；当花卉没营养时，得尽快施肥才行。	i10058	4,7
11601	16	虞美人花	[5E0B08]虞美人花[-]原名为丽春花，后人为纪念西楚美人虞姬，才又将之命名为虞美人花。花期在春季，花色有红、粉红、白、黄、橙、紫红等数种。	DevelopQ_0010	4,7
11602	16	仙人掌花	[5E0B08]仙人掌花[-]的花期不一定，花都开在多刺的茎上。	DevelopQ_0011	4,7
11603	16	含笑花	[5E0B08]含笑花[-]其花姿妩媚，好似佳丽女子的笑容一般，再加上花香清雅宜人，就成了诗人经常歌咏之对象。花开不张口，含羞又低头。拟似玉人笑，深情暗自流。	DevelopQ_0012	4,7
11604	16	牡丹花	[5E0B08]牡丹花[-]的主要产地在洛阳，因为这地方的气候及土壤非常适合牡丹的生长，有花中富贵之美称。	i00228	4,7
11605	16	菊花	[5E0B08]菊花[-]淡雅宜人之花种，有花熏百草之誉。	i00229	4,7
11606	16	山茶花	[5E0B08]山茶花[-]别名曼陀罗，大理名花。有傲雪迎春之誉。	i00230	4,7
11607	16	兰花	[5E0B08]兰花[-]花中君子，时人誉其气清、色清、神清、韵清。	i00231	4,7
11608	16	火凤凰	[5E0B08]火凤凰[-]剑圣穷三十年之力种成的奇花，其疗效可拟浴火重生之能。	i00232	4,7
11609	16	醉芙蓉	[5E0B08]醉芙蓉[-]成都城花，花色一日三变，婀娜多姿，为名贵品种。	i00502	4,7
11610	16	兰花	[5E0B08]兰花[-]。	i10451	4,7
11611	16	兰花	[5E0B08]兰花[-]。	i10452	4,7
11612	16	兰花	[5E0B08]兰花[-]。	i10453	4,7
11613	16	兰花	[5E0B08]兰花[-]。	i10454	4,7
11614	16	兰花	[5E0B08]兰花[-]。	i10455	4,7
11615	16	兰花	[5E0B08]兰花[-]。	i10456	4,7
11616	16	八仙过海	这[5E0B08]八仙过海[-]，必须有深紫和淡红的花各一朵，那是铁拐李和何仙姑。要是少了这两种颜色，虽然是八花异色，那也不能算是八仙过海，而叫做[5E0B08]八宝妆[-]。虽也是名种，但比八仙过海差了一级。	i10457	4,7
11617	16	风尘三侠	三朵颜色各异的花儿长在一株上，就是风尘三侠。但风尘三侠，也有正、副品之分。凡是正品，三朵花中必须紫色者最大，那是[5E0B08]虬髯客[-]。白色者次之，那是[5E0B08]李靖[-]。红色者最娇艳而最小，那是[5E0B08]红拂女[-]。若[5E0B08]红花大过了紫花、白花，便属副品[-]。	i10458	4,7
11618	16	眼儿媚	这株白色山茶花，白瓣上有两个橄榄核儿黑斑，叫作[5E0B08]眼儿媚[-]。如果只有隐隐黑斑，那便称作[5E0B08]满月[-]了，那些黑斑，便是月中的桂枝。	i10459	4,7
11619	16	红妆素里	白瓣而洒红斑的，叫作[5E0B08]红妆素里[-]。	i10460	4,7
11620	16	抓破美人脸	白瓣而有一抹绿晕、一丝红条的，则叫作[5E0B08]抓破美人脸[-]。	i10461	4,7
11621	16	倚兰娇	如红丝多了，却又不是抓破美人脸了。那叫作[5E0B08]倚兰娇[-]，看看这株。凡是美人，自当娴静温雅，脸上偶尔抓破一条血丝，总不会自己梳装时粗鲁弄损，也不会给人抓破，只有调弄鹦鹉之时，给鸟儿抓破一条血丝，却也是情理之常。	i10462	4,7
11701	17	茶道	说起一壶好茶，除了茶叶的色，香，味外，水质的讲究也很有关。茶的功用可以解酒，提神，如果喜欢喝茶的人，也可借着喝茶恢复体力。	i10059	4,7
11702	17	川青	[5E0B08]川青[-]的茶叶是以日光曝晒进行干燥，质量还不如炒青及烘青。巴蜀是我国饮茶的起源，一直要到秦灭巴蜀之后才将茗饮之事传出，所以已约有两千年的发展史。	i00100	4,8
11703	17	滇红	[5E0B08]滇红[-]顾名思义是产于云南的红茶。金黄毫外露，香气高锐，带焦糖香，滋味浓厚。	i00101	4,8
11704	17	沱茶	[5E0B08]沱茶[-]由来有两种；相传本是以穆陀树叶制成，后以茶叶代替。另一种便是以其形状命名。此茶是以较嫩的青茶蒸压而成，有醒酒、消食、清胃生津之效。	i00102	4,8
