#sID	sQuestName	iQType	sQTip	iOpenTime	iCloseTime	sOConditions	sFinshQType	iGetManager	iQuestIngManager	iFinshQuestManager	iGiftID1	iRepeat
F12206	俠客事件(杭州)-贈禮唐中慧篇	1	唐中慧篇(贈禮-雀梅扇)	0	0	(7,230005,1)*(10,F12201,0)*(10,F12202,0)*(10,F12203,0)*(10,F12204,0)*(10,F12205,0)*(10,F12207,0)*(10,F12208,0)	(2,230005,1)	0	0	1220601	100021	0
F12207	俠客事件(杭州)-贈禮唐中慧篇	1	唐中慧篇(贈禮-三友扇)	0	0	(7,230006,1)*(10,F12201,0)*(10,F12202,0)*(10,F12203,0)*(10,F12204,0)*(10,F12205,0)*(10,F12206,0)*(10,F12208,0)	(2,230006,1)	0	0	1220701	100021	0
F12208	俠客事件(杭州)-贈禮唐中慧篇	1	唐中慧篇(贈禮-萬里無雲扇)	0	0	(7,230007,1)*(10,F12201,0)*(10,F12202,0)*(10,F12203,0)*(10,F12204,0)*(10,F12205,0)*(10,F12206,0)*(10,F12207,0)	(2,230007,1)	0	0	1220801	100021	0
F12250	俠客事件(杭州)-與唐中慧巧遇	1	與唐中慧交談	0	0	0	(1,0,0)	0	0	1225001	0	0
F12256	俠客事件(杭州)-日常對話	1	與唐中慧贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	1225601	0	0
F12301	俠客事件(杭州)-贈禮夏侯非篇	1	夏侯非篇(贈禮-牛眼杯)	0	0	(7,200304,1)*(10,F12302,0)*(10,F12303,0)*(10,F12304,0)	(2,200304,1)	0	0	1230101	100022	0
F12302	俠客事件(杭州)-贈禮夏侯非篇	1	夏侯非篇(贈禮-粟子杯)	0	0	(7,200309,1)*(10,F12301,0)*(10,F12303,0)*(10,F12304,0)	(2,200309,1)	0	0	1230201	100022	0
F12303	俠客事件(杭州)-贈禮夏侯非篇	1	夏侯非篇(贈禮-荷葉杯)	0	0	(7,200314,1)*(10,F12301,0)*(10,F12302,0)*(10,F12304,0)	(2,200314,1)	0	0	1230301	100022	0
F12304	俠客事件(杭州)-贈禮夏侯非篇	1	夏侯非篇(贈禮-吊种杯)	0	0	(7,200318,1)*(10,F12301,0)*(10,F12302,0)*(10,F12303,0)	(2,200318,1)	0	0	1230401	100022	0
F12350	俠客事件(杭州)-與夏侯非巧遇	1	與夏侯非交談-檢查親密度是否50	0	0	(6,100085,50)	(1,0,0)	0	0	1235001	100226	0
F12356	俠客事件(杭州)-日常對話	1	與夏侯非贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	1235601	0	0
F12401	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-蘭亭序)	0	0	(7,200002,1)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200002,1)	0	0	1240101	100023	0
F12402	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-快雪時晴帖)	0	0	(7,200003,1)*(10,F12401,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200003,1)	0	0	1240201	100023	0
F12403	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-遠宦帖)	0	0	(7,200004,1)*(10,F12401,0)*(10,F12402,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200004,1)	0	0	1240301	100023	0
F12404	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-伯遠帖)	0	0	(7,200005,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200005,1)	0	0	1240401	100023	0
F12405	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-祭姪文稿)	0	0	(7,200006,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200006,1)	0	0	1240501	100023	0
F12406	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-自敘帖)	0	0	(7,200007,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200007,1)	0	0	1240601	100023	0
F12407	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-寒食帖)	0	0	(7,200008,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200008,1)	0	0	1240701	100023	0
F12408	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-松風閣詩)	0	0	(7,200009,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200009,1)	0	0	1240801	100023	0
F12409	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-蜀素帖)	0	0	(7,200010,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200010,1)	0	0	1240901	100023	0
F12410	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-九成宮醴泉銘)	0	0	(7,200011,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200011,1)	0	0	1241001	100023	0
F12411	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-蘭亭序摹本)	0	0	(7,200012,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200012,1)	0	0	1241101	100023	0
F12412	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-肚痛帖)	0	0	(7,200013,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12413,0)*(10,F12414,0)*(10,F12415,0)	(2,200013,1)	0	0	1241201	100023	0
F12413	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-倪寬傳贊)	0	0	(7,200014,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12414,0)*(10,F12415,0)	(2,200014,1)	0	0	1241301	100023	0
F12414	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-洛神賦)	0	0	(7,200015,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12415,0)	(2,200015,1)	0	0	1241401	100023	0
F12415	俠客事件(杭州)-贈禮商仲仁篇	1	商仲仁篇(贈禮-春宮圖冊)-還沒做	0	0	(7,220201,1)*(10,F12401,0)*(10,F12402,0)*(10,F12403,0)*(10,F12404,0)*(10,F12405,0)*(10,F12406,0)*(10,F12407,0)*(10,F12408,0)*(10,F12409,0)*(10,F12410,0)*(10,F12411,0)*(10,F12412,0)*(10,F12413,0)*(10,F12414,0)	(2,220201,1)	0	0	0	100023	0
F12450	俠客事件(杭州)-與商仲仁巧遇	1	與商仲仁交談	0	0	0	(1,0,0)	0	0	1245001	0	0
F12456	俠客事件(杭州)-日常對話	1	與商仲仁贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	1245601	0	0
F12501	俠客事件(杭州)-贈禮楊雲篇	1	楊雲篇(贈禮-古瓷杯)	0	0	(7,200305,1)*(10,F12502,0)*(10,F12503,0)*(10,F12504,0)*(10,F12505,0)*(10,F12506,0)*(10,F12507,0)*(10,F12508,0)	(2,200305,1)	0	0	1250101	100024	0
F12502	俠客事件(杭州)-贈禮楊雲篇	1	楊雲篇(贈禮-琉璃杯)	0	0	(7,200322,1)*(10,F12501,0)*(10,F12503,0)*(10,F12504,0)*(10,F12505,0)*(10,F12506,0)*(10,F12507,0)*(10,F12508,0)	(2,200322,1)	0	0	1250201	100024	0
F12503	俠客事件(杭州)-贈禮楊雲篇	1	楊雲篇(贈禮-羊脂白玉碗)	0	0	(7,200326,1)*(10,F12501,0)*(10,F12502,0)*(10,F12504,0)*(10,F12505,0)*(10,F12506,0)*(10,F12507,0)*(10,F12508,0)	(2,200326,1)	0	0	1250301	100024	0
F12504	俠客事件(杭州)-贈禮楊雲篇	1	楊雲篇(贈禮-犀角杯)	0	0	(7,200332,1)*(10,F12501,0)*(10,F12502,0)*(10,F12503,0)*(10,F12505,0)*(10,F12506,0)*(10,F12507,0)*(10,F12508,0)	(2,200332,1)	0	0	1250401	100024	0
F12505	俠客事件(杭州)-贈禮楊雲篇	1	楊雲篇(贈禮-夜光杯)	0	0	(7,200334,1)*(10,F12501,0)*(10,F12502,0)*(10,F12503,0)*(10,F12504,0)*(10,F12506,0)*(10,F12507,0)*(10,F12508,0)	(2,200334,1)	0	0	1250501	100024	0
F12506	俠客事件(杭州)-贈禮楊雲篇	1	楊雲篇(贈禮-青銅爵)	0	0	(7,200338,1)*(10,F12501,0)*(10,F12502,0)*(10,F12503,0)*(10,F12504,0)*(10,F12505,0)*(10,F12507,0)*(10,F12508,0)	(2,200338,1)	0	0	1250601	100024	0
F12507	俠客事件(杭州)-贈禮楊雲篇	1	楊雲篇(贈禮-古藤杯)	0	0	(7,200342,1)*(10,F12501,0)*(10,F12502,0)*(10,F12503,0)*(10,F12504,0)*(10,F12505,0)*(10,F12506,0)*(10,F12508,0)	(2,200342,1)	0	0	1250701	100024	0
F12508	俠客事件(杭州)-贈禮楊雲篇	1	楊雲篇(贈禮-翡翠杯)	0	0	(7,200346,1)*(10,F12501,0)*(10,F12502,0)*(10,F12503,0)*(10,F12504,0)*(10,F12505,0)*(10,F12506,0)*(10,F12507,0)	(2,200346,1)	0	0	1250801	100024	0
F12550	俠客事件(杭州)-與楊雲巧遇	1	與楊雲交談	0	0	0	(1,0,0)	0	0	1255001	0	0
F12556	俠客事件(杭州)-日常對話	1	與楊雲贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	1255601	0	0
F12601	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-百草美酒)-酒藝50以上	0	0	(7,100366,1)*(5,6,50)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100366,1)	0	0	1260101	100211	0
F12602	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-百草美酒)-酒藝未達50	0	0	(7,100366,1)*(10,F12601,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100366,1)	0	0	1260201	100025	0
F12603	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-六十年三鍋頭汾酒)-酒藝50以上	0	0	(7,100367,1)*(5,6,50)*(10,F12601,0)*(10,F12602,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100367,1)	0	0	1260301	100211	0
F12604	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-六十年三鍋頭汾酒)-酒藝未達50	0	0	(7,100367,1)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100367,1)	0	0	1260401	100025	0
F12605	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-關外白酒)-酒藝50以上	0	0	(7,100368,1)*(5,6,50)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100368,1)	0	0	1260501	100211	0
F12606	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-關外白酒)-酒藝未達50	0	0	(7,100368,1)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100368,1)	0	0	1260601	100025	0
F12607	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-葡萄美酒)-酒藝50以上	0	0	(7,100369,1)*(5,6,50)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100369,1)	0	0	1260701	100211	0
F12608	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-葡萄美酒)-酒藝未達50	0	0	(7,100369,1)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100369,1)	0	0	1260801	100025	0
F12609	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-梨花酒)-酒藝50以上	0	0	(7,100370,1)*(5,6,50)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100370,1)	0	0	1260901	100211	0
F12610	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-梨花酒)-酒藝未達50	0	0	(7,100370,1)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100370,1)	0	0	1261001	100025	0
F12611	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-二十年竹葉青)-酒藝50以上	0	0	(7,100371,1)*(5,6,50)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12612,0)*(10,F12613,0)*(10,F12614,0)	(2,100371,1)	0	0	1261101	100211	0
F12612	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-二十年竹葉青)-酒藝未達50	0	0	(7,100371,1)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12613,0)*(10,F12614,0)	(2,100371,1)	0	0	1261201	100025	0
F12613	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-酒煎黃河鯉魚)	0	0	(7,100401,1)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12614,0)	(2,100401,1)	0	0	1261301	100025	0
F12614	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇(贈禮-春宮圖冊)-還沒做	0	0	(7,220201,1)*(10,F12601,0)*(10,F12602,0)*(10,F12603,0)*(10,F12604,0)*(10,F12605,0)*(10,F12606,0)*(10,F12607,0)*(10,F12608,0)*(10,F12609,0)*(10,F12610,0)*(10,F12611,0)*(10,F12612,0)*(10,F12613,0)	(2,220201,1)	0	0	0	100025	0
F12616	俠客事件(杭州)-贈禮傅劍寒篇	1	傅劍寒篇-坐下與傅兄喝酒(紀錄動畫編號)	0	0	0	(1,0,0)	0	0	1261601	0	0
F12650	俠客事件(杭州)-與傅劍寒巧遇	1	與傅劍寒交談	0	0	0	(1,0,0)	0	0	1265001	0	0
F12656	俠客事件(杭州)-日常對話	1	與傅劍寒贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	1265601	0	0
F12701	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-臨流獨坐圖)	0	0	(7,220101,1)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220101,1)	0	0	1270101	100026	0
F12702	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-早春圖)	0	0	(7,220102,1)*(10,F12701,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220102,1)	0	0	1270201	100026	0
F12703	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-雙喜圖)	0	0	(7,220103,1)*(10,F12701,0)*(10,F12702,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220103,1)	0	0	1270301	100026	0
F12704	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-墨竹)	0	0	(7,220104,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220104,1)	0	0	1270401	100026	0
F12705	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-雪灘雙露)	0	0	(7,220105,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220105,1)	0	0	1270501	100026	0
F12706	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-四梅圖捲)	0	0	(7,220106,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220106,1)	0	0	1270601	100026	0
F12707	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-懷素的畫)	0	0	(7,220107,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220107,1)	0	0	1270701	100026	0
F12708	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-廬山高)	0	0	(7,220108,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220108,1)	0	0	1270801	100026	0
F12709	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-潑墨仙人)	0	0	(7,220109,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220109,1)	0	0	1270901	100026	0
F12710	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-鵲華秋色)	0	0	(7,220110,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220110,1)	0	0	1271001	100026	0
F12711	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-谿山行旅圖)	0	0	(7,220111,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,220111,1)	0	0	1271101	100026	0
F12712	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-鳳凰琴)	0	0	(7,600201,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12713,0)*(10,F12714,0)*(10,F12715,0)	(2,600201,1)	0	0	1271201	100026	0
F12713	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-綠漪琴)	0	0	(7,600202,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12714,0)*(10,F12715,0)	(2,600202,1)	0	0	1271301	100026	0
F12714	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-七弦古琴)	0	0	(7,600203,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12715,0)	(2,600203,1)	0	0	1271401	100026	0
F12715	俠客事件(杭州)-贈禮任劍南篇	1	任劍南篇(贈禮-焦尾琴)	0	0	(7,600204,1)*(10,F12701,0)*(10,F12702,0)*(10,F12703,0)*(10,F12704,0)*(10,F12705,0)*(10,F12706,0)*(10,F12707,0)*(10,F12708,0)*(10,F12709,0)*(10,F12710,0)*(10,F12711,0)*(10,F12712,0)*(10,F12713,0)*(10,F12714,0)	(2,600204,1)	0	0	1271501	100026	0
F12750	俠客事件(杭州)-與任劍南巧遇	1	與任劍南交談	0	0	0	(1,0,0)	0	0	1275001	0	0
F12756	俠客事件(杭州)-日常對話	1	與任劍南贈禮完後要講的對話	0	0	0	(1,0,0)	0	0	1275601	0	0
F12801	俠客事件(杭州)-贈禮鞏光傑篇	1	鞏光傑篇(贈禮-春宮圖冊)-還沒做	0	0	(7,220201,1)*(10,F12802,0)*(10,F12803,0)*(10,F12804,0)*(10,F12805,0)*(10,F12806,0)*(10,F12807,0)*(10,F12808,0)	(2,220201,1)	0	0	0	100027	0
F12802	俠客事件(杭州)-贈禮鞏光傑篇	1	鞏光傑篇(贈禮-玉虎)	0	0	(7,200301,1)*(10,F12801,0)*(10,F12803,0)*(10,F12804,0)*(10,F12805,0)*(10,F12806,0)*(10,F12807,0)*(10,F12808,0)	(2,200301,1)	0	0	1280201	100027	0
F12803	俠客事件(杭州)-贈禮鞏光傑篇	1	鞏光傑篇(贈禮-韘形玉珮)	0	0	(7,200306,1)*(10,F12801,0)*(10,F12802,0)*(10,F12804,0)*(10,F12805,0)*(10,F12806,0)*(10,F12807,0)*(10,F12808,0)	(2,200306,1)	0	0	1280301	100027	0
F12804	俠客事件(杭州)-贈禮鞏光傑篇	1	鞏光傑篇(贈禮-玉辟邪)	0	0	(7,200311,1)*(10,F12801,0)*(10,F12802,0)*(10,F12803,0)*(10,F12805,0)*(10,F12806,0)*(10,F12807,0)*(10,F12808,0)	(2,200311,1)	0	0	1280401	100027	0
F12805	俠客事件(杭州)-贈禮鞏光傑篇	1	鞏光傑篇(贈禮-玉鳥紋珮)	0	0	(7,200316,1)*(10,F12801,0)*(10,F12802,0)*(10,F12803,0)*(10,F12804,0)*(10,F12806,0)*(10,F12807,0)*(10,F12808,0)	(2,200316,1)	0	0	1280501	100027	0
F12806	俠客事件(杭州)-贈禮鞏光傑篇	1	鞏光傑篇(贈禮-禪地玉冊)	0	0	(7,200319,1)*(10,F12801,0)*(10,F12802,0)*(10,F12803,0)*(10,F12804,0)*(10,F12805,0)*(10,F12807,0)*(10,F12808,0)	(2,200319,1)	0	0	1280601	100027	0
