#iID	sAreaID	sMustJoinStaff	sJoinStaff	iVictory	iFale	sReward	sReward	sTime	sBGM	sinside	sautosave
120404	M0020_10	(0,10004403,0)*(0,10013013,1)	(0,10004404,0)*(0,10013013,1)	(0,0,0)	(0,0,0)	520401	520401	-1	0	0	1
120405	M0020_11	(0,10001401,0)*(0,10001505,0)*(0,10001107,1)*(0,10001003,1)	0	(0,0,0)	(0,0,0)	520405	500013	-1	Helou_08_Ma	0	1
120801	M0020_15	(0,10001401,0)*(0,10000406,1)	0	(0,0,0)	(0,0,0)	520801	520802	-1	Helou_04_Ma	0	1
120802	M0020_13	(0,10001401,0)*(0,10011401,1)	0	(0,0,0)	(0,0,0)	520806	520804	-1	Helou_04_Ma	0	1
120803	M0020_11	(0,99002301,0)*(0,99002401,0)*(0,99002501,0)*(0,99002601,0)*(0,99002701,0)*(0,99002801,0)*(0,99002901,0)*(0,99003001,0)*(0,10013014,0)*(0,36006807,1)*(0,10013007,1)*(0,10042202,1)	(0,99002301,0)*(0,99002401,0)*(0,99002501,0)*(0,99002601,0)*(0,99002701,0)*(0,99002801,0)*(0,99002901,0)*(0,99003001,0)*(0,10013014,0)*(0,36006807,1)*(0,10013007,1)*(0,10042202,1)	(0,0,0)	(0,0,0)	0	0	-1	0	0	1
120805	M0020_15	(0,10004201,0)*(0,36006808,1)	0	(0,0,0)	(0,0,0)*(2,10000205,0)	700027	520804	-1	Story_0005	0	1
123001	M0023_03	(0,10001203,0)*(6,10000703,0)*(0,36006805,1)*(0,36006805,1)*(0,36006805,1)*(0,36006805,1)*(0,36006805,1)*(2,36006803,1)*(2,36006805,1)*(2,36006805,1)*(4,36006805,1)*(4,36006805,1)*(4,36006805,1)*(4,36006805,1)*(5,36006804,1)*(5,36006804,1)*(7,10010503,1)*(9,10010403,1)*(11,10010603,1)*(15,10001003,0)*(15,10001103,0)*(0,10001103,0)	(0,10001203,0)*(6,10000703,0)*(0,36006805,1)*(0,36006805,1)*(0,36006805,1)*(0,36006805,1)*(0,36006805,1)*(2,36006803,1)*(2,36006805,1)*(2,36006805,1)*(4,36006805,1)*(4,36006805,1)*(4,36006805,1)*(4,36006805,1)*(5,36006804,1)*(5,36006804,1)*(7,10010503,1)*(9,10010403,1)*(11,10010603,1)*(15,10001003,0)*(15,10001103,0)*(0,10001103,0)	(0,0,0)	(0,0,0)	523001	523001	-1	0	0	0
126001	M0026_01	(0,10001203,0)*(4,10000703,0)*(0,90010303,1)*(0,90010203,1)*(3,90010103,1)	(0,10001203,0)*(4,10000703,0)*(0,90010303,1)*(0,90010203,1)*(3,90010103,1)	(0,0,0)	(0,0,0)	526001	500005	-1	0	0	0
126002	M0026_01	(0,10001203,0)*(0,10001103,0)*(0,10001003,0)*(0,90010503,1)*(0,90010603,1)*(0,90010403,1)*(3,90010703,1)*(3,10024504,1)*(3,10004403,1)	(0,10001203,0)*(0,10001103,0)*(0,10001003,0)*(0,90010503,1)*(0,90010603,1)*(0,90010403,1)*(3,90010703,1)*(3,10024504,1)*(3,10004403,1)	(0,0,0)	(0,0,0)	526003	500005	-1	0	0	0
126003	M0026_02	(0,10001401,0)*(0,10007404,1)*(0,10007503,1)	(0,10001401,0)*(0,10007404,1)*(0,10007503,1)	(0,0,0)	(0,0,0)	526201	500034	-1	0	0	0
126004	M0026_03	(0,10001402,0)*(0,10001504,1)*(0,10001604,1)*(0,10009204,1)*(0,10001705,1)	(0,10001402,0)*(0,10001504,1)*(0,10001604,1)*(0,10009204,1)*(0,10001705,1)	(0,0,0)	(0,0,0)	526203	500034	-1	0	0	0
127001	M0027_01	(0,10001401,0)*(0,10009803,0)*(0,10029703,0)*(0,10013903,1)*(0,10014001,1)*(0,10014001,1)	0	(0,0,0)	(0,0,0)	800005	800005	-1	0	0	0
127002	M0027_02	(0,10001401,0)*(0,10009803,0)*(0,10029703,0)*(0,10013903,0)*(0,10007002,1)*(0,10007002,1)*(0,10007002,1)*(0,10004901,1)*(0,10004901,1)*(2,10004303,1)*(3,10005703,1)*(4,10004503,1)	0	(0,0,0)	(0,0,0)	800006	800006	-1	0	0	0
127003	M0027_03	(0,10001203,0)*(0,10001302,0)*(0,36008501,1)*(0,36008601,1)*(0,36008701,1)*(0,36008801,1)	(0,10001203,0)*(0,10001302,0)*(0,36008501,1)*(0,36008601,1)*(0,36008701,1)*(0,36008801,1)	(0,0,0)	(0,0,0)	527001	500005	-1	0	0	0
128001	M0028_01	(0,10001401,0)*(0,10009803,0)*(4,10029703,0)*(8,10013903,0)*(0,10010003,1)*(0,10010103,1)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(3,10010103,1)*(5,10010103,1)	0	(0,0,0)	(0,0,0)	800007	980004	-1	0	0	0
128002	M0028_01	(0,10001401,0)*(0,10009803,0)*(3,10029703,0)*(6,10013903,0)*(0,10010003,1)*(3,10010103,1)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(3,10009903,1)	0	(0,0,0)	(0,0,0)*(1,7,0)	800008	800008	-1	0	0	0
128003	M0028_01	(0,10001401,0)*(4,10009903,0)*(0,10010003,0)*(0,10009803,1)*(0,10011602,1)*(0,10011602,1)*(4,10011602,1)*(4,10011602,1)*(6,10011602,1)*(6,10011602,1)	0	(0,0,0)	(0,0,0)	800013	980005	-1	0	0	0
128004	M0028_01	(0,10001401,0)*(4,10009903,0)*(0,10010003,0)*(2,10010103,0)*(2,10010103,0)*(0,10011602,1)*(0,10011602,1)*(0,10010403,1)*(0,10010503,1)*(0,10010603,1)*(5,10011602,1)*(5,10011602,1)	0	(0,0,0)	(0,0,0)	800014	980005	-1	0	0	0
128011	M0028_02	(0,10001401,0)*(0,10029902,0)*(0,10013002,1)	(0,10001401,0)*(0,10029902,0)*(0,10013002,1)	(0,0,0)	(0,0,0)	300068	300068	-1	0	0	0
130001	M0030_01	(0,10001401,0)*(0,10029703,0)*(0,10009803,0)*(0,10014503,0)*(0,10010003,1)*(0,10010103,1)*(0,10010103,1)*(0,10010103,1)*(0,10010302,1)*(0,10010202,1)*(0,10010302,1)*(0,10010202,1)	0	(0,0,0)	(0,0,0)	800009	980004	-1	GAME06	0	0
130002	M0030_02	(0,10001401,0)*(0,10029703,0)*(0,10009803,0)*(0,10029903,0)*(0,10011602,0)*(0,10011602,0)*(0,10011602,0)*(5,10014503,0)*(7,10013903,0)*(9,10011504,0)*(0,10010003,1)*(0,10010103,1)*(0,10010103,1)*(0,10010103,1)*(0,10010202,1)*(0,10010202,1)*(0,10010202,1)*(0,10010302,1)*(0,10010302,1)*(0,10010302,1)	0	(0,0,0)	(0,0,0)	800010	980004	-1	GAME08	0	0
130003	M0030_02	(0,10001401,0)*(0,10010302,0)*(0,10010302,0)*(0,10010202,0)*(0,10010202,0)*(0,10010003,0)*(0,10010103,0)*(0,10010103,0)*(4,10010103,0)*(6,10010103,0)*(8,10009903,0)*(0,10009803,1)*(0,10014503,1)*(0,10014504,1)*(0,10014401,1)*(0,10014401,1)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(0,10011602,1)*(8,10011505,1)*(8,10011602,1)*(8,10011602,1)*(8,10011602,1)*(8,10011602,1)*(8,10011602,1)	0	(0,0,0)	(0,0,0)	800015	980005	-1	GAME08	0	0
130004	M0030_03	(0,10009904,0)*(0,99002701,1)	(0,10009904,0)*(0,99002701,1)	(0,0,0)	(0,0,0)	500064	500065	-1	Helou_04_Ma	0	1
130005	M0030_03	(0,10011505,0)*(0,99002701,1)	(0,10011505,0)*(0,99002701,1)	(0,0,0)	(0,0,0)	500067	500068	-1	Helou_04_Ma	0	1
130006	M0030_02	(0,10009904,0)*(0,99002701,1)	(0,10009904,0)*(0,99002701,1)	(0,0,0)	(0,0,0)	500066	500066	-1	Helou_08_Ma	0	1
130007	M0030_02	(0,10011505,0)*(0,99002701,1)	(0,10011505,0)*(0,99002701,1)	(0,0,0)	(0,0,0)	500069	500069	-1	Helou_08_Ma	0	1
131001	M0031_01	(0,10001401,0)*(0,10002603,1)	(0,10001401,0)*(0,10002603,1)	(1,30,0)	(0,0,0)	860005	860014	-1	0	0	0
132001	M0032_02	(0,10001401,0)*(2,10005702,0)*(0,10011101,1)*(0,10011101,1)*(0,10011102,1)	(0,10001401,0)*(2,10005702,0)*(0,10011101,1)*(0,10011101,1)*(0,10011102,1)	(0,0,0)	(0,0,0)	532001	532003	-1	0	0	0
132002	M0032_02	(0,10001401,0)*(0,10005702,0)*(0,10011201,1)*(0,10011301,1)	(0,10001401,0)*(0,10005702,0)*(0,10011201,1)*(0,10011301,1)	(0,0,0)	(0,0,0)	532002	532003	-1	0	0	0
133001	M0033_01	(0,10001401,0)*(0,10010504,1)	(0,10001401,0)*(0,10010504,1)	(0,0,0)	(0,0,0)	533001	920356	-1	0	0	0
134601	M0034_02	(0,10001401,0)*(0,10001503,0)*(0,10003703,0)*(0,10001104,1)*(0,10013005,1)*(0,10013005,1)*(0,10013002,1)*(0,10013002,1)*(3,10001803,1)*(3,10013005,1)*(3,10013005,1)*(5,10013002,1)*(5,10013005,1)*(5,10013005,1)*(5,10001003,1)*(5,10024503,0)	(0,10001401,0)*(0,10001503,0)*(0,10003703,0)*(0,10001104,1)*(0,10013005,1)*(0,10013005,1)*(0,10013002,1)*(0,10013002,1)*(3,10001803,1)*(3,10013005,1)*(3,10013005,1)*(5,10013002,1)*(5,10013005,1)*(5,10013005,1)*(5,10001003,1)*(5,10024503,0)	(0,0,0)	(0,0,0)	534601	500013	-1	0	0	0
134605	M0034_04	(0,10001401,0)*(0,10007703,1)	(0,10001401,0)*(0,10007703,1)	(0,0,0)	(0,0,0)	534604	500013	-1	0	0	0
139901	M0039_01	(0,10001401,0)*(0,99003901,1)	(0,10001401,0)*(0,99003901,1)	(0,0,0)	(0,0,0)	500076	500072	-1	0	0	1
139902	M0039_01	(0,10001401,0)*(0,99003901,1)	(0,10001401,0)*(0,99003901,1)	(0,0,0)	(0,0,0)	500077	500072	-1	0	0	1
139903	M0000_01	(0,10011401,0)*(0,99002301,1)*(0,99002401,1)*(0,99002501,1)*(0,99002601,1)	(0,10011401,0)*(0,99002301,1)*(0,99002401,1)*(0,99002501,1)*(0,99002601,1)	(0,0,0)	(0,0,0)	500078	500072	3	Story_0005	0	1
139905	M0039_01	(0,10003303,0)*(0,99002701,1)	(0,10003303,0)*(0,99002701,1)	(0,0,0)	(0,0,0)	500079	500072	-1	Story_0003	0	1
139906	M0039_01	(0,10003303,0)*(0,99002701,1)	(0,10003303,0)*(0,99002701,1)	(0,0,0)	(0,0,0)	500080	500072	-1	Story_0003	0	1
139911	M0039_01	(0,10001401,0)*(0,99003901,1)	(0,10001401,0)*(0,99003901,1)	(0,0,0)	(0,0,0)	500081	500075	-1	0	0	1
139912	M0039_01	(0,10001401,0)*(0,99003901,1)	(0,10001401,0)*(0,99003901,1)	(0,0,0)	(0,0,0)	500082	500075	-1	0	0	1
139913	M0000_01	(0,10024701,0)*(0,99002301,1)*(0,99002401,1)*(0,99002501,1)*(0,99002601,1)	(0,10024701,0)*(0,99002301,1)*(0,99002401,1)*(0,99002501,1)*(0,99002601,1)	(0,0,0)	(0,0,0)	500083	500075	3	Story_0005	0	1
139915	M0039_01	(0,10003303,0)*(0,99002701,1)*(0,99002801,1)	(0,10003303,0)*(0,99002701,1)*(0,99002801,1)	(0,0,0)	(0,0,0)	500084	500075	-1	Story_0003	0	1
139916	M0039_01	(0,10003303,0)*(0,99002701,1)*(0,99002801,1)	(0,10003303,0)*(0,99002701,1)*(0,99002801,1)	(0,0,0)	(0,0,0)	500085	500075	-1	Story_0003	0	1
150001	M0015_01	(0,10001401,0)*(0,10000404,0)*(0,10000404,0)*(0,10009602,0)*(0,10006801,1)	(0,10001401,0)*(0,10000404,0)*(0,10000404,0)*(0,10009602,0)*(0,10006801,1)	(0,0,0)	(0,0,0)	215003	215002	-1	0	0	0
150002	M0015_02	(0,10001401,0)*(0,10000404,0)*(0,10006801,1)*(0,10006801,1)*(0,10006801,1)*(0,10006801,1)*(0,10005802,1)	(0,10001401,0)*(0,10000404,0)*(0,10006801,1)*(0,10006801,1)*(0,10006801,1)*(0,10006801,1)*(0,10005802,1)	(0,0,0)	(0,0,0)	215004	215002	-1	0	0	0
150003	M0015_03	(0,10001401,0)*(0,10009602,0)*(0,10000404,0)*(0,10001103,0)*(0,10005802,1)	(0,10001401,0)*(0,10009602,0)*(0,10000404,0)*(0,10001103,0)*(0,10005802,1)	(0,0,0)	(0,0,0)	215005	215002	-1	0	1	0
150004	M0015_99	(0,10001401,0)*(0,10005802,1)	(0,10001401,0)*(0,10005802,1)	(0,0,0)	(0,0,0)	215005	215002	-1	0	0	0
150005	M0015_05	(0,10001401,0)*(0,10009602,1)*(0,10001103,1)*(0,10009702,1)*(0,10009702,1)	(0,10001401,0)*(0,10009602,1)*(0,10001103,1)*(0,10009702,1)*(0,10009702,1)	(1,1,0)	(0,0,0)	215009	215002	-1	0	0	0
199001	M0099_01	(0,10001401,0)*(0,10003502,0)*(0,10012802,1)	(0,10001401,0)*(0,10003502,0)*(0,10012802,1)	(0,0,0)	(0,0,0)	860001	860002	-1	0	0	0
199601	M0099_01	(0,10001401,0)*(0,10003703,1)	(0,10001401,0)*(0,10003703,1)	(0,0,0)	(0,0,0)	599201	500013	-1	0	0	0
200001	M0099_01	(0,10001401,0)*(0,10001602,1)	(0,10001401,0)*(0,10001602,1)	(0,0,0)	(0,0,0)	0	0	9	0	0	0
200002	M0099_01	(0,10001401,0)*(0,10001602,1)	(0,10001401,0)*(0,10001602,1)	(0,0,0)	(0,0,0)	0	0	9	0	0	0
200003	M0099_01	(0,10010702,1)*(0,10010802,1)*(0,10001401,0)	(0,10010702,1)*(0,10010802,1)*(0,10001401,0)	(0,0,0)	(0,0,0)	0	0	9	0	0	0
200004	M0099_01	(0,10001401,0)*(0,10011101,1)	(0,10001401,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	900007	900008	9	0	0	0
200005	M0001_34	(0,10001401,0)*(0,10006002,1)	(0,10001401,0)*(0,10006002,1)	(0,0,0)	(1,5,0)	900009	900010	9	0	0	0
200006	M0099_01	(0,10001401,0)*(0,10004302,0)*(0,10011101,1)	(0,10001401,0)*(0,10004302,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	900011	900012	9	0	0	0
200007	M0099_01	(0,10001401,0)*(0,10012802,1)	(0,10001401,0)*(0,10012802,1)	(0,0,0)	(0,0,0)	900013	900014	9	0	0	0
200008	M0099_01	(0,10001401,0)*(0,10012802,1)	(0,10001401,0)*(0,10012802,1)	(0,0,0)	(0,0,0)	900015	900016	9	0	0	0
200009	M0099_01	(0,10001401,0)*(0,10004802,1)	(0,10001401,0)*(0,10004802,1)	(0,0,0)	(0,0,0)	900017	900018	9	0	0	0
200010	M0099_01	(0,10001401,0)*(0,10004302,0)*(0,10004802,1)	(0,10001401,0)*(0,10004302,0)*(0,10004802,1)	(0,0,0)	(0,0,0)	900019	900020	9	0	0	0
200011	M0099_01	(0,10001401,0)*(0,10004302,0)*(0,10004802,1)	(0,10001401,0)*(0,10004302,0)*(0,10004802,1)	(0,0,0)	(0,0,0)	900021	900022	9	0	0	0
200012	M0004_04	(0,10001401,0)*(0,10009402,0)*(0,10011101,1)*(0,10011102,1)*(0,10011103,1)	(0,10001401,0)*(0,10009402,0)*(0,10011101,1)*(0,10011102,1)*(0,10011103,1)	(0,0,0)	(1,10,0)*(0,0,0)	900023	900024	13	0	0	0
200013	M0099_01	(0,10001401,0)*(0,10002201,1)*(0,10002301,1)*(0,10002401,1)*(0,10002501,1)	(0,10001401,0)*(0,10002201,1)*(0,10002301,1)*(0,10002401,1)*(0,10002501,1)	(0,0,0)	(0,0,0)	900003	900004	9	0	0	0
200021	M0099_01	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	900025	900026	9	0	0	0
200022	M0099_01	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	900027	900028	9	0	0	0
200023	M0099_01	(0,10001401,0)*(0,10005902,0)*(0,10006602,0)*(0,10011101,1)	(0,10001401,0)*(0,10005902,0)*(0,10006602,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	900029	900030	9	0	0	0
200024	M0099_01	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,10001401,0)*(0,10006602,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	900031	900032	9	0	0	0
200025	M0099_01	(0,10001401,0)*(0,10002301,1)*(3,10002201,1)*(5,10002401,1)*(7,10002501,1)	(0,10001401,0)*(0,10002301,1)*(3,10002201,1)*(5,10002401,1)*(7,10002501,1)	(0,0,0)	(0,0,0)	900005	900006	9	0	0	0
200026	M0099_01	(0,10001401,0)*(0,10011202,1)*(0,10011302,1)	(0,10001401,0)*(0,10011202,1)*(0,10011302,1)	(0,0,0)	(0,0,0)	900005	900006	9	0	0	0
200027	M0099_01	(0,10001401,0)*(0,10001602,1)	(0,10001401,0)*(0,10001602,1)	(0,0,0)	(0,0,0)	900005	900006	9	0	0	0
200028	M0099_01	(0,10001401,0)*(0,10001502,1)	(0,10001401,0)*(0,10001502,1)	(0,0,0)	(0,0,0)	900005	900006	9	0	0	0
200029	M0099_01	(0,10001401,0)*(0,10011101,1)	(0,10001401,0)*(0,10011101,1)	(0,0,0)	(0,0,0)	900103	900104	9	0	0	0
200030	M0099_01	(0,10001401,0)*(0,10011101,1)*(0,10011101,1)	(0,10001401,0)*(0,10011101,1)*(0,10011101,1)	(0,0,0)	(0,0,0)	900104	900006	9	0	0	0
200031	M0099_01	(0,10001401,0)*(0,10022401,1)	(0,10001401,0)*(0,10022401,1)	(0,0,0)	(0,0,0)	900005	900006	9	0	0	0
200032	M0099_01	(0,10001401,0)*(0,10022401,1)*(0,10022401,1)	(0,10001401,0)*(0,10022401,1)*(0,10022401,1)	(0,0,0)	(0,0,0)	900005	900006	9	0	0	0
200033	M0099_01	(0,10001401,0)*(0,10001502,0)*(0,10010702,1)*(0,10010802,1)	(0,10001401,0)*(0,10001502,0)*(0,10010702,1)*(0,10010802,1)	(0,0,0)	(0,0,0)	900101	900102	9	0	0	0
200034	M0099_01	(0,10001401,0)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,10001401,0)*(0,10014001,1)*(0,10014001,1)*(0,10014001,1)	(0,0,0)	(0,0,0)	900005	900006	9	0	0	0
200035	M0099_01	(0,10001401,0)*(0,10004802,1)	(0,10001401,0)*(0,10004802,1)	(0,0,0)	(0,0,0)	900017	900018	9	0	0	0
200036	M0038_01	(0,10001401,0)*(0,10007001,1)	(0,10001401,0)*(0,10007001,1)	(0,0,0)	(1,8,0)	910001	910002	9	0	0	0
200037	M0001_33	(0,10001401,0)*(0,10005702,0)*(0,10007001,0)*(0,10007001,0)*(0,10007001,0)*(0,10008102,1)*(0,10008301,1)*(0,10008301,1)*(0,10008301,1)*(0,10008301,1)	(0,10001401,0)*(0,10005702,0)*(0,10007001,0)*(0,10007001,0)*(0,10007001,0)*(0,10008102,1)*(0,10008301,1)*(0,10008301,1)*(0,10008301,1)*(0,10008301,1)	(0,0,0)	(0,0,0)	910003	910004	9	0	0	0
200038	M0001_33	(0,10001401,0)*(0,10005702,1)*(0,10007001,1)*(0,10007001,1)*(0,10007001,1)*(0,10007001,1)*(0,10008102,0)*(0,10008301,0)*(0,10008301,00)*(0,10008301,0)	(0,10001401,0)*(0,10005702,1)*(0,10007001,1)*(0,10007001,1)*(0,10007001,1)*(0,10007001,1)*(0,10008102,0)*(0,10008301,0)*(0,10008301,00)*(0,10008301,0)	(0,0,0)	(0,0,0)	910005	910006	9	0	0	0
200039	M0030_01	(0,10001401,0)*(0,10005703,0)*(0,10007002,0)*(0,10007002,0)*(6,10007002,0)*(6,10007002,0)*(0,10014503,1)*(0,10014401,1)*(0,10014401,1)*(0,10014401,1)*(4,10014401,1)*(4,10014401,1)*(6,10014401,1)*(6,10014401,1)*(8,10014401,1)*(8,10014401,1)*(8,10014401,1)*(8,10014401,1)	(0,10001401,0)*(0,10005703,0)*(0,10007002,0)*(0,10007002,0)*(6,10007002,0)*(6,10007002,0)*(0,10014503,1)*(0,10014401,1)*(0,10014401,1)*(0,10014401,1)*(4,10014401,1)*(4,10014401,1)*(6,10014401,1)*(6,10014401,1)*(8,10014401,1)*(8,10014401,1)*(8,10014401,1)*(8,10014401,1)	(0,0,0)	(0,0,0)	910007	910008	16	0	0	0
200040	M0004_03	(0,10001401,0)*(0,10001603,1)	(0,10001401,0)*(0,10001603,1)	(0,0,0)	(0,0,0)	910009	910010	9	0	0	0
200041	M0099_01	(0,10001401,0)*(0,10009203,1)	(0,10001401,0)*(0,10009203,1)	(0,0,0)	(0,0,0)	910011	910012	9	0	0	0
200042	M0099_01	(0,10001401,0)*(0,10009203,1)	(0,10001401,0)*(0,10009203,1)	(0,0,0)	(0,0,0)	910013	910014	9	0	0	0
200043	M0099_01	(0,10001401,0)*(0,10011102,1)*(0,10011102,1)*(0,10011103,1)*(0,10011103,1)	(0,10001401,0)*(0,10011102,1)*(0,10011102,1)*(0,10011103,1)*(0,10011103,1)	(0,0,0)	(1,10,0)*(0,0,0)	910015	910016	9	0	0	0
200044	M0005_05	(0,10001401,0)*(0,10009202,1)*(0,10009102,2)	(0,10001401,0)*(0,10009202,1)*(0,10009102,2)	(0,0,0)	(0,0,0)	910017	910018	9	0	0	0
200045	M0004_03	(0,10001401,0)*(0,10001503,1)	(0,10001401,0)*(0,10001503,1)	(0,0,0)	(0,0,0)	910019	910020	9	0	0	0
200046	M0004_03	(0,10005702,0)*(0,10001602,1)	(0,10005702,0)*(0,10001602,1)	(1,10,0)*(0,0,0)	(2,10005702,0)*(0,0,0)	910021	910022	9	0	0	0
200047	M0004_03	(0,10001401,0)*(0,10001502,0)*(0,10001602,0)*(0,10001704,1)	(0,10001401,0)*(0,10001502,0)*(0,10001602,0)*(0,10001704,1)	(1,10,0)*(0,0,0)	(0,0,0)	910023	910024	9	0	0	0
200048	M0004_03	(0,10001401,0)*(0,10001502,0)*(0,10001602,0)*(0,10001704,1)	(0,10001401,0)*(0,10001502,0)*(0,10001602,0)*(0,10001704,1)	(1,10,0)*(0,0,0)	(0,0,0)	910025	910026	9	0	0	0
200049	M0004_03	(0,10001401,0)*(0,10001502,0)*(0,10001602,0)*(0,10001704,1)	(0,10001401,0)*(0,10001502,0)*(0,10001602,0)*(0,10001704,1)	(1,10,0)*(0,0,0)	(0,0,0)	910027	910028	9	0	0	0
200050	M0004_03	(0,10001401,0)*(0,10001502,1)	(0,10001401,0)*(0,10001502,1)	(1,6,0)*(0,0,0)	(0,0,0)	910029	910030	9	0	0	0
200051	M0004_03	(0,10001401,0)*(0,10001502,1)	(0,10001401,0)*(0,10001502,1)	(1,10,0)*(0,0,0)	(0,0,0)	910031	910032	9	0	0	0
200052	M0004_03	(0,10001401,0)*(0,10001503,1)	(0,10001401,0)*(0,10001503,1)	(0,0,0)	(1,20,0)*(0,0,0)	910033	910034	9	0	0	0
200053	M0004_03	(0,10001401,0)*(0,10001602,1)	(0,10001401,0)*(0,10001602,1)	(1,6,0)*(0,0,0)	(0,0,0)	910035	910036	9	0	0	0
200054	M0004_03	(0,10001401,0)*(0,10001602,1)	(0,10001401,0)*(0,10001602,1)	(1,10,0)*(0,0,0)	(0,0,0)	910037	910038	9	0	0	0
200055	M0004_03	(0,10001401,0)*(0,10001603,1)	(0,10001401,0)*(0,10001603,1)	(0,0,0)	(1,20,0)*(0,0,0)	910039	910040	9	0	0	0
200056	M0031_01	(0,10001401,0)*(0,10010603,1)	(0,10001401,0)*(0,10010603,1)	(0,0,0)	(0,0,0)	910041	910042	9	0	0	0
200057	M0004_03	(0,10001401,0)*(0,10001603,1)	(0,10001401,0)*(0,10001603,1)	(0,0,0)	(0,0,0)	910043	910044	9	0	0	0
200058	M0001_32	(0,10001401,0)*(0,10008502,1)	(0,10001401,0)*(0,10008502,1)	(0,0,0)	(0,0,0)	910045	910046	9	0	1	0
200059	M0001_32	(0,10001401,0)*(0,10001603,0)*(0,10007203,1)*(0,10007803,1)	(0,10001401,0)*(0,10001603,0)*(0,10007203,1)*(0,10007803,1)	(0,0,0)	(1,10,0)	910047	910048	9	0	1	0
200060	M0001_09	(0,10001401,0)*(0,10001603,0)*(0,10008103,1)*(0,10008903,1)	(0,10001401,0)*(0,10001603,0)*(0,10008103,1)*(0,10008903,1)	(0,0,0)	(1,10,0)	910049	910050	9	0	1	0
200061	M0001_34	(0,10001401,0)*(0,10006002,0)*(0,10007202,1)*(0,10007302,1)	(0,10001401,0)*(0,10006002,0)*(0,10007202,1)*(0,10007302,1)	(0,0,0)	(0,0,0)	910051	910052	9	0	0	0
200062	M0099_01	(0,10001401,0)*(0,10009202,0)*(0,10007802,0)*(0,10007901,0)*(0,10007901,0)*(5,10001103,1)*(0,10013001,1)*(0,10013002,1)*(0,10013002,1)*(0,10013003,1)	(0,10001401,0)*(0,10009202,0)*(0,10007802,0)*(0,10007901,0)*(0,10007901,0)*(5,10001103,1)*(0,10013001,1)*(0,10013002,1)*(0,10013002,1)*(0,10013003,1)	(1,10,0)*(0,0,0)	(0,0,0)	910053	910054	9	0	0	0
200063	M0001_35	(0,10001401,0)*(0,10005902,0)*(0,10011701,1)*(0,10011701,1)*(0,10006501,1)	(0,10001401,0)*(0,10005902,0)*(0,10011701,1)*(0,10011701,1)*(0,10006501,1)	(0,0,0)	(0,0,0)	910055	910056	9	0	0	0
200064	M0099_01	(0,10001401,0)*(0,10006002,0)*(0,10006302,1)	(0,10001401,0)*(0,10006002,0)*(0,10006302,1)	(1,10,0)*(0,0,0)	(0,0,0)	910057	910058	9	0	0	0
200065	M0099_01	(0,10001401,0)*(0,10007802,0)*(0,10011202,1)*(0,10011302,1)	(0,10001401,0)*(0,10007802,0)*(0,10011202,1)*(0,10011302,1)	(0,0,0)	(0,0,0)	910059	910060	9	0	0	0
200066	M0038_01	(0,10001401,0)*(0,10002301,1)*(3,10002201,1)*(5,10002401,1)*(7,10002501,1)	(0,10001401,0)*(0,10002301,1)*(3,10002201,1)*(5,10002401,1)*(7,10002501,1)	(0,0,0)	(0,0,0)	910061	910062	9	0	0	0
200067	M0099_01	(0,10001401,0)*(0,10005902,0)*(0,10009601,1)*(0,10009701,1)*(0,10009701,1)	(0,10001401,0)*(0,10005902,0)*(0,10009601,1)*(0,10009701,1)*(0,10009701,1)	(0,0,0)	(0,0,0)	910063	910064	9	0	0	0
200068	M0023_04	(0,10001401,0)*(0,10005902,0)*(3,10001103,1)*(0,10013003,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,10001401,0)*(0,10005902,0)*(3,10001103,1)*(0,10013003,1)*(0,10013002,1)*(0,10013002,1)*(0,10013002,1)	(0,0,0)	(0,0,0)	910065	910066	9	0	1	0
200069	M0001_28	(0,10001401,0)*(0,10009403,0)*(0,10011203,1)*(0,10011303,1)*(0,10011102,1)*(0,10011103,1)*(0,10011102,1)*(0,10011103,1)	(0,10001401,0)*(0,10009403,0)*(0,10011203,1)*(0,10011302,1)*(0,10011103,1)*(0,10011102,1)*(0,10011103,1)*(0,10011102,1)	(0,0,0)	(1,12,0)*(0,0,0)	910067	910068	22	0	0	0
