#SkillNo	SkillName	NeedToSelectTarget	SkillType	TargetType	TargetArea	Range	AOE	MinDamage	MaxDamage	UseAp	CD	UseSkillAfterMove	condition	SkillEffectID	sSkillIcon
100043005	四方结缘	0	0	2	0	0	1	600	700	200	3	1	500022	100043002	s01013
100043006	大日如来	1	0	2	0	2	0	400	500	50	0	1	500009	100043001	s01014
100044001	妙谛法华	1	0	2	0	2	0	900	1300	200	0	1	500013,500020	100044001	s01004
100044002	妙谛如来	1	0	2	0	2	0	1000	1200	400	3	1	500002,500132	100044002	s01006
100044003	一指渡众生	0	0	2	0	0	3	1200	1400	800	4	1	500000,500001,500051	100044003	s02007
100045001	大日如来	1	0	2	0	1	0	1200	1300	200	0	1	500009	100045001	s01059
100045002	四方结缘	0	0	2	0	0	1	1000	1200	300	2	1	500022,910001	100045002	s01025
100045003	诸法皆空	0	0	2	0	0	1	1100	1400	500	3	1	500132,500020	100045003	s01058
100046001	大日如来	1	0	2	0	1	0	1200	1300	200	0	1	500009	100046001	s01059
100046002	四方结缘	0	0	2	0	0	1	1000	1200	300	2	1	500022,910001	100046002	s01025
100046003	诸法皆空	0	0	2	0	0	1	1100	1400	400	3	1	500000,500020	100046003	s01058
100047001	金刚推山	1	0	2	0	1	0	1200	1400	200	0	1	500027	100047001	s01059
100047002	金刚不坏	1	0	2	3	1	0	1300	1400	400	2	1	500008,500022	100047002	s01025
100047003	金刚如来	1	0	2	1	2	0	1000	1200	600	3	1	500000,500001	100047003	s01058
100048001	无明离欲	1	0	2	0	1	0	900	1000	200	0	1	500009	100048001	s01003
100048002	灭则行灭	1	0	2	0	1	0	1000	1100	400	2	1	500021,500035	100048002	s01001
100048003	摩诃菩提	1	0	2	0	1	0	1100	1200	600	3	1	500000,500001	100048003	s01023
100049001	无明离欲	1	0	2	0	1	0	600	700	50	0	1	0	100049001	s01001
100049002	灭则行灭	1	0	2	0	1	0	700	800	100	2	1	500022	100049002	s01002
100050001	时勤拂拭	1	0	2	0	1	0	800	900	50	0	1	0	100050001	s01014
100050002	莫惹尘埃	1	0	2	1	2	0	900	1000	100	2	1	500000	100050002	s01013
100051001	刀燃菩提	1	0	2	0	1	0	600	700	50	0	1	0	100051001	s01021
100051002	立刀成佛	1	0	2	1	2	0	700	800	150	2	1	500004	100051002	s01026
100052001	大日如来	1	0	2	0	1	0	800	900	100	0	1	0	100052001	s01014
100052002	四方结缘	0	0	2	0	0	1	900	1000	200	2	1	500001	100052002	s01013
100053001	无明离欲	1	0	2	0	1	0	900	1000	100	0	1	0	100053001	s01001
100053002	灭则行灭	1	0	2	0	1	0	1000	1100	200	2	1	500000	100053002	s01007
100054001	银月勾魂	1	0	2	1	3	0	600	900	100	0	1	500018,500056	100054001	s01034
100054002	七宝天岚	0	0	2	0	0	1	700	800	160	2	1	500003,500027	100054002	s01060
100054003	日月星尘	1	0	2	1	3	0	900	1300	280	3	1	500013	100054003	s01029
100055001	烟雾弥漫	1	0	2	0	4	0	200	300	100	0	1	500007	100055001	s05009
100055002	一公升的眼泪	0	0	2	0	0	2	300	400	120	3	1	500008,500009	100055002	s05010
100055003	我是你亲妹妹啊	1	0	2	0	2	0	400	600	240	4	1	500002	100055003	s05008
100056004	银蛇千转	1	0	2	0	2	0	600	900	100	0	1	500052,500028	100056001	s01020
100056005	百兽之境	1	0	2	1	2	0	900	1000	200	2	1	500013	100056002	s01027
100056006	千蛇狂舞	0	0	2	0	3	1	1000	1200	300	2	1	500010,500003	100056003	s03003
100056007	银蛇千转	1	0	2	0	2	0	500	700	100	0	1	500052	100056001	s01020
100056008	百兽之境	1	0	2	1	2	0	700	800	200	2	1	500013	100056002	s01027
100057001	雷霆殒落	1	0	2	0	1	0	900	1000	100	0	1	500027	100057001	s01026
100057002	霹雳疾斩	1	0	2	0	2	0	1000	1200	200	2	1	500004,500052	100057002	s01021
100057003	三千雷动	1	0	2	0	2	1	1200	1400	300	3	1	500001,500039	100057003	s01038
100057004	雷霆殒落	1	0	2	0	1	0	500	600	100	0	1	500027	100057001	s01026
100057005	霹雳疾斩	1	0	2	0	1	0	600	700	200	2	1	500004	100057002	s01021
100057006	雷霆殒落	1	0	2	0	1	0	300	400	100	0	1	0	100057001	s01026
100058001	毒龙七尾	0	0	2	0	0	2	400	600	100	0	1	500027,500006	100058001	s03003
100058002	毒龙追魂	1	0	2	0	2	0	700	900	200	2	1	500006,500051	100058002	s03004
100058003	万毒入化	0	0	2	0	0	2	900	1100	300	3	1	500005,500006	100058003	s03005
100059001	燕子抄水	1	0	2	0	2	0	300	600	100	0	1	500052	100059001	s01015
100059002	乳燕归巢	1	0	2	0	3	0	700	1000	150	2	1	500052,500017	100059001	s01011
100059003	满天花雨	1	0	2	0	2	1	600	900	250	3	1	500007,500004	100059002	s01028
100059004	燕子抄水	1	0	2	0	2	0	200	400	50	0	1	500052	100059001	s01015
100059005	乳燕归巢	1	0	2	0	3	0	400	700	100	2	1	500052,500017	100059001	s01011
100060001	变拳	1	0	2	0	1	0	400	600	80	0	1	500052	100060001,100060002,100060003	s01004
100060002	劈石破玉	1	0	2	0	1	0	800	1200	200	2	1	500052,500039	100060004	s01002
100060003	变拳	1	0	2	0	1	0	100	250	50	0	1	500052	100060001	s01004
100060004	铁拳无敌	0	0	2	0	0	1	1600	2000	600	4	1	500027,500047,500013	100999001	s01001
100061001	燕返	1	0	2	0	1	0	800	1200	100	0	1	500132	100061001	s01033
100061002	居合	1	0	2	3	1	0	1100	1300	300	3	1	500004,900102	100061002	s01036
100061003	斩月	1	0	2	1	2	0	1000	1200	500	3	1	500013,500039	100061003	s01043
100061004	燕返	1	0	2	0	1	0	700	800	100	0	1	500132	100061001	s01033
100061005	居合	1	0	2	3	1	0	800	900	300	3	1	500004,900102	100061002	s01036
100062001	燕返	1	0	2	0	1	0	800	1200	100	0	1	500132	100062001	s01033
100062002	居合	1	0	2	3	1	0	1100	1300	300	3	1	500004,900102	100062002	s01036
100062003	斩月	1	0	2	1	2	0	1000	1200	500	3	1	500013,500039	100061003	s01043
100063001	燕返	1	0	2	0	1	0	700	800	100	0	1	500132	100063001	s01033
100063002	居合	1	0	2	3	1	0	800	900	300	3	1	500004,900102	100063002	s01036
100065001	大开大阖	1	0	2	1	2	0	800	1000	200	0	1	500001,500000	100066001	s01014
100066001	九龙攀云	1	0	2	1	2	1	1000	1200	200	0	1	500008,500001	100066001	s01013
100067001	毒龙七尾	1	0	2	1	2	0	600	700	100	0	1	0	100067001	s03003
100067002	毒龙追魂	1	0	2	1	2	0	700	800	200	2	1	500006,500003	100067002	s03004
100067003	万毒入化	0	1	1	0	0	2	800	1000	300	3	1	500023,500006	100067003	s03005
100067004	毒龙七尾	1	0	2	1	2	0	620	650	50	0	1	0	100067001	s03003
100067005	毒龙追魂	1	0	2	1	2	0	720	750	100	2	1	500006,500003	100067002	s03004
100067006	万毒入化	0	1	1	0	0	0	500	600	150	3	1	500023,500006	100067003	s03005
100068001	毒龙七尾	1	0	2	1	2	0	200	250	50	0	1	0	100068001	s03003
100068002	毒龙追魂	1	0	2	1	2	0	300	350	100	2	1	500006	100068002	s03004
100069001	毒龙出洞	1	0	2	0	1	0	330	360	50	0	1	0	100069001	s03003
100069002	金蛇狂舞	1	0	2	0	1	0	420	460	100	2	1	500006	100069002	s03004
100070001	霹雳刀法	1	0	2	0	1	0	300	400	100	0	1	0	100070001	s01026
100070002	霹雳疾斩	1	0	2	0	1	0	400	600	200	2	1	500004	100070002	s01021
100070003	霹雳刀法	1	0	2	0	1	0	120	180	100	0	1	0	100070001	s01038
100070004	霹雳弹	1	0	2	0	3	1	900	1300	200	4	1	500039	100014070	s01023
100070005	霹雳弹	1	0	2	0	3	1	300	500	200	4	1	500039	100014070	s01023
100071001	白虹贯日	1	0	2	1	2	0	700	800	100	0	1	500013	100071001	s01020
100071002	天剑归一	1	0	2	1	2	0	900	1000	300	2	1	900102,500013	100071002	s01019
100071003	总诀剑	0	0	2	0	0	1	1200	1400	500	3	1	500008,500013	100071003	s01022
100072001	东方快剑	1	0	2	1	2	0	900	1000	100	0	1	500052	100072001	s01020
100072002	暗渡陈仓	1	0	2	0	2	0	1000	1400	200	2	1	500017,500008	100072002	s01019
100072003	狂风暴雨	1	0	2	2	2	0	600	1200	300	3	1	500007,500013	100072002	s01034
100072004	东方快剑	1	0	2	1	2	0	600	700	100	0	1	500052	100072001	s01020
100072005	暗渡陈仓	1	0	2	0	2	0	700	1000	200	2	1	500017	100072002	s01019
100072006	东方快剑	1	0	2	1	2	0	400	500	100	0	1	500052	100072001	s01020
100073001	东方快剑	1	0	2	0	1	0	200	300	100	0	1	0	100073001	s01020
100073002	暗渡陈仓	1	0	2	0	2	0	200	300	200	0	1	500017	100073002	s01019
100073003	东方快剑	1	0	2	0	1	0	120	180	100	0	1	0	100073001	s01020
100074001	气所磅礡	1	0	2	0	3	0	1000	1200	200	0	1	500028,500000	100074001	s01002
100074002	当贯日月	1	0	2	0	1	0	1200	1400	400	3	1	500002,500001	100074002	s01006
100074003	苍天无极 	1	0	2	1	2	0	1800	2000	600	4	1	600021,500042	100074003	s02010
100074004	气所磅礡	1	0	2	0	3	0	1600	1800	200	0	1	500028,500001	100074001	s01002
100074005	当贯日月	1	0	2	0	1	0	1800	2000	400	2	1	500002	100074002	s01006
100074006	苍天无极 	1	0	2	1	2	0	2000	2200	600	3	1	500015,600021	100074003	s02010
100075001	气所磅礡	1	0	2	0	1	0	1200	1400	100	0	1	500000	100075001	s01003
100075002	当贯日月	1	0	2	0	1	0	1300	1500	200	2	1	500001,500009	100075002	s01005
100075003	苍天无极 	1	0	2	1	2	0	1200	1300	300	3	1	500035,500042	100075003	s01002
100075004	气所磅礡	1	0	2	0	1	0	600	700	100	0	1	500000	100075001	s01003
100075005	当贯日月	1	0	2	0	1	0	700	800	200	2	1	500001,500009	100075002	s01005
100075006	气所磅礡	1	0	2	0	1	0	350	400	100	0	1	500000	100075001	s01002
100077001	长虹经天	1	0	2	0	1	0	800	900	100	0	1	0	100077001	s01021
100077002	虹光乍现	1	0	2	0	1	0	1000	1200	300	2	1	500018,500009	100077002	s01026
100077003	虹彩七变	1	0	2	3	1	0	1200	1400	400	3	1	500019,500039	100077003	s01038
100078001	长虹经天	1	0	2	0	1	0	700	900	100	0	1	0	100078001	s01021
100078002	虹光乍现	1	0	2	0	1	0	900	1200	200	2	1	500008,500018	100078002	s01026
100078003	虹彩七变	1	0	2	0	1	0	1200	1400	300	3	1	500019,500039	100078003	s01038
100078004	长虹经天	1	0	2	0	1	0	500	600	100	0	1	0	100078001	s01021
100078005	虹光乍现	1	0	2	0	1	0	600	800	200	3	1	500008,500018	100078002	s01026
100079001	长虹经天	1	0	2	0	1	0	300	400	40	0	1	0	100079001	s01021
100079002	虹光乍现	1	0	2	0	1	0	400	500	60	2	1	0	100079002	s01026
100079003	长虹经天	1	0	2	0	1	0	200	300	40	0	1	0	100079001	s01021
100080001	飞星掷	1	0	2	0	3	0	700	800	100	0	1	0	100080001	s01035
100080002	夺魂陷	1	0	2	0	3	0	800	900	300	3	1	500003,500006	100080002	s01033
100080003	暴雨梨花	1	0	2	0	2	1	600	800	500	5	1	500013,500004	100080003	s02001
100081001	飞星掷	1	0	2	0	3	0	600	700	100	0	1	0	100081001	s01015
100081002	夺魂陷	1	0	2	0	3	0	700	800	200	2	1	500003,500006	100081002	s01042
100081003	暴雨梨花	1	0	2	0	2	1	800	900	400	3	1	500007,500004	100081003	s02004
100081004	飞星掷	1	0	2	0	3	0	220	360	80	0	1	0	100081001	s01015
100081005	夺魂陷	1	0	2	0	2	0	220	360	120	3	1	500003,500006	100081002	s01042
100082001	迅刀	1	0	2	0	5	0	200	300	200	0	1	500052,500014	100082001	s05009
100082002	出刀	1	0	2	0	3	0	700	900	60	0	1	500052,500013	100082002	s01042
100083001	飞星掷	1	0	2	0	3	0	300	400	100	0	1	0	100083001	s01015
100083002	飞星掷	1	0	2	0	3	0	400	500	200	0	1	0	100083002	s02004
100084001	飞月流光	1	0	2	0	1	0	1200	1300	100	0	1	500004	100084001	s01021
100084002	绝刀合真	1	0	2	1	2	0	1350	1400	250	2	1	500003,500022	100084002	s01026
100084003	总诀刀	0	0	2	0	0	1	1400	1500	300	4	1	500012,500009	100084003	s01038
100085001	阴极刀	1	0	2	3	1	0	800	1000	120	0	1	500132	100085001	s01021
100085002	阳极刀	1	0	2	0	1	0	1000	1200	300	2	1	500003,500022	100085002	s01026
100085003	阴错阳差	0	0	2	0	1	1	1200	1400	500	4	1	500012,500008	100085003	s01038
100085004	阴极刀	1	0	2	3	1	0	500	600	100	0	1	500132	100085001	s01021
100085005	阳极刀	1	0	2	0	1	0	600	800	200	2	1	500003,500022	100085002	s01026
100085006	阴极刀	1	0	2	3	1	0	500	600	100	0	1	500132	100085001	s01021
100086001	阴极刀	1	0	2	0	1	0	300	400	50	0	1	0	100086001	s01026
100086002	阳极刀	1	0	2	0	1	0	500	600	100	0	1	500022	100086002	s01062
100088001	推天献印	1	0	2	3	1	0	1200	1400	100	0	1	500003	100088001	s01039
100088002	卸甲锥心	1	0	2	3	1	0	1400	1500	200	2	1	500008,500132	100088002	s01038
100088003	刀舞千秋	1	0	2	1	2	0	1000	1200	400	4	1	500039,500004	100088003	s01033
100089001	离字诀	1	0	2	0	1	0	800	900	100	0	1	500003	100089001	s01033
100089002	阵字诀	1	0	2	0	1	0	900	1000	200	2	1	500008,500001	100089002	s01036
100089003	八卦乱环式	1	0	2	0	1	1	1000	1200	300	3	1	500009,500039	100089003	s01063
100089004	离字诀	1	0	2	0	1	0	440	500	100	0	1	500003	100089001	s01033
100089005	阵字诀	1	0	2	0	1	0	500	570	150	2	1	500008,500001	100089002	s01036
100090001	离字诀	1	0	2	0	1	0	200	300	100	0	1	0	100090001	s01021
100090002	阵字诀	1	0	2	0	1	0	200	300	200	2	1	500008	100090002	s01028
100090003	离字诀	1	0	2	0	1	0	120	180	100	0	1	0	100090001	s01021
100091001	剑出无影	1	0	2	0	2	0	900	1200	150	0	1	500013	100091001	s02002
100091002	一剑三影	1	0	2	3	1	0	1200	1400	300	2	1	900102,500017	100091002	s01022
100091003	幻影无形	1	0	2	0	3	0	1200	1500	400	3	1	900102,500039	100091003	s01049
100092001	横空出世	1	0	2	0	1	0	900	1200	200	0	1	500013	100092003	s02002
100092002	四面楚歌	0	0	2	0	0	1	1000	1200	400	2	1	500004,500009	100092004	s01022
100092003	霸王别姬	1	0	2	1	3	0	1200	1300	500	3	1	500012,500195	100092005	s01049
100092004	大杂烩	1	0	2	0	1	0	800	1000	100	0	1	500013	100092001	s02002
100092005	去芜存菁	0	0	2	0	0	1	1200	1400	300	3	1	500004,500009	100092002	s01022
100092006	大杂烩	1	0	2	0	1	0	700	1000	100	0	1	500013	100092001	s02002
100093001	龙虎啸	1	0	2	0	2	0	1200	1300	100	0	1	0	100093001	s01020
100093002	泰山崩	1	0	2	1	3	0	1250	1350	200	2	1	500008	100093002	s01019
100093003	镇五岳	0	0	2	0	0	2	1400	1500	300	4	1	500004,500051,500001	100093003	s01022
100094001	龙虎啸	1	0	2	0	2	0	800	900	100	0	1	0	100094001	s01020
100094002	泰山崩	1	0	2	1	3	0	900	1000	150	2	1	500132	100094002	s01019
100094003	镇五岳	0	0	2	0	0	2	1000	1200	200	4	1	500004,500051,500001	100094003	s01022
100094004	龙虎啸	1	0	2	0	2	0	700	800	100	0	1	0	100094001	s01020
100094005	泰山崩	1	0	2	1	3	0	800	900	150	2	1	500132	100094002	s01019
100094006	龙虎啸	1	0	2	0	2	0	600	700	80	0	1	0	100094001	s01020
100095001	重剑无锋	1	0	2	0	1	0	400	500	50	0	1	0	100095001	s01020
100095002	大巧不工	0	1	1	0	0	0	500	600	100	2	1	500034,500036	100095002	s01019
100096001	神农除瘴 	1	0	2	0	2	0	600	800	100	0	1	0	100096001	s01014
100096002	口试百药	0	1	1	0	0	0	800	1600	300	2	1	500037,500043	100096002	s04003
100096003	神农济世	0	1	1	0	0	3	1400	1800	400	4	1	500037,500041	100096003	s04007
100096004	神农除瘴 	1	0	2	0	2	0	550	620	80	0	1	0	100096001	s01014
100096005	口试百药	0	1	1	0	0	0	500	800	200	3	1	500037	100096002	s04003
100097001	神农除瘴 	1	0	2	0	1	0	320	440	50	0	1	0	100097001	s01014
100097002	口试百药	0	1	1	0	0	0	250	300	80	3	1	500037	100097002	s04002
100097003	神农除瘴 	1	0	2	0	1	0	260	320	50	0	1	0	100097001	s01014
100097004	口试百药	0	1	1	0	0	0	150	200	80	3	1	500037	100097002	s04002
100098001	飞龙在天	1	0	2	0	2	0	1300	1400	200	0	1	500028,500052	100098001	s01003
100098002	龙战于野	1	0	2	1	3	0	1200	1500	400	3	1	500001,500027	100098002	s02010
100098003	亢龙有悔	1	0	2	1	3	0	1400	1600	600	4	1	500000,500015	100098003	s01053
100098004	飞龙在天	1	0	2	0	2	0	800	900	100	0	1	500028,500052	100098001	s01003
100098005	龙战于野	1	0	2	1	2	0	800	900	200	3	1	500001,500027	100098002	s02010
100098006	飞龙在天	1	0	2	0	2	0	400	500	100	0	1	500028,500052	100098001	s01003
100099001	飞龙在天	1	0	2	0	2	1	1600	1800	200	0	1	500052,500014	100099001	s01003
100099002	龙战于野	1	0	2	1	3	0	1800	2000	400	2	1	500001,500052	100099002	s02010
100099003	亢龙有悔	1	0	2	1	3	0	2000	2200	600	4	1	500000,500015	100099003	s01053
100100001	棒打狗尾	1	0	2	1	2	0	900	1000	100	0	1	500132	100100001	s01014
100100002	恶犬无牙	1	0	2	1	2	0	1000	1200	200	2	1	500008,500009	100100002	s01013
100100003	天下伏狗	0	0	2	0	0	1	1200	1400	400	4	1	500001,500039	100100003	s01012
100101001	棒打狗尾	1	0	2	1	2	0	800	900	100	0	1	0	100101001	s01014
100101002	恶犬无牙	1	0	2	1	2	0	900	1000	200	2	1	500010,500009	100101002	s01013
100101003	天下伏狗	0	0	2	0	0	1	1000	1100	300	4	1	500001,500039	100101003	s01012
100102001	见人伸手	1	0	2	0	1	0	250	320	100	0	1	0	100102001	s01001
100102002	沿门扥钵	1	0	2	0	1	0	300	400	100	2	1	500052	100102002	s01002
100102003	见人伸手	1	0	2	0	1	0	180	250	100	0	1	0	100102001	s01009
100102004	见人伸手	1	0	2	0	1	0	350	680	150	0	1	0	100102001	s01001
100102005	沿门扥钵	1	0	2	0	1	0	500	850	200	2	1	0	100102002	s01002
100103001	莲花落	1	0	2	0	1	0	250	320	100	0	1	0	100103001	s01014
100103002	饭来伸手	1	0	2	1	2	0	300	400	100	2	1	500008	100103002	s01013
100104001	天鬼毒	1	0	2	0	2	0	1000	1200	100	0	1	500006	100104001	s03004
100104002	厄难毒气	1	0	2	0	2	1	600	800	200	3	1	500049,500012	100104002	s03005
100105001	意乱情迷	1	0	2	0	1	0	900	1100	100	0	1	500013	100105001	s02007
100105002	迷魂术	1	0	2	0	2	0	700	900	200	3	1	500013,500002	100105002	s01044
100106001	暴拳	1	0	2	0	1	0	1100	1200	100	0	1	500008	100106001	s01045
100106002	咬杀	1	0	2	0	1	0	1200	1300	200	2	1	500009,500039	100106002	s01050
100107001	毒咬	1	0	2	0	1	0	900	1000	100	0	1	0	100108001	s01008
100107002	荒咬	1	0	2	0	1	0	1000	1200	200	4	1	500008,500004	100108002	s01009
100108001	暴拳	1	0	2	3	1	0	700	800	100	0	1	0	100107001	s01007
100108002	咬杀	1	0	2	0	1	0	800	1000	200	4	1	500009,500001	100107002	s01050
100109001	生死判	1	0	2	1	2	0	1000	1200	100	0	1	500027	100109001	s03002
100109002	生死无常	1	0	2	0	1	0	1200	1400	300	3	1	500008,500001	100109002	s03004
100110001	哭嚎钩	1	0	2	0	3	0	1200	1400	100	0	1	500028	100110001	s03002
100110002	阎王索命	1	0	2	0	1	0	1300	1500	300	3	1	500009,500004	100110002	s03004
100111001	力劈华山	1	0	2	0	1	0	300	400	50	0	1	0	100111001	s01021
100112001	江湖刀法	1	0	2	0	1	0	400	500	100	0	1	0	100112001	s01021
100112002	江湖刀法	1	0	2	0	1	0	250	400	100	0	1	0	100112001	s01021
100113001	江湖锤法	1	0	2	0	1	0	500	600	100	0	1	0	100113001	s01018
100113002	江湖锤法	1	0	2	0	1	0	350	500	100	0	1	0	100113001	s01018
100114001	横扫千军	1	0	2	1	2	0	1000	1200	100	0	1	0	100114001	s01014
100114002	全军破敌	1	0	2	2	2	0	1100	1400	200	2	1	500009	100114002	s01013
100114003	天下太平	0	0	2	0	0	2	1200	1300	300	4	1	500001	100101003	s01012
100115001	鬼袭	1	0	2	1	3	0	2000	2200	400	0	1	500132,500004	100115001	s01031
100115002	丝缠	1	0	2	0	1	1	2200	2400	400	3	1	500010	100115002	s01039
100115003	残殇	0	0	2	0	0	3	2000	2200	800	5	1	500012,500039	100115003	s01052
100116001	牙突	1	0	2	0	1	0	700	900	100	0	1	500003	100116001	s01021
100117001	全军破敌	1	0	2	0	1	0	300	400	100	0	1	0	100117001	s01021
100118001	剑出无影	1	0	2	0	1	0	1300	1500	200	0	1	900102	100118001	s01049
100118002	一剑三影	1	0	2	3	1	0	1300	1500	400	3	1	900102,500132	100118002	s01041
100118003	幻影无形	1	0	2	0	2	0	1300	1500	600	4	1	900102,500039	100118003	s01017
100119001	峰回路转	1	0	2	0	1	0	600	700	100	0	1	500020	100119001	s01020
100119002	两仪转太虚	1	0	2	3	1	0	700	800	200	3	1	500026,500015	100119002	s01024
100120001	飞雁式	1	0	2	0	1	0	500	700	100	0	1	900102	100120001	s01020
100120002	一剑落九雁	1	0	2	0	1	0	700	900	200	2	1	500052,500039	100120002	s01019
100121001	飞雁式	1	0	2	0	1	0	300	350	50	0	1	900102	100120001	s01020
100122001	龙蟠虎踞	1	0	2	0	1	0	700	800	100	0	1	500025	100122001	s01019
100122002	云海翻腾	1	0	2	3	1	0	900	1000	400	3	1	500004,500008	100122002	s01041
100122003	日暮西山	1	0	2	3	1	0	1000	1100	400	4	1	500042,500013	100122002	s01041
100123001	龙蟠虎踞	1	0	2	0	1	0	800	900	100	0	1	500025	100123001	s01019
100123002	云海翻腾	1	0	2	3	1	0	1000	1100	400	3	1	500007,500051	100123002	s01041
100123003	苍松翠柏	1	0	2	3	1	0	1100	1200	400	4	1	500042,500012	100123002	s01041
100124001	鸿飞冥冥	1	0	2	0	1	0	300	350	50	0	1	0	100124001	s01019
100125001	玉女飞织	1	0	2	0	1	0	400	450	100	0	1	0	100125001	s01019
100125002	无双无对	1	0	2	0	1	0	450	500	150	4	1	500013	100125002	s01041
100126001	吞食天地	1	0	2	0	1	0	500	600	150	0	1	500009	100126001	s01056
100126002	龙吞暴	0	0	2	0	0	1	600	700	200	3	1	500004	100126002	s01027
100126003	吞食天地	1	0	2	0	1	0	400	500	100	0	1	500009	100126001	s01056
100126004	吞食天地	1	0	2	0	1	0	800	1000	250	0	1	500009	100126001	s01056
100126005	龙吞暴	0	0	2	0	0	1	1000	1200	400	3	1	500039	100126002	s01027
100127001	牛饮	1	0	2	1	2	0	600	700	100	0	1	0	100127001	s01050
100127002	甩酒壶	1	0	2	3	1	0	700	800	150	2	1	500021	100127002	s02005
100127003	牛饮	1	0	2	1	2	0	500	600	100	0	1	0	100127001	s01050
100127004	牛饮	1	0	2	1	2	0	800	900	200	0	1	500013	100127001	s01050
100127005	甩酒壶	1	0	2	3	1	0	1100	1300	400	2	1	500021,500001	100127002	s02005
100128001	绝户鹰指	1	0	2	0	1	0	500	600	50	0	1	0	100128001	s01030
100128002	鹰之液	1	0	2	1	2	0	600	700	100	2	1	500010	100128002	s02005
100128003	绝户鹰指	1	0	2	0	1	0	500	600	50	0	1	0	100128001	s01030
100128004	绝户鹰指	1	0	2	0	1	0	900	1000	150	0	1	0	100128001	s01030
100128005	鹰之液	1	0	2	1	2	0	600	700	300	2	1	500010,500013	100128002	s02005
100129001	千九掷	1	0	2	0	3	0	300	800	50	0	1	0	100129001	s02004
100129002	灌酘八打	1	0	2	0	3	0	400	900	100	2	1	500027,500051	100129002	s01035
100129003	千九掷	1	0	2	0	3	0	800	900	50	0	1	0	100129001	s02004
100129004	千九掷	1	0	2	0	3	0	900	1400	150	0	1	0	100129001	s02004
100129005	灌酘八打	1	0	2	0	3	0	600	1100	300	2	1	500027,500051	100129002	s01035
100130001	天鬼爪	1	0	2	0	1	0	300	400	50	0	1	0	100130001	s01009
100130002	天鬼爪	1	0	2	0	1	0	400	600	80	0	1	0	100130001	s01008
100130003	天鬼爪	1	0	2	0	1	0	600	800	100	0	1	500004	100130001	s01008
100130004	玄龙印	1	0	2	3	1	0	500	700	300	3	1	500010	100136001	s01001
100130005	厄鬼冲	1	0	2	0	1	0	500	600	150	0	1	500052	100025001	s01007
100130006	鬼影脚	1	0	2	0	2	0	700	900	200	2	1	500053	100025002	s01055
100133001	银月勾魂	1	0	2	0	2	0	300	400	50	0	1	500004	100133001	s01060
100134001	霸秦神功	0	0	2	0	0	3	2000	2200	200	0	1	500000,500042,500051	100134001	s02006
100134002	天王托塔	1	0	2	1	2	1	2200	2400	400	2	1	500001,500051	100134002	s02010
100134003	气所磅礡	1	0	2	0	2	0	2400	2600	600	4	1	500028	100134003	s01002
100135001	撩剑式	1	0	2	1	2	0	1000	1200	200	0	1	500013,500017	100135001	s01042
100135002	乱剑式	1	0	2	0	2	0	1200	1300	400	2	1	500013,500012	100135002	s01052
100135003	七剑诛	1	0	2	1	2	0	1200	1400	600	4	1	500013,500039	100135003	s01063
100136001	玄阴神爪	1	0	2	0	1	0	150	200	30	0	1	0	100136001	s01001
100136002	九阴神爪	1	0	2	3	1	0	1000	1200	100	0	1	500039	100136001	s01001
100139001	象跌势	1	0	2	1	2	0	1000	1200	200	0	1	500028	100139001	s01025
100139002	龙吞势	0	0	2	0	0	1	1200	1400	400	3	1	500000,500008	100139002	s01027
100139003	无上般若歼	1	0	2	0	1	1	1400	1600	600	4	1	500012,500035	100139003	s01058
100140001	梵天锤	1	0	2	0	1	0	500	700	100	0	1	0	100140001	s01018
100140002	摩诃无量	1	0	2	0	1	0	800	1000	250	2	1	500001	100140002	s01044
100140003	怒目金刚	1	0	2	0	1	0	1000	1500	100	0	1	500001,500008	100140001	s01018
100140004	当头棒喝	1	0	2	3	1	0	1200	1600	250	3	1	500015,500027	100140002	s01044
100141001	鲛杀刀	1	0	2	0	2	0	900	1100	100	0	1	0	100141001	s01018
100141002	雾隐扬鲨	1	0	2	0	2	0	1000	1300	200	3	1	500007	100141002	s01040
100141003	水龙雷火弹	1	0	2	0	2	1	1300	1500	400	4	1	500039	100141003	s01023
100142001	鲛杀刀	1	0	2	0	2	0	300	350	50	0	1	0	100142001	s01029
100142002	雾隐扬鲨	1	0	2	0	2	0	400	450	100	3	1	500007	100142002	s01040
100143001	巨啄击	1	0	2	0	1	0	800	1000	150	0	1	500052	100143001	s01030
100143002	金爪夺睛	1	0	2	0	2	0	1000	1200	250	2	1	500007	100143002	s01030
100143003	巨啄连击	1	0	2	3	1	0	1400	1600	400	3	1	500009	100143003	s01030
100143004	巨啄击	1	0	2	0	1	0	800	1000	150	0	1	500052	100143001	s01030
100143005	金爪夺睛	1	0	2	0	2	0	1000	1200	250	2	1	500007	100143001	s01030
100144001	拔刀砍人	1	0	2	0	1	0	400	600	50	0	1	0	100144001	s01021
100145001	翔龙闪	1	0	2	0	3	0	800	900	200	0	1	500013,500028	100145001	s01029
100145002	九龙闪	1	0	2	1	2	1	1500	1600	600	4	1	500039	100145002	s01025
100224001	力劈华山	1	0	2	0	1	0	40	50	20	0	1	0	100224001	s01021
100245001	天外飞龙	1	0	2	3	1	0	1000	1200	200	2	1	500004,500013	100245001	s01053
100245002	飞云腾霞	1	0	2	1	2	0	1300	1600	450	3	1	500013,500052	100245002	s01042
