#iStoreID	sStoreNama	sStroreIconID	iRandom	sRandom	sItemID	sBuyamount	iAddReset	iAddBackpack	iCheckAch	iStoreType
9000002	400112	malltop-00	0	0	100154	50	0	1	0	0
9000002	400112	malltop-00	0	0	100155	50	0	1	0	0
9000002	400112	malltop-00	0	0	100157	50	0	1	0	0
9000002	400112	malltop-00	0	0	100159	50	0	1	0	0
9000002	400112	malltop-00	0	0	100161	50	0	1	0	0
9000002	400112	malltop-00	0	0	100166	50	0	1	0	0
9000002	400112	malltop-00	0	0	100173	50	0	1	0	0
9000002	400112	malltop-00	0	0	100174	50	0	1	0	0
9000002	400112	malltop-00	0	0	100175	50	0	1	0	0
9000002	400112	malltop-00	0	0	100176	50	0	1	0	0
9000002	400112	malltop-00	0	0	100179	50	0	1	0	0
9000002	400112	malltop-00	0	0	100180	50	0	1	0	0
9000002	400112	malltop-00	0	0	100182	50	0	1	0	0
9000002	400112	malltop-00	0	0	100185	50	0	1	0	0
9000002	400112	malltop-00	0	0	100152	50	0	1	0	0
9000002	400112	malltop-00	0	0	100187	50	0	1	0	0
9000002	400112	malltop-00	0	0	100162	50	0	1	0	0
9000002	400112	malltop-00	0	0	100164	50	0	1	0	0
9000002	400112	malltop-00	0	0	100186	50	0	1	0	0
9000002	400112	malltop-00	0	0	100183	50	0	1	0	0
9000002	400112	malltop-00	0	0	300009	2	0	1	0	0
9000003	400112	malltop-00	0	0	100051	9999	0	1	0	0
9000003	400112	malltop-00	0	0	100057	1	0	1	0	0
9000003	400112	malltop-00	0	0	100105	999	0	1	0	0
9000003	400112	malltop-00	0	0	100106	400	0	1	0	0
9000003	400112	malltop-00	0	0	100104	1	0	1	0	0
9000003	400112	malltop-00	0	0	100101	999	0	1	0	0
9000003	400112	malltop-00	0	0	100107	999	0	1	0	0
9000003	400112	malltop-00	0	0	600002	10	0	1	0	0
9000003	400112	malltop-00	0	0	600003	5	0	1	0	0
9000003	400112	malltop-00	0	0	600011	20	0	1	0	0
9000003	400112	malltop-00	0	0	600021	1	0	1	0	0
9000003	400112	malltop-00	0	0	600112	1	0	1	0	0
9000003	400112	malltop-00	0	0	600305	1	0	1	0	0
9000003	400112	malltop-00	0	0	600401	10	0	1	0	0
9000003	400112	malltop-00	0	0	600504	1	0	1	0	0
9000003	400112	malltop-00	0	0	670004	5	0	1	0	0
9000003	400112	malltop-00	0	0	100001	180	0	1	0	0
9000003	400112	malltop-00	0	0	100002	150	0	1	0	0
9000003	400112	malltop-00	0	0	100003	120	0	1	0	0
9000003	400112	malltop-00	0	0	100004	90	0	1	0	0
9000003	400112	malltop-00	0	0	100005	60	0	1	0	0
9000003	400112	malltop-00	0	0	100006	30	0	1	0	0
9000003	400112	malltop-00	0	0	100007	5	0	1	0	0
9000003	400112	malltop-00	0	0	100008	5	0	1	0	0
9000003	400112	malltop-00	0	0	100009	5	0	1	0	0
9000003	400112	malltop-00	0	0	100160	50	0	1	0	0
9000003	400112	malltop-00	0	0	100177	50	0	1	0	0
9000003	400112	malltop-00	0	0	100178	50	0	1	0	0
9000003	400112	malltop-00	0	0	100181	50	0	1	0	0
9000003	400112	malltop-00	0	0	100182	50	0	1	0	0
9000003	400112	malltop-00	0	0	100168	50	0	1	0	0
9000003	400112	malltop-00	0	0	100167	50	0	1	0	0
9000003	400112	malltop-00	0	0	100185	50	0	1	0	0
9000003	400112	malltop-00	0	0	100169	50	0	1	0	0
9000003	400112	malltop-00	0	0	100162	50	0	1	0	0
9000003	400112	malltop-00	0	0	100164	50	0	1	0	0
9000003	400112	malltop-00	0	0	100186	50	0	1	0	0
9000003	400112	malltop-00	0	0	100170	50	0	1	0	0
9000003	400112	malltop-00	0	0	100172	50	0	1	0	0
9000003	400112	malltop-00	0	0	100183	50	0	1	0	0
9000003	400112	malltop-00	0	0	100163	50	0	1	0	0
9000003	400112	malltop-00	0	0	100158	50	0	1	0	0
9000003	400112	malltop-00	0	0	100152	50	0	1	0	0
9000003	400112	malltop-00	0	0	100187	50	0	1	0	0
9000003	400112	malltop-00	0	0	100156	50	0	1	0	0
9000003	400112	malltop-00	0	0	100171	50	0	1	0	0
9000003	400112	malltop-00	0	0	100165	50	0	1	0	0
9000003	400112	malltop-00	0	0	300009	2	0	1	0	0
9000004	400112	malltop-00	0	0	100051	9999	0	1	0	0
9000004	400112	malltop-00	0	0	100058	1	0	1	0	0
9000004	400112	malltop-00	0	0	100105	999	0	1	0	0
9000004	400112	malltop-00	0	0	100106	400	0	1	0	0
9000004	400112	malltop-00	0	0	100104	1	0	1	0	0
9000004	400112	malltop-00	0	0	100101	999	0	1	0	0
9000004	400112	malltop-00	0	0	100107	999	0	1	0	0
9000004	400112	malltop-00	0	0	600002	5	0	1	0	0
9000004	400112	malltop-00	0	0	600003	10	0	1	0	0
9000004	400112	malltop-00	0	0	600011	20	0	1	0	0
9000004	400112	malltop-00	0	0	600023	1	0	1	0	0
9000004	400112	malltop-00	0	0	600114	1	0	1	0	0
9000004	400112	malltop-00	0	0	600308	1	0	1	0	0
9000004	400112	malltop-00	0	0	600402	1	0	1	0	0
9000004	400112	malltop-00	0	0	600502	1	0	1	0	0
9000004	400112	malltop-00	0	0	670003	1	0	1	0	0
9000004	400112	malltop-00	0	0	100001	180	0	1	0	0
9000004	400112	malltop-00	0	0	100002	150	0	1	0	0
9000004	400112	malltop-00	0	0	100003	120	0	1	0	0
9000004	400112	malltop-00	0	0	100004	90	0	1	0	0
9000004	400112	malltop-00	0	0	100005	60	0	1	0	0
9000004	400112	malltop-00	0	0	100006	30	0	1	0	0
9000004	400112	malltop-00	0	0	100007	5	0	1	0	0
9000004	400112	malltop-00	0	0	100008	5	0	1	0	0
9000004	400112	malltop-00	0	0	100009	5	0	1	0	0
9000004	400112	malltop-00	0	0	100151	50	0	1	0	0
9000004	400112	malltop-00	0	0	100153	50	0	1	0	0
9000004	400112	malltop-00	0	0	100154	50	0	1	0	0
9000004	400112	malltop-00	0	0	100155	50	0	1	0	0
9000004	400112	malltop-00	0	0	100159	50	0	1	0	0
9000004	400112	malltop-00	0	0	100161	50	0	1	0	0
9000004	400112	malltop-00	0	0	100166	50	0	1	0	0
9000004	400112	malltop-00	0	0	100173	50	0	1	0	0
9000004	400112	malltop-00	0	0	100174	50	0	1	0	0
9000004	400112	malltop-00	0	0	100175	50	0	1	0	0
9000004	400112	malltop-00	0	0	100176	50	0	1	0	0
9000004	400112	malltop-00	0	0	100179	50	0	1	0	0
9000004	400112	malltop-00	0	0	100180	50	0	1	0	0
9000004	400112	malltop-00	0	0	100184	50	0	1	0	0
9000004	400112	malltop-00	0	0	100182	50	0	1	0	0
9000004	400112	malltop-00	0	0	100185	50	0	1	0	0
9000004	400112	malltop-00	0	0	100152	50	0	1	0	0
9000004	400112	malltop-00	0	0	100187	50	0	1	0	0
9000004	400112	malltop-00	0	0	100162	50	0	1	0	0
9000004	400112	malltop-00	0	0	100164	50	0	1	0	0
9000004	400112	malltop-00	0	0	100186	50	0	1	0	0
9000004	400112	malltop-00	0	0	100183	50	0	1	0	0
9000004	400112	malltop-00	0	0	300009	2	0	1	0	0
9000005	400112	malltop-00	0	0	100056	1	0	1	0	0
9000005	400112	malltop-00	0	0	100314	5	0	1	0	0
9000005	400112	malltop-00	0	0	100318	5	0	1	0	0
9000005	400112	malltop-00	0	0	100369	5	0	1	0	0
9000005	400112	malltop-00	0	0	100359	5	0	1	0	0
9000005	400112	malltop-00	0	0	100366	5	0	1	0	0
9000005	400112	malltop-00	0	0	100371	5	0	1	0	0
9000005	400112	malltop-00	0	0	100301	5	0	1	0	0
9000005	400112	malltop-00	0	0	100601	5	0	1	0	0
9000005	400112	malltop-00	0	0	232001	5	0	1	0	0
9000005	400112	malltop-00	0	0	231002	5	0	1	0	0
9000005	400112	malltop-00	0	0	230001	5	0	1	0	0
9000005	400112	malltop-00	0	0	220503	5	0	1	0	0
9000005	400112	malltop-00	0	0	220504	5	0	1	0	0
9000005	400112	malltop-00	0	0	220404	1	0	1	0	0
9000005	400112	malltop-00	0	0	910061	1	0	1	0	0
9000005	400112	malltop-00	0	0	930002	10	0	1	0	0
9000005	400112	malltop-00	0	0	990016	1	0	1	0	0
9000006	400112	malltop-00	0	0	100058	1	0	1	0	0
9000006	400112	malltop-00	0	0	100314	5	0	1	0	0
9000006	400112	malltop-00	0	0	100318	5	0	1	0	0
9000006	400112	malltop-00	0	0	100369	5	0	1	0	0
9000006	400112	malltop-00	0	0	100359	5	0	1	0	0
9000006	400112	malltop-00	0	0	100366	5	0	1	0	0
9000006	400112	malltop-00	0	0	100371	5	0	1	0	0
9000006	400112	malltop-00	0	0	100301	5	0	1	0	0
9000006	400112	malltop-00	0	0	100601	5	0	1	0	0
9000006	400112	malltop-00	0	0	232002	5	0	1	0	0
9000006	400112	malltop-00	0	0	231002	5	0	1	0	0
9000006	400112	malltop-00	0	0	230001	5	0	1	0	0
9000006	400112	malltop-00	0	0	220503	5	0	1	0	0
9000006	400112	malltop-00	0	0	220504	5	0	1	0	0
9000006	400112	malltop-00	0	0	220405	1	0	1	0	0
9000006	400112	malltop-00	0	0	910062	1	0	1	0	0
9000006	400112	malltop-00	0	0	930002	10	0	1	0	0
9000006	400112	malltop-00	0	0	990017	1	0	1	0	0
9000007	400112	malltop-00	0	0	100059	1	0	1	0	0
9000007	400112	malltop-00	0	0	100314	5	0	1	0	0
9000007	400112	malltop-00	0	0	100318	5	0	1	0	0
9000007	400112	malltop-00	0	0	100369	5	0	1	0	0
9000007	400112	malltop-00	0	0	100359	5	0	1	0	0
9000007	400112	malltop-00	0	0	100366	5	0	1	0	0
9000007	400112	malltop-00	0	0	100371	5	0	1	0	0
9000007	400112	malltop-00	0	0	100301	5	0	1	0	0
9000007	400112	malltop-00	0	0	100601	5	0	1	0	0
9000007	400112	malltop-00	0	0	232003	5	0	1	0	0
9000007	400112	malltop-00	0	0	231002	5	0	1	0	0
9000007	400112	malltop-00	0	0	230001	5	0	1	0	0
9000007	400112	malltop-00	0	0	220503	5	0	1	0	0
9000007	400112	malltop-00	0	0	220504	5	0	1	0	0
9000007	400112	malltop-00	0	0	220406	1	0	1	0	0
9000007	400112	malltop-00	0	0	910063	1	0	1	0	0
9000007	400112	malltop-00	0	0	930002	10	0	1	0	0
9000007	400112	malltop-00	0	0	990013	1	0	1	0	0
9000007	400112	malltop-00	0	0	990018	1	0	1	0	0
9000008	400112	malltop-00	0	0	920017	1	0	1	0	0
9000009	400112	malltop-00	0	0	300016	1	0	1	0	0
9000010	400112	malltop-00	0	0	920016	1	0	1	0	0
9340001	400113	malltop-01	0	0	300002	3	0	1	0	0
9340001	400113	malltop-01	0	0	300006	5	0	1	0	0
9340001	400113	malltop-01	0	0	300008	2	0	1	0	0
9340001	400113	malltop-01	0	0	310006	1	0	1	0	0
9340001	400113	malltop-01	0	0	300013	1	0	1	0	0
