#iItemID	sItemName	iItemKint	iTtemType	sIcon	sTip	iItemBuy	iItemSell	iItemStack	iMixStack	iItemUse	iUseTime	iAddType	iRecover1	iArg1	iValue1	iString	iRecover2	iArg2	iValue2	iString	iRecover3	iArg3	iValue3	iString	iString	iLocking	iAmsType	sNpcLike	sUseLimit	tip	sell
100417	担担面	2	0	i00099	[5E0B08]【右键点击使用】[-]<br>其面条细滑，口味油香麻辣，相当适口。食用可增加气血最大值2点。	45 	40 	0	999	1	1	0	1	5	2	200097	0	0	0	0	0	0	0	0	0	0	0	(100015,20)*(100016,20)*(100017,20)*(100019,20)*(100021,30)*(100026,20)*(100027,20)*(100028,20)*(100029,20)*(100030,20)*(100031,20)*(100033,20)*(100035,20)*(100036,20)*(100037,20)*(100043,20)*(100054,20)*(100055,20)*(100056,20)*(100057,20)*(100058,20)*(100059,20)*(100060,20)*(100065,30)*(100066,30)*(100072,20)*(100075,20)*(100078,20)*(100081,20)*(100082,20)*(100085,20)*(100089,20)*(100091,20)*(100092,20)*(100094,20)*(100096,20)*(100098,30)*(100134,20)*(100135,20)*(100297,20)*(100299,20)*(100008,20)*(100419,20)*(990031,10)*(100033,20)	0	0	0
100418	鸳鸯五珍烩	2	0	i00098	[5E0B08]【右键点击使用】[-]<br>小师妹特制的爱心料理。食用可增加气血最大值300点，内力最大值300点。	0 	500 	0	999	1	1	0	1	6	300	200098	1	5	300	200097	0	0	0	0	0	0	0	(100015,100)*(100016,100)*(100017,100)*(100019,100)*(100021,-80)*(100026,100)*(100027,100)*(100028,100)*(100029,100)*(100030,100)*(100031,100)*(100033,100)*(100035,100)*(100036,100)*(100037,100)*(100043,100)*(100054,100)*(100055,100)*(100056,100)*(100057,100)*(100058,100)*(100059,100)*(100060,100)*(100065,100)*(100066,100)*(100072,100)*(100075,100)*(100078,100)*(100081,100)*(100082,100)*(100085,100)*(100089,100)*(100091,100)*(100092,100)*(100094,100)*(100096,100)*(100098,100)*(100134,100)*(100135,100)*(100297,100)*(100299,100)*(100008,100)*(100419,100)*(990031,100)*(100033,100)	0	0	0
100501	蜂蜜	3	0	i00138	调味料的一种。	20 	11 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100601	蜜饯	3	0	i00139	是腌渍零嘴的一种。	300 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100015,10)*(100016,10)*(100017,10)*(100019,10)*(100021,10)*(100026,10)*(100027,10)*(100028,10)*(100029,10)*(100030,10)*(100031,10)*(100033,10)*(100035,10)*(100036,10)*(100037,10)*(100043,10)*(100054,10)*(100055,10)*(100056,10)*(100057,10)*(100058,10)*(100059,10)*(100060,20)*(100065,10)*(100066,10)*(100072,10)*(100075,10)*(100078,10)*(100081,10)*(100082,10)*(100085,10)*(100089,10)*(100091,10)*(100092,10)*(100094,10)*(100096,10)*(100098,10)*(100134,10)*(100135,10)*(100297,10)*(100299,10)*(100008,10)*(100419,10)*(990031,10)*(100033,10)	0	0	0
100602	芒果干	3	0	i00140	是腌渍零嘴的一种。	300 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100015,10)*(100016,10)*(100017,10)*(100019,10)*(100021,10)*(100026,10)*(100027,10)*(100028,10)*(100029,10)*(100030,10)*(100031,10)*(100033,10)*(100035,10)*(100036,10)*(100037,10)*(100043,10)*(100054,10)*(100055,10)*(100056,10)*(100057,10)*(100058,10)*(100059,10)*(100060,20)*(100065,10)*(100066,10)*(100072,10)*(100075,10)*(100078,10)*(100081,10)*(100082,10)*(100085,10)*(100089,10)*(100091,10)*(100092,10)*(100094,10)*(100096,10)*(100098,10)*(100134,10)*(100135,10)*(100297,10)*(100299,10)*(100008,10)*(100419,10)*(990031,10)*(100033,10)	0	0	0
100603	乌梅	3	0	i00141	是腌渍零嘴的一种。	300 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100015,10)*(100016,10)*(100017,10)*(100019,10)*(100021,10)*(100026,10)*(100027,10)*(100028,10)*(100029,10)*(100030,10)*(100031,10)*(100033,10)*(100035,10)*(100036,10)*(100037,10)*(100043,10)*(100054,10)*(100055,10)*(100056,10)*(100057,10)*(100058,10)*(100059,10)*(100060,20)*(100065,10)*(100066,10)*(100072,10)*(100075,10)*(100078,10)*(100081,10)*(100082,10)*(100085,10)*(100089,10)*(100091,10)*(100092,10)*(100094,10)*(100096,10)*(100098,10)*(100134,10)*(100135,10)*(100297,10)*(100299,10)*(100008,10)*(100419,10)*(990031,10)*(100033,10)	0	0	0
100604	木瓜干	3	0	i00142	是腌渍零嘴的一种。	300 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100015,10)*(100016,10)*(100017,10)*(100019,10)*(100021,10)*(100026,10)*(100027,10)*(100028,10)*(100029,10)*(100030,10)*(100031,10)*(100033,10)*(100035,10)*(100036,10)*(100037,10)*(100043,10)*(100054,10)*(100055,10)*(100056,10)*(100057,10)*(100058,10)*(100059,10)*(100060,20)*(100065,10)*(100066,10)*(100072,10)*(100075,10)*(100078,10)*(100081,10)*(100082,10)*(100085,10)*(100089,10)*(100091,10)*(100092,10)*(100094,10)*(100096,10)*(100098,10)*(100134,10)*(100135,10)*(100297,10)*(100299,10)*(100008,10)*(100419,10)*(990031,10)*(100033,10)	0	0	0
100605	番石榴干	3	0	i00143	是腌渍零嘴的一种。	300 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100015,10)*(100016,10)*(100017,10)*(100019,10)*(100021,10)*(100026,10)*(100027,10)*(100028,10)*(100029,10)*(100030,10)*(100031,10)*(100033,10)*(100035,10)*(100036,10)*(100037,10)*(100043,10)*(100054,10)*(100055,10)*(100056,10)*(100057,10)*(100058,10)*(100059,10)*(100060,20)*(100065,10)*(100066,10)*(100072,10)*(100075,10)*(100078,10)*(100081,10)*(100082,10)*(100085,10)*(100089,10)*(100091,10)*(100092,10)*(100094,10)*(100096,10)*(100098,10)*(100134,10)*(100135,10)*(100297,10)*(100299,10)*(100008,10)*(100419,10)*(990031,10)*(100033,10)	0	0	0
100606	香蕉干	3	0	i00144	是腌渍零嘴的一种。	300 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100015,10)*(100016,10)*(100017,10)*(100019,10)*(100021,10)*(100026,10)*(100027,10)*(100028,10)*(100029,10)*(100030,10)*(100031,10)*(100033,10)*(100035,10)*(100036,10)*(100037,10)*(100043,10)*(100054,10)*(100055,10)*(100056,10)*(100057,10)*(100058,10)*(100059,10)*(100060,20)*(100065,10)*(100066,10)*(100072,10)*(100075,10)*(100078,10)*(100081,10)*(100082,10)*(100085,10)*(100089,10)*(100091,10)*(100092,10)*(100094,10)*(100096,10)*(100098,10)*(100134,10)*(100135,10)*(100297,10)*(100299,10)*(100008,10)*(100419,10)*(990031,10)*(100033,10)	0	0	0
100607	酸梅	3	0	i00145	是腌渍零嘴的一种。	300 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100015,10)*(100016,10)*(100017,10)*(100019,10)*(100021,10)*(100026,10)*(100027,10)*(100028,10)*(100029,10)*(100030,10)*(100031,10)*(100033,10)*(100035,10)*(100036,10)*(100037,10)*(100043,10)*(100054,10)*(100055,10)*(100056,10)*(100057,10)*(100058,10)*(100059,10)*(100060,20)*(100065,10)*(100066,10)*(100072,10)*(100075,10)*(100078,10)*(100081,10)*(100082,10)*(100085,10)*(100089,10)*(100091,10)*(100092,10)*(100094,10)*(100096,10)*(100098,10)*(100134,10)*(100135,10)*(100297,10)*(100299,10)*(100008,10)*(100419,10)*(990031,10)*(100033,10)	0	0	0
100608	橄榄	3	0	i00146	是腌渍零嘴的一种。	300 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100015,10)*(100016,10)*(100017,10)*(100019,10)*(100021,10)*(100026,10)*(100027,10)*(100028,10)*(100029,10)*(100030,10)*(100031,10)*(100033,10)*(100035,10)*(100036,10)*(100037,10)*(100043,10)*(100054,10)*(100055,10)*(100056,10)*(100057,10)*(100058,10)*(100059,10)*(100060,20)*(100065,10)*(100066,10)*(100072,10)*(100075,10)*(100078,10)*(100081,10)*(100082,10)*(100085,10)*(100089,10)*(100091,10)*(100092,10)*(100094,10)*(100096,10)*(100098,10)*(100134,10)*(100135,10)*(100297,10)*(100299,10)*(100008,10)*(100419,10)*(990031,10)*(100033,10)	0	0	0
100701	蜘蛛	5	0	i00147	是毒物的一种。	15 	8 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100702	蜈蚣	5	0	i00148	是毒物的一种。	15 	8 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100703	蝎子	5	0	i00149	是毒物的一种。	15 	8 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100704	蛇	5	0	i00150	是毒物的一种。	15 	8 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100705	蟾蜍	5	0	i00151	是毒物的一种。	15 	8 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100706	残酸蜘蛛	5	0	i00152	毒物的一种，毒性极强。	30 	17 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100707	化血蜈蚣	5	0	i00153	毒物的一种，毒性极强。	60 	33 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100708	冰晶蝎	5	0	i00154	毒物的一种，毒性极强。	120 	67 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100709	蚀骨蟒	5	0	i00155	毒物的一种，毒性极强。	240 	133 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100710	紫金蟾蜍	5	0	i00156	毒物的一种，毒性极强。	480 	267 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100033,30)	0	0	0
200001	桃花庵歌扇	3	0	i00159	为唐伯虎亲自绘制的桃花庵歌扇，上面题有桃花庵诗全文。	100 	500 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100035,30)*(100082,20)*(100135,20)	0	0	0
200002	兰亭序	3	0	i00160	王羲之最负盛名的行书字帖。是其和友人在兰亭相会，文兴大发而写出的作品。	10000 	9600 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11402	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200003	快雪时晴帖	3	0	i00161	书法大家王羲之的作品	10000 	7800 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11403	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200004	远宦帖	3	0	i00162	王羲之的草书字帖，非常有名。	10000 	8200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11404	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200005	伯远帖	3	0	i00163	东晋王珣行书，如升初日，如清风，如云如霞，如烟，如幽林曲洞。	10000 	7600 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11405	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200006	祭侄文稿	3	0	i00164	唐代书法家颜真卿所拟追祭从侄季明文之稿本。此作乃天下行书第二。余家法书第一。	10000 	8600 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11406	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200007	自叙帖	3	0	i00165	唐朝怀素草书之巅，其奔逸中有清秀之神，狂放中有淳穆之气，笔法瘦劲，飞动自然，叹为观止	10000 	9600 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11407	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200008	寒食帖	3	0	i00166	宋朝苏轼行书之经典作，用墨丰腴，笔画舒展。	10000 	9200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11408	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200009	松风阁诗	3	0	i00167	宋朝黄庭坚七言诗作并行书，是其晚年对朋友怀念之作品。	10000 	7800 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11409	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200010	蜀素帖	3	0	i00168	宋朝米芾的行书经典作，变化之奇特，非他人可比。	10000 	9600 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11410	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200011	九成宫醴泉铭	3	0	i00169	欧阳询承袭二王笔法而作，此帖又比二王多了更强的方正之气。	10000 	5800 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11411	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200012	兰亭序摹本	3	0	i00170	王羲之著名的行书字帖拓本。	2000 	1200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11412	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200013	肚痛帖	3	0	i00171	唐朝张旭作品。据说此帖是在张旭肚痛时挥毫而成，为其得意之作。	10000 	8000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11413	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200014	倪宽传赞	3	0	i00172	楷书，是褚遂良晚年所作，后世评论此作温文尔雅，高风亮节，就如高人隐士一般。	10000 	6800 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11414	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200015	洛神赋	3	0	i00173	王献之真迹，其为王羲之的七个儿子之一。曹植的洛神赋他们父子均书写过，此篇为小楷。	10000 	10000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11415	0	(100017,40)*(100030,40)*(100037,40)*(100078,40)*(100089,40)	0	0	0
200201	四十二章经	4	0	i00174	著名佛经。	100 	100 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200202	金刚经	4	0	i00175	[5E0B08]【右键点击使用】[-]<br>著名佛经，阅读可增加悟性。	500 	500 	0	0	1	1	0	1	4	4	200015	0	0	0	0	0	0	0	0	0	0	0	(100043,20)*(100075,40)	0	0	0
200203	般若心经	4	0	i00176	[5E0B08]【右键点击使用】[-]<br>著名佛经，阅读可增加悟性。	100 	350 	0	0	1	1	0	1	4	4	200015	0	0	0	0	0	0	0	0	0	200203	0	(100043,20)*(100075,40)	0	0	0
200204	法华经	4	0	i00177	[5E0B08]【右键点击使用】[-]<br>著名佛经，阅读可增加悟性。	500 	500 	0	0	1	1	0	1	4	4	200015	0	0	0	0	0	0	0	0	0	0	0	(100043,20)*(100075,40)	0	0	0
200205	维摩诘经	4	0	i00178	[5E0B08]【右键点击使用】[-]<br>著名佛经，阅读可增加悟性。	500 	500 	0	0	1	1	0	1	4	4	200015	0	0	0	0	0	0	0	0	0	0	0	(100043,20)*(100075,40)	0	0	0
200206	水浒传	4	0	i00179	[5E0B08]【右键点击使用】[-]<br>著名小说，阅读可增加悟性。	100 	650 	0	0	1	1	0	1	4	2	200015	0	0	0	0	0	0	0	0	0	200206	0	(100098,40)*(990031,30)	0	0	0
200207	楞伽经	4	0	i00180	[5E0B08]【右键点击使用】[-]<br>著名佛经，阅读可增加悟性。	100 	500 	0	0	1	1	0	1	4	4	200015	0	0	0	0	0	0	0	0	0	0	0	(100043,20)*(100075,40)	0	0	0
200208	西游记	4	0	i00181	[5E0B08]【右键点击使用】[-]<br>著名小说，阅读可增加悟性。	100 	700 	0	0	1	1	0	1	4	2	200015	0	0	0	0	0	0	0	0	0	200208	0	(100098,40)*(990031,30)	0	0	0
200209	三国演义	4	0	i00182	[5E0B08]【右键点击使用】[-]<br>著名小说，阅读可增加悟性。	100 	100 	0	0	1	1	0	1	4	4	200015	0	0	0	0	0	0	0	0	0	200209	0	(100098,40)*(990031,30)	0	0	0
200301	玉虎	3	0	i00183	战国玉制六器之一。	3000 	3000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200302	三彩武士俑	3	0	i00184	出自唐代，虽然为俑，但不屈的气质在它身上表现的生龙活虎。	5800 	5800 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200303	名贵发簪	3	0	i00185	名贵发簪。	1000 	1000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100021,30)*(100035,30)*(100055,30)*(100056,30)*(100057,30)*(100058,30)*(100060,30)*(100061,30)*(100062,30)*(100082,30)*(990031,10)	0	0	0
200304	牛眼杯	3	0	i00186	古云：春宜牛眼杯，夏宜粟子杯，秋宜荷叶杯，冬宜吊种杯。	4000 	4000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100015,30)*(100017,30)*(100036,30)*(100056,30)*(100085,30)*(100314,30)*(100134,30)*(990031,10)	0	0	0
200305	古瓷杯	3	0	i00187	珍贵酒具。	1500 	1500 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100026,30)*(100091,30)*(100092,30)*(100135,30)*(990031,10)	0	0	0
200306	韘形玉佩	3	0	i00188	西汉时期的玉雕，两边加雕云纹分毫不差，精美至极。	2500 	2500 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200307	青釉羊首壶	3	0	i00189	东晋时期作品，与其他壶不同的是，此壶流口以圆雕羊首形为主，这在其他壶上并不常见，而更为出色的就是羊首上的羊眼，双目神灵活现。	6000 	6000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,40)*(100065,40)*(100066,40)*(100072,40)*(100096,40)*(990031,10)	0	0	0
200308	亚丑方簋	3	0	i00190	簋是用来制盛食物的容器，也是重要的礼器，在祭祀和宴飨时，它和鼎配合使用。	4000 	4000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200309	粟子杯	3	0	i00191	古云：春宜牛眼杯，夏宜粟子杯，秋宜荷叶杯，冬宜吊种杯。	2000 	2000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100015,30)*(100017,30)*(100036,30)*(100056,30)*(100085,30)*(100314,30)*(100134,30)*(990031,10)	0	0	0
200310	古瓷杯	3	0	i00187	珍贵酒具。	2000 	2000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100026,30)*(100091,30)*(100092,30)*(100135,30)*(990031,10)	0	0	0
200311	玉辟邪	3	0	i00193	辟邪，汉代之物，形式雄狮，生双翼，神威莫测，能驱邪御鬼。	32000 	32000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200312	青釉辟邪	3	0	i00194	西晋时期所制，在越窑瓷器中，质量上佳，施釉至下腹,控釉技术高,釉色明净。	8000 	8000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,40)*(100065,40)*(100066,40)*(100072,40)*(100096,40)*(990031,10)	0	0	0
200313	散氏盘	3	0	i00195	造形似散氏盘，西周晚期的简洁特色在纹饰上表现得淋漓尽致，而最出色属其上铭文。	4200 	4200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200314	荷叶杯	3	0	i00196	古云：春宜牛眼杯，夏宜粟子杯，秋宜荷叶杯，冬宜吊种杯。	2000 	2000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100015,30)*(100017,30)*(100036,30)*(100056,30)*(100085,30)*(100314,30)*(100134,30)*(990031,10)	0	0	0
200315	精致罗汉雕像	3	0	i00197	木刻佛像。	7000 	7000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,35)*(100065,35)*(100066,35)*(100072,35)*(100096,35)*(100043,40)*(990031,10)	0	0	0
200316	玉鸟纹佩	3	0	i00199	玉向来都是王权，君子，品德的美好象征，往往在玉上雕刻图腾花纹，此玉表示为商朝对象。	6000 	6000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,35)*(100065,35)*(100066,35)*(100072,35)*(100096,35)*(990031,10)	0	0	0
200317	颂壶	3	0	i00198	壶为盛酒之器。青铜礼器的壶从商至春秋战国，一脉沿续，制作未曾中断。颂壶因作器者名「颂」而得名。	4000 	4000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100026,30)*(100091,30)*(100092,30)*(100135,30)*(990031,10)	0	0	0
200318	吊种杯	3	0	i00200	古云：春宜牛眼杯，夏宜粟子杯，秋宜荷叶杯，冬宜吊种杯。	2400 	2400 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100015,30)*(100017,30)*(100036,30)*(100056,30)*(100085,30)*(100314,30)*(100134,30)*(990031,10)	0	0	0
200319	禅地玉册	3	0	i00201	主要材料为汉白玉，贴有金箔，并刻有文字。	8000 	8000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,40)*(100065,40)*(100066,40)*(100072,40)*(100096,40)*(990031,10)	0	0	0
200320	青铜龙首神兽	3	0	i00202	楚国贵族府邸之物，虽为器座，毫不逊色于器物， 前有龙首装饰，标志着所用之人不寻常的身份。	9500 	9500 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,50)*(100065,50)*(100066,50)*(100072,50)*(100096,50)*(990031,10)	0	0	0
200321	蟠龙纹盘	3	0	i00203	盘外面上层饰夔纹，上有如棱脊的平面纹饰；圈足上饰俯首夔纹，下有如棱脊的平面纹饰。	4000 	4000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200322	琉璃杯	3	0	i00204	珍贵酒具。	3200 	3200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100026,30)*(100091,30)*(100092,30)*(100135,30)*(990031,10)	0	0	0
200323	释迦牟尼画像	3	0	i00205	佛祖画像。	2000 	1200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100075,30)*(990031,10)	0	0	0
200324	金栈	3	0	i00206	先秦时期楚惠王祭祀曾侯所用之物，造型上朴素大方，在当时能将它制作出来的人必拥有一双天赐之手。	6600 	6600 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200326	羊脂白玉碗	3	0	i00207	珍贵酒具。	5200 	5200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100026,30)*(100091,30)*(100092,30)*(100135,30)*(990031,10)	0	0	0
200327	玉鱼龙	3	0	i00208	鱼身龙头，简称鱼龙，这四鱼龙为圣洁的象征，据传闻，鱼龙在佛教中被寓意为是得道者的化身。	4800 	4800 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200328	鹰形金冠饰	1	3	i00209	[5E0B08]【右键点击装备】[-]<br>攻击：200<br>。战国时期作品，黄金所铸，冠以鹰为形，三条带饰如羽翼般依附左右。	6700 	6700 	1	0	1	1	2	13	0	200	0	0	0	0	0	0	0	0	0	200094	0	0	0	0	攻击：200	0
200329	百花全集	3	0	i00210	有关花卉的所有相关资料都在本书中有所记录。	2000 	2000 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200331	漆衣陶钵	3	0	i00212	唐高僧神会遗物，视之，虽如黑漆，却如流水过石，光滑剔透，透其本质，以陶为胎，不凡工艺。	7200 	3600 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200332	犀角杯	3	0	i00213	犀角有解毒药能，以其制成之杯稀少而贵重，为唐代所制。	3200 	3200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100026,30)*(100091,30)*(100092,30)*(100135,30)*(990031,10)	0	0	0
200333	龙泉青釉壶	3	0	i00214	宋朝制作的茶壶，形似柿子，圆滑饱满。	3600 	3600 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200334	夜光杯	3	0	i00215	珍贵酒具，唐诗有谓葡萄美酒夜光杯，此杯最适饮葡萄酒。。	4200 	4200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100026,30)*(100091,30)*(100092,30)*(100135,30)*(990031,10)	0	0	0
200335	影青蟠龙枕	3	0	i00216	影青瓷里的佼佼者，以精湛的手法表现了蟠龙之间的追逐嬉戏，而如意又在上，不仅表现了惊鸿气势，又有吉祥如意的美好向往。	5500 	5500 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(990031,10)	0	0	0
200336	纯金明王像	3	0	i00217	此明王像用纯金所制而成，可以驱散灾厄，妖邪莫敢近身。	12000 	5200 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(100059,30)*(100065,30)*(100066,30)*(100072,30)*(100096,30)*(100075,30)*(990031,10)	0	0	0
