#iID	iType	iCondition	iArg1	iArg2	iDevelopType	iArg3	sImage	sBackground	sMusic	sEndAdd	iPhy	iSaveQuestID
8200027	0	0	0	0	0	8200027	0	060423HIP	10153	0	0	0
8200028	0	0	0	0	0	8200028	0	060423HIP	10153	0	0	0
8200029	0	0	0	0	0	8200029	0	060423HIP	10153	0	0	0
8200030	0	0	0	0	0	8200030	0	060423HIP	10153	0	0	0
8200031	0	0	0	0	3	200033	0	060423HIP	10153	0	0	0
8200032	0	0	0	0	0	8200032	0	060423HIP	10153	0	0	0
8200033	0	0	0	0	0	8200033	0	060423HIP	10153	0	0	0
8200041	0	0	0	0	0	8200041	DevelopBtn_50	060422HIP	10153	0	0	0
8012031	0	0	0	0	0	8012031	DevelopBtn_52	060405HIP	10153	0	0	0
8017001	0	0	0	0	0	8017001	DevelopBtn_48	060423HIP	10153	0	0	0
8017003	0	0	0	0	0	8017003	0	060423HIP	10153	8017004	0	0
8017004	0	0	0	0	3	200021	0	060423HIP	10153	0	0	0
8017005	0	0	0	0	0	8017005	0	060423HIP	10153	0	0	0
8017006	0	0	0	0	0	8017006	0	060423HIP	10153	0	0	0
8017011	0	0	0	0	0	8017011	DevelopBtn_48	060423HIP	10153	0	0	0
8017013	0	0	0	0	0	8017013	0	060423HIP	10153	8017014	0	0
8017014	0	0	0	0	3	200022	0	060423HIP	10153	0	0	0
8017015	0	0	0	0	0	8017015	0	060423HIP	10153	0	0	0
8017016	0	0	0	0	0	8017016	0	060423HIP	10153	0	0	0
8017021	0	0	0	0	0	8017021	DevelopBtn_50	060422HIP	10153	0	0	0
8017022	0	6	6	60	5	8017023	0	060422HIP	10153	8017024	0	0
8017023	0	0	0	0	0	8017023	0	060422HIP	10153	0	0	0
8017024	0	0	0	0	0	8017024	0	060422HIP	10153	0	0	0
8017031	0	0	0	0	0	8017031	DevelopBtn_50	060422HIP	10153	0	0	0
8017032	0	0	0	0	0	8017033	0	060422HIP	10153	8017034	0	0
8017033	0	0	0	0	0	8017031	0	060422HIP	10153	0	0	0
8017034	0	0	0	0	0	8017034	0	060422HIP	10153	0	0	0
8017041	0	0	0	0	0	8017041	DevelopBtn_49	060427HIP	10153	0	0	0
8017051	0	0	0	0	0	8017051	DevelopBtn_48	060423HIP	10153	0	0	0
8017053	0	0	0	0	0	8017053	0	060423HIP	10153	8017054	0	0
8017054	0	0	0	0	3	200023	0	060423HIP	10153	0	0	0
8017055	0	0	0	0	0	8017055	0	060423HIP	10153	0	0	0
8017056	0	0	0	0	0	8017056	0	060423HIP	10153	0	0	0
8017061	0	0	0	0	0	8017061	0	060423HIP	10153	8017062	0	0
8017062	0	0	0	0	3	200024	0	060423HIP	10153	0	0	0
8017063	0	0	0	0	0	8017063	0	060423HIP	10153	0	0	0
8017064	0	0	0	0	0	8017064	0	060423HIP	10153	0	0	0
9001001	8	7	30	110	0	9001001	DevelopBtn_49	060427HIP	10153	0	0	1
9001002	0	0	0	0	0	9001002	0	060427HIP	10153	9001003	0	0
9001003	0	0	0	0	3	200036	0	060427HIP	10153	0	0	0
9001004	0	0	0	0	0	9001004	0	060427HIP	10153	0	0	0
9001005	0	0	0	0	0	9001005	0	060427HIP	10153	0	0	1
9001006	0	0	0	0	0	9001006	0	060427HIP	10153	0	0	0
9002001	6	9,7	9001005,40	0,110	0	9002001	DevelopBtn_59	060434HIP	10153	0	0	1
9002002	0	0	0	0	0	9002002	0	060434HIP	10153	0	0	1
9002003	0	0	0	0	0	9002003	0	060434HIP	10153	0	0	0
9003001	10	9,7	9002002,50	0,121	0	9003001	DevelopBtn_50	060422HIP	10153	0	0	1
9003002	0	0	0	0	0	9003002	0	060422HIP	10153	9003005	0	0
9003003	0	0	0	0	0	9003003	0	060422HIP	10153	9003006	0	0
9003004	0	0	0	0	0	9003004	0	060422HIP	10153	0	0	0
9003005	0	0	0	0	3	200037	0	060422HIP	10153	0	0	0
9003006	0	0	0	0	3	200038	0	060422HIP	10153	0	0	0
9003007	0	0	0	0	0	9003007	0	060422HIP	10153	9003011	0	0
9003008	0	0	0	0	0	9003008	0	060422HIP	10153	9003012	0	0
9003009	0	0	0	0	0	9003009	0	060422HIP	10153	0	0	0
9003010	0	0	0	0	0	9003010	0	060422HIP	10153	0	0	0
9003011	0	0	0	0	0	9003011	0	060423HIP	10153	0	0	0
9003012	0	0	0	0	0	9003012	0	060423HIP	10153	0	0	0
9003013	0	0	0	0	0	9003013	0	060423HIP	10153	9003015	0	0
9003014	0	0	0	0	0	9003014	0	060423HIP	10153	9003015	0	0
9003015	0	0	0	0	0	9003015	0	060400HIP	10153	9003016	0	1
9003016	0	0	0	0	0	9003016	0	060405HIP	10153	0	0	0
9004001	6	9,7	9003015,81	0,151	0	9004001	DevelopBtn_59	060434HIP	10153	9004002	0	1
9004002	3	3	5	60	5	9004003	0	060434HIP	10153	9004004	0	1
9004003	0	0	0	0	0	9004003	0	060434HIP	10153	0	0	0
9004004	0	0	0	0	0	9004004	0	060434HIP	10153	9004007	0	0
9004005	0	0	0	0	0	9004005	0	060434HIP	10153	9004007	0	0
9004006	0	0	0	0	0	9004006	0	060434HIP	10153	9004007	0	0
9004007	0	0	0	0	0	9004007	0	060405HIP	10153	0	0	1
9005001	6	9,7	9004007,81	0,151	0	9005001	DevelopBtn_59	060434HIP	10153	0	0	1
9006001	10	9,7,2	9004007,81,100057	0,151,60	0	9006001	DevelopBtn_50	060422HIP	10153	9006002	0	1
9006002	3	6	6	50	5	9006003	0	060422HIP	10153	9006004	0	1
9006003	0	0	0	0	0	9006003	0	060422HIP	10153	0	0	0
9006004	0	0	0	0	0	9006004	0	060422HIP	10153	0	0	0
9006005	3	2	100060	50	5	9006006	0	060427HIP	10153	9006007	0	1
9006006	0	0	0	0	0	9006006	0	060427HIP	10153	0	0	0
9006007	0	0	0	0	0	9006007	0	060427HIP	10153	0	0	0
9006008	0	0	0	0	0	9006008	0	060434HIP	10153	9006009	0	1
9006009	0	0	0	0	0	9006009	0	060434HIP	10153	0	0	1
9006010	0	0	0	0	0	9006010	0	060400HIP	10153	0	0	0
9007001	6	9,7	9006009,151	0,200	0	9007001	DevelopBtn_59	060434HIP	10153	0	0	1
9007002	0	0	0	0	0	9007002	0	060434HIP	10153	9007003	0	0
9007003	0	0	0	0	0	9007003	0	060446HIP	10153	9007004	0	0
9007004	0	0	0	0	3	200039	0	060446HIP	10153	0	0	0
9007005	0	0	0	0	0	9007005	0	060405HIP	10153	0	0	1
9007006	0	0	0	0	0	9007006	0	060405HIP	10153	0	0	0
9007007	0	0	0	0	0	9007007	0	060434HIP	10153	0	0	0
9007101	0	9	9006009	0	0	9007101	0	060405HIP	M900100	9007102	0	1
9007102	0	0	0	0	0	9007102	0	060405HIP	10153	9007103	0	0
9007103	0	0	0	0	3	200046	0	060405HIP	10153	0	0	0
9007104	0	0	0	0	0	9007104	0	060405HIP	10153	9007106	0	0
9007105	0	0	0	0	0	9007105	0	060405HIP	10153	0	0	0
9007106	3	4	4	70	5	9007107	0	060405HIP	10153	9007108	0	1
9007107	0	0	0	0	0	9007107	0	060405HIP	10153	0	0	0
9007108	0	0	0	0	0	9007108	0	060405HIP	10153	0	0	0
9008001	8	9,7	9009004,30	0,100	0	9008001	DevelopBtn_49	060427HIP	10153	0	0	1
9008002	0	0	0	0	0	9008002	0	060427HIP	10153	0	0	1
9008003	0	0	0	0	0	9008003	0	060427HIP	10153	0	0	0
9008101	0	9	9008002	0	0	9008101	DevelopBtn_52	060426HIP	10153	0	0	0
9008199	3	10	0	1000	5	9008102	0	060426HIP	10153	9008103	0	1
9008102	0	0	0	0	0	9008102	0	060426HIP	10153	0	0	1
9008103	0	0	0	0	0	9008103	0	060426HIP	10153	0	0	0
9008201	0	9	9008102	0	0	9008201	DevelopBtn_52	060426HIP	10153	0	0	0
9008202	0	0	0	0	0	9008202	0	060426HIP	10153	9008203	0	0
9008203	0	0	0	0	0	9008203	0	060426HIP	10153	0	0	0
9008299	3	10	0	2000	5	9008204	0	060426HIP	10153	9008205	0	1
9008204	0	0	0	0	0	9008204	0	060426HIP	10153	0	0	1
9008205	0	0	0	0	0	9008205	0	060426HIP	10153	0	0	0
9008301	0	9	9008204	0	0	9008301	DevelopBtn_52	060426HIP	10153	9008302	0	1
9008302	0	0	0	0	3	200040	0	060426HIP	10153	0	0	0
9008303	0	0	0	0	0	9008303	0	060426HIP	10153	0	0	0
9008401	8	9,7	9009005,99	0,149	0	9008401	DevelopBtn_49	060427HIP	10153	0	0	1
9008402	0	0	0	0	0	9008402	0	060427HIP	10153	0	0	1
9008403	0	0	0	0	0	9008403	0	060427HIP	10153	0	0	1
9008404	0	0	0	0	0	9008404	0	060427HIP	10153	0	0	0
9008501	5	9,7	9008403,99	0,149	0	9008501	DevelopBtn_48	060423HIP	10153	0	0	1
9008502	0	0	0	0	0	9008502	0	060423HIP	10153	9008505	0	0
9008505	0	0	0	0	3	200043	0	060423HIP	10153	0	0	0
9008506	0	0	0	0	0	9008506	0	060423HIP	10153	9008508	0	1
9008507	0	0	0	0	0	9008507	0	060423HIP	10153	9008510	0	1
9008508	0	0	0	0	0	9008508	0	060426HIP	10153	9008509	0	1
9008509	0	0	0	0	0	9008509	0	060423HIP	10153	0	0	0
9008510	0	0	0	0	0	9008510	0	060400HIP	10153	0	0	0
9008511	7	9,7	9008508,100	0,200	0	9008511	DevelopBtn_55	060426HIP	10153	9008512	0	1
9008512	0	0	0	0	0	9008512	0	060426HIP	Develop_003	0	0	0
9008513	7	9,7	9008511,100	0,200	0	9008513	DevelopBtn_55	060405HIP	10153	0	0	1
9008514	0	0	0	0	0	9008514	0	060405HIP	10153	9008515	0	0
9008515	0	0	0	0	0	9008515	0	060433HIP	10153	9008516	0	0
9008516	0	0	0	0	0	9008516	0	060405HIP	10153	0	0	1
9008518	7	9,7,6	9008516,100,0	0,200,70	0	9008518	DevelopBtn_55	060426HIP	10153	9008519	0	1
9008519	0	0	0	0	0	9008519	0	060405HIP	10153	0	0	0
8000000	6	7	31	90	0	8000000	DevelopBtn_59	060434HIP	10153		0	1
8000001	0	0	0	0	0	8000001	0	060434HIP	10153	8000002	0	0
8000002	0	0	0	0	3	210014	0	060434HIP	10153	0	0	0
8000003	0	0	0	0	0	8000003	0	060434HIP	10153	8000004	0	0
8000004	0	0	0	0	0	8000004	0	060434HIP	10153	8000007	0	0
8000006	0	0	0	0	0	8000006	0	060434HIP	10153	8000007	0	0
8000007	0	0	0	0	0	8000007	0	060422HIP	10153	0	0	0
8000011	9	9,7	8000000,30	0,90	0	8000011	DevelopBtn_47	060427HIP	10153	8000018	0	1
8000018	0	0	0	0	0	8000018	0	060422HIP	10153	0	0	0
9009000	0	0	0	0	0	9009000	DevelopBtn_50	060422HIP	10153	0	0	0
9009001	0	0	0	0	0	9009001	DevelopBtn_50	060422HIP	10153	0	0	0
9009002	10	9,7	8000000,30	0,135	0	9009002	DevelopBtn_50	060422HIP	10153	0	0	1
9009003	10	9,7	8000000,30	0,90	0	9009003	DevelopBtn_50	060422HIP	10153	0	0	1
9009004	10	9,7	9009003,30	0,100	0	9009004	DevelopBtn_50	060422HIP	10153	0	0	1
9009005	8	9,7	9008301,99	0,149	0	9009005	DevelopBtn_49	060427HIP	10153	9009006	0	1
9009006	0	0	0	0	0	9009006	0	060422HIP	10153	0	0	0
9009008	0	0	0	0	0	9009008	0	060422HIP	10153	0	0	0
9009009	0	0	0	0	0	9009009	DevelopBtn_50	060422HIP	10153	0	0	0
9009012	0	0	0	0	0	9009012	0	060422HIP	10153	9009027	0	0
9009027	3	9	3121005	0	5	9009025	0	060422HIP	10153	9009026	0	1
9009025	0	0	0	0	0	9009025	0	060422HIP	10153	0	0	1
9009026	0	0	0	0	0	9009026	0	060422HIP	10153	0	0	1
9009015	0	13	10034002	0	0	9009015	0	060422HIP	10153	9009098	0	0
9009014	0	0	0	0	0	9009014	0	060422HIP	10153	0	0	1
9009098	0	0	0	0	0	9009098	0	060422HIP	10153	0	0	1
9009016	5	9	9009098	0	0	9009016	DevelopBtn_48	060423HIP	10153	9009018	0	1
9009017	0	0	0	0	3	200041	0	060423HIP	10153	0	0	0
9009018	0	0	0	0	0	9009018	0	060423HIP	10153	0	0	0
9009019	5	9	9009014	0	0	9009019	DevelopBtn_48	060423HIP	10153	9009020	0	1
9009020	0	0	0	0	3	200042	0	060423HIP	10153	0	0	0
9009021	0	0	0	0	0	9009021	0	060423HIP	10153	0	0	0
9009023	0	0	0	0	0	9009023	0	060423HIP	10153	0	0	0
9009024	10	9,2	9009016,100094	0,20	0	9009024	DevelopBtn_50	060422HIP	10153	0	0	1
9009101	10	9,7	8000000,30	0,110	0	9009101	DevelopBtn_50	060422HIP	10153	0	0	1
9009102	5	9,7	9009101,30	0,110	0	9009102	DevelopBtn_48	060423HIP	10153	0	0	1
9009107	0	0	0	0	0	9009107	0	060423HIP	10153	9009104	0	0
9009104	0	0	0	0	3	200044	0	060423HIP	10153	0	0	0
9009105	0	0	0	0	0	9009105	0	060423HIP	10153	0	0	0
9009106	0	0	0	0	0	9009106	0	060423HIP	10153	0	0	0
9009108	10	9,7	9009101,30	0,110	0	9009108	DevelopBtn_50	060422HIP	10153	0	0	1
3084001	0	0	0	0	0	3084001	0	060405HIP	10153	3084002	0	0
3084002	0	0	0	0	3	200045	0	060405HIP	10153	0	0	0
3084003	0	0	0	0	0	3084003	0	060405HIP	10153	0	0	0
3020001	0	0	0	0	0	3020001	0	060405HIP	10153	3020002	0	0
3020002	0	0	0	0	0	3020002	0	060426HIP	10153	3020999	0	0
3020999	3	2	100035	20	5	3020998	0	060426HIP	10153	3020997	0	1
3020998	0	0	0	0	0	3020998	0	060426HIP	10153	0	0	0
3020997	0	0	0	0	0	3020997	0	060426HIP	10153	3020004	0	0
3020003	0	0	0	0	0	3020003	0	060426HIP	10153	3020004	0	0
3020004	0	0	0	0	0	3020004	0	060431HIP	10153	3020005	0	0
3020005	0	0	0	0	0	3020005	0	060433HIP	10153	0	0	0
3020095	0	0	0	0	0	3020095	0	060431HIP	10153	0	0	0
3020096	0	0	0	0	0	3020096	0	060431HIP	10153	0	0	0
3020097	0	0	0	0	0	3020097	0	060431HIP	10153	0	0	0
3020098	0	0	0	0	0	3020098	0	060433HIP	10153	3020097	0	0
3020099	0	0	0	0	0	3020099	0	060433HIP	10153	3020096	0	0
3020006	0	0	0	0	0	3020006	0	060433HIP	10153	0	0	0
3020012	0	0	0	0	0	3020012	0	060433HIP	10153	0	0	0
3020013	0	0	0	0	0	3020013	0	060433HIP	10153	0	0	0
3020014	0	0	0	0	0	3020014	0	060433HIP	10153	0	0	0
3020015	0	0	0	0	0	3020015	0	060433HIP	10153	0	0	0
3020016	0	0	0	0	0	3020016	0	060433HIP	10153	0	0	0
3020017	0	0	0	0	0	3020017	0	060433HIP	10153	0	0	0
3020018	0	0	0	0	0	3020018	0	060433HIP	10153	0	0	0
3020019	0	0	0	0	0	3020019	0	060433HIP	10153	0	0	0
3020020	0	0	0	0	0	3020020	0	060433HIP	10153	0	0	0
3020021	0	0	0	0	0	3020021	0	060433HIP	10153	0	0	0
3020022	0	0	0	0	0	3020022	0	060433HIP	10153	0	0	0
3020023	0	0	0	0	0	3020023	0	060433HIP	10153	0	0	0
3020007	0	0	0	0	0	3020007	0	060433HIP	10153	3020008	0	0
3020008	3	5	8	40	5	3020009	0	060433HIP	10153	3020010	0	1
3020009	0	0	0	0	0	3020009	0	060433HIP	10153	3020095	0	0
3020010	0	0	0	0	0	3020010	0	060433HIP	10153	3020095	0	0
3021001	0	0	0	0	0	3021001	0	060426HIP	10153	3021002	0	0
3021002	0	0	0	0	0	3021002	0	060433HIP	10153	0	0	0
3021003	0	0	0	0	0	3021003	0	060433HIP	10153	0	0	0
3020112	0	0	0	0	0	3020112	0	060433HIP	10153	0	0	0
3020113	0	0	0	0	0	3020113	0	060433HIP	10153	0	0	0
3020114	0	0	0	0	0	3020114	0	060433HIP	10153	0	0	0
3020115	0	0	0	0	0	3020115	0	060433HIP	10153	0	0	0
3020116	0	0	0	0	0	3020116	0	060433HIP	10153	0	0	0
3020117	0	0	0	0	0	3020117	0	060433HIP	10153	0	0	0
3020118	0	0	0	0	0	3020118	0	060433HIP	10153	0	0	0
3020119	0	0	0	0	0	3020119	0	060433HIP	10153	0	0	0
3020120	0	0	0	0	0	3020120	0	060433HIP	10153	0	0	0
3020121	0	0	0	0	0	3020121	0	060433HIP	10153	0	0	0
3020122	0	0	0	0	0	3020122	0	060433HIP	10153	0	0	0
3020123	0	0	0	0	0	3020123	0	060433HIP	10153	0	0	0
3020199	0	0	0	0	0	3020199	0	060433HIP	10153	3020197	0	0
3020198	0	0	0	0	0	3020198	0	060433HIP	10153	3020197	0	0
3020197	0	0	0	0	0	3020197	0	060431HIP	10153	0	0	1
3021004	0	0	0	0	0	3021004	0	060433HIP	10153	3021005	0	0
3021005	3	5	8	40	5	3021006	0	060433HIP	10153	3021007	0	1
3021006	0	0	0	0	0	3021006	0	060433HIP	10153	3020197	0	0
3021007	0	0	0	0	0	3021007	0	060433HIP	10153	3020197	0	0
1010001	4	7,4	50,0	149,30	0	1010001	DevelopBtn_52	060405HIP	10153	1010002	0	1
1010002	0	0	0	0	3	200047	0	060405HIP	10153	0	0	0
1010003	0	0	0	0	0	1010003	0	060405HIP	10153	1010006	0	0
1010004	0	0	0	0	0	1010004	0	060405HIP	10153	0	0	0
1010006	3	4	0	0	5	1010007	0	060405HIP	10153	1010009	0	1
1010007	0	0	0	0	0	1010007	0	060405HIP	10153	0	0	1
1010009	0	0	0	0	0	1010009	0	060405HIP	10153	1010010	0	0
1010010	0	0	0	0	0	1010010	0	060405HIP	10153	0	0	0
1010101	4	7,4	50,3	149,30	0	1010101	DevelopBtn_52	060405HIP	10153	1010102	0	1
1010102	0	0	0	0	3	200048	0	060405HIP	10153	0	0	0
1010103	0	0	0	0	0	1010103	0	060405HIP	10153	1010105	0	0
1010104	0	0	0	0	0	1010104	0	060405HIP	10153	0	0	0
1010105	3	4	3	0	5	1010106	0	060405HIP	10153	1010107	0	1
1010106	0	0	0	0	0	1010106	0	060405HIP	10153	0	0	0
1010107	0	0	0	0	0	1010107	0	060405HIP	10153	0	0	0
1010201	4	7,4	50,4	149,30	0	1010201	DevelopBtn_52	060405HIP	10153	1010202	0	1
1010202	0	0	0	0	3	200049	0	060405HIP	10153	0	0	0
1010203	0	0	0	0	0	1010203	0	060405HIP	10153	1010205	0	0
1010204	0	0	0	0	0	1010203	0	060405HIP	10153	0	0	0
1010205	3	4	4	0	5	1010206	0	060405HIP	10153	1010207	0	1
1010206	0	0	0	0	0	1010206	0	060405HIP	10153	0	0	0
1010207	0	0	0	0	0	1010207	0	060405HIP	10153	0	0	0
1010301	4	7	21	50	0	1010301	DevelopBtn_52	060405HIP	10153	1010302	0	1
1010302	0	0	0	0	3	200050	0	060405HIP	10153	0	0	0
1010303	0	0	0	0	0	1010303	0	060405HIP	10153	0	0	0
1010304	0	0	0	0	0	1010304	0	060405HIP	10153	0	0	0
1010305	4	7	51	100	0	1010305	DevelopBtn_52	060405HIP	10153	0	0	1
1010306	0	0	0	0	0	1010306	0	060405HIP	10153	1010307	0	0
1010307	0	0	0	0	3	200051	0	060405HIP	10153	0	0	0
1010308	0	0	0	0	0	1010308	0	060405HIP	10153	0	0	0
1010309	0	0	0	0	0	1010309	0	060405HIP	10153	0	0	0
1010313	4	7	101	149	0	1010313	DevelopBtn_52	060405HIP	10153	0	0	1
1010314	0	0	0	0	0	1010314	0	060405HIP	10153	1010315	0	0
1010315	0	0	0	0	3	200052	0	060405HIP	10153	0	0	0
1010316	0	0	0	0	0	1010316	0	060405HIP	10153	0	0	0
1010317	0	0	0	0	0	1010317	0	060405HIP	10153	0	0	0
1010401	4	7	21	50	0	1010401	DevelopBtn_52	060405HIP	10153	0	0	1
1010402	0	0	0	0	0	1010402	0	060405HIP	10153	1010404	0	0
1010403	0	0	0	0	0	1010403	0	060405HIP	10153	1010404	0	0
1010404	0	0	0	0	3	200053	0	060405HIP	10153	0	0	0
1010405	0	0	0	0	0	1010405	0	060405HIP	10153	0	0	0
1010406	0	0	0	0	0	1010406	0	060405HIP	10153	0	0	0
1010407	4	7	31	100	0	1010407	DevelopBtn_52	060405HIP	10153	1010408	0	1
1010408	0	0	0	0	3	200054	0	060405HIP	10153	0	0	0
1010409	0	0	0	0	0	1010409	0	060405HIP	10153	0	0	0
1010410	0	0	0	0	0	1010410	0	060405HIP	10153	0	0	0
1010411	4	7	31	149	0	1010411	DevelopBtn_52	060402HIP	10153	1010412	0	1
1010412	0	0	0	0	3	200055	0	060405HIP	10153	0	0	0
1010413	0	0	0	0	0	1010413	0	060405HIP	10153	0	0	0
1010414	0	0	0	0	0	1010414	0	060405HIP	10153	0	0	0
1010415	0	0	0	0	0	1010415	0	060405HIP	10153	1010416	0	0
1010416	3	4,4	3,4	40,40	5	1010417	0	060405HIP	10153	1010414	0	0
1010417	0	0	0	0	0	1010417	0	060405HIP	10153	0	0	1
1010501	4	7	45	135	0	1010501	DevelopBtn_52	060402HIP	10153	1010502	0	1
1010502	3	6	1	30	5	1010503	0	060402HIP	10153	1010504	0	1
1010503	0	0	0	0	0	1010503	0	060402HIP	10153	0	0	0
1010504	0	0	0	0	0	1010504	0	060402HIP	10153	0	0	0
1010505	0	0	0	0	0	1010505	DevelopBtn_52	060402HIP	10153	0	0	0
9009301	0	0	0	0	0	9009301	DevelopBtn_52	060402HIP	10053	9009302	0	0
9009302	0	0	0	0	0	9009302	0	060427HIP	10053	0	0	0
9009303	0	0	0	0	0	9009303	0	060427HIP	10053	9009306	0	0
9009304	0	0	0	0	0	9009304	0	060427HIP	10053	9009309	0	0
9009305	0	0	0	0	0	9009305	0	060427HIP	10053	9009316	0	0
9009306	0	0	0	0	0	9009306	0	060422HIP	10053	9009307	0	0
9009307	0	0	0	0	3	200059	0	060422HIP	10053	0	0	0
9009308	0	0	0	0	0	9009308	0	060422HIP	10053	0	0	0
9009309	0	0	0	0	0	9009309	0	060427HIP	10053	0	0	0
9009310	3	2	100060	60	5	9009312	0	060427HIP	10053	9009313	0	1
9009311	0	0	0	0	0	9009311	0	060427HIP	10053	0	0	0
9009312	0	0	0	0	0	9009312	0	060427HIP	10053	0	0	0
9009313	0	0	0	0	0	9009313	0	060427HIP	10053	0	0	0
9009314	0	0	0	0	0	9009314	0	060427HIP	10053	0	0	0
9009315	0	0	0	0	0	9009315	0	060427HIP	10053	0	0	0
9009316	0	0	0	0	0	9009316	0	060435HIP	10053	9009317	0	0
9009317	0	0	0	0	3	200060	0	060435HIP	10053	0	0	0
9009318	0	0	0	0	0	9009318	0	060435HIP	10053	9009320	0	0
9009319	0	0	0	0	0	9009319	0	060435HIP	10053	9009320	0	0
9009320	0	0	0	0	0	9009320	0	060402HIP	10053	0	0	0
9009321	3	2	100060	30	5	9009309	0	060427HIP	10053	9009322	0	1
9009322	0	0	0	0	0	9009322	0	060427HIP	10053	0	0	0
2032003	0	0	0	0	0	2032003	0	060402HIP	10053	2032004	0	0
2032004	3	6	6	50	5	2032005	0	060402HIP	10053	2032006	0	1
2032005	0	0	0	0	0	2032005	0	060402HIP	10053	2032007	0	0
2032006	0	0	0	0	0	2032006	0	060402HIP	10053	2032007	0	0
2032007	0	0	0	0	0	2032007	0	060405HIP	10053	2032008	0	0
2032008	0	0	0	0	0	2032008	0	060402HIP	10053	0	0	0
8051051	8	7	30	200	0	8051051	DevelopBtn_49	060427HIP	10153	0	0	1
8051061	8	9,7	8051051,40	0,200	0	8051061	DevelopBtn_49	060427HIP	10153	0	0	1
8051071	8	9,7	8051061,50	0,200	0	8051071	DevelopBtn_49	060427HIP	10153	8051072	0	1
8051072	3	9	8018003	0	5	8051073	0	060427HIP	10153	8051074	0	1
8051073	0	0	0	0	0	8051073	0	060427HIP	10153	0	0	0
8051074	0	0	0	0	0	8051074	0	060427HIP	10153	8051075	0	0
8051075	0	0	0	0	3	200066	0	060427HIP	10153	0	0	0
8051076	0	0	0	0	0	8051076	0	060427HIP	10153	0	0	1
8051077	0	0	0	0	0	8051077	0	060400HIP	10153	0	0	0
8051081	4	9,7	8051076,60	0,200	0	8051081	DevelopBtn_52	060405HIP	10153	0	0	1
8051101	7	2,7	100035,70	50,100	0	8051101	DevelopBtn_55	060443HIP	10153	8051102	0	1
8051102	0	0	0	0	0	8051102	0	060406HIP	10153	8051103	0	0
8051103	0	0	0	0	0	8051103	0	060431HIP	10153	8051104	0	0
8051104	3	3	2	30	5	8051105	0	060431HIP	10053	8051106	0	1
8051105	0	0	0	0	0	8051105	0	060406HIP	10153	8051107	0	0
8051106	0	0	0	0	0	8051106	0	060400HIP	10153	0	0	0
8051107	0	0	0	0	0	8051107	0	060406HIP	10153	8051108	0	0
8051108	0	0	0	0	3	200056	0	060406HIP	10153	0	0	0
8051109	0	0	0	0	0	8051109	0	060406HIP	10153	8051110	0	0
8051110	0	0	0	0	0	8051110	0	060406HIP	10153	8051111	0	0
8051111	0	0	0	0	0	8051111	0	060402HIP	10153	0	0	0
8051201	7	9,7	8051101,100	0,200	0	8051201	DevelopBtn_55	060406HIP	10153	0	0	1
8051202	7	9,7	8051201,100	0,200	0	8051202	DevelopBtn_55	060406HIP	10153	0	0	1
8051203	9	9,7	8051202,100	0,200	0	8051203	DevelopBtn_55	060427HIP	10153	0	0	1
8051204	7	9,7	8051203,100	0,200	0	8051204	DevelopBtn_55	060406HIP	10153	0	0	1
8004001	9	7	72	170	0	8004001	DevelopBtn_47	060427HIP	10153	0	0	1
8004004	0	0	0	0	0	8004004	0	060427HIP	10153	0	0	1
8004011	0	9	8004004	0	0	8004011	DevelopBtn_52	060405HIP	10153	0	0	1
8004012	0	0	0	0	0	8004012	0	060405HIP	10153	0	0	1
8004021	0	9	8004012	0	0	8004021	DevelopBtn_52	060405HIP	10153	8004099	0	0
8004099	3	13	900192001	0	5	8004022	0	060405HIP	10153	8004023	0	1
8004022	0	0	0	0	0	8004022	0	060405HIP	10153	0	0	1
8004023	0	0	0	0	0	8004023	0	060405HIP	10153	0	0	0
8004041	0	9	8004022	0	0	8004041	DevelopBtn_52	060405HIP	10153	8004042	0	1
8004042	0	0	0	0	0	8004042	0	060439HIP	10153	0	0	0
8004061	0	9,2	8004041,100098	0,60	0	8004061	DevelopBtn_52	060405HIP	10153	0	0	0
8004062	0	0	0	0	0	8004062	0	060405HIP	10153	8004064	0	0
8004064	0	0	0	0	0	8004064	0	060427HIP	10153	0	0	0
8004065	0	0	0	0	0	8004065	0	060427HIP	10153	8004069	0	0
8004066	0	0	0	0	0	8004066	0	060427HIP	10153	8004070	0	0
8004067	0	0	0	0	0	8004067	0	060427HIP	10153	8004071	0	0
8004068	0	0	0	0	0	8004068	0	060427HIP	10153	8004072	0	0
8004069	3	5	8	60	5	8004073	0	060427HIP	10153	8004074	0	1
8004070	3	5	8	70	5	8004073	0	060427HIP	10153	8004074	0	1
8004071	3	5	8	80	5	8004073	0	060427HIP	10153	8004074	0	1
8004072	3	5	8	50	5	8004073	0	060427HIP	10153	8004074	0	1
8004073	0	0	0	0	0	8004073	0	060427HIP	10153	8004075	0	0
8004074	0	0	0	0	0	8004074	0	060427HIP	10153	8004076	0	0
8004075	0	0	0	0	0	8004075	0	060423HIP	10153	0	0	1
8004076	0	0	0	0	0	8004076	0	060423HIP	10153	0	0	0
8004051	9	9,7	8004001,121	0,181	0	8004051	DevelopBtn_47	060427HIP	10153	0	0	1
2073003	7	7	46	68	0	2073003	DevelopBtn_56	060436HIP	10053	0	0	1
2073004	7	9,7	2073003,46	0,68	0	2073004	DevelopBtn_56	060436HIP	10053	0	0	1
