#iArea	iClipID	bStart	iNextClipID	iLinkID	TriggerType	TriggerData	RequireType	RequireEqual	iRequireValue1	iRequireValue2	iTriggerPercent	TriggerEvent	iTriggerEventArg1	iTriggerEventArg2	iTriggerEventArg3	iGroup	irepeat
120805	253	0	254	0	0	0	0	0	0	0	0	4	10009103	900057	0	0	0
120805	254	0	255	0	0	0	0	0	0	0	0	4	10011803	900057	0	0	0
120805	255	0	256	0	0	0	0	0	0	0	0	4	10011903	900057	0	0	0
120805	256	0	0	0	0	0	0	0	0	0	0	4	10012003	900057	0	0	0
120805	257	1	258	0	6	1	9	0	7900003	0	0	4	99999999	500000	0	0	0
120805	258	0	259	0	0	0	8	0	10001020	0	0	4	99999999	500000	0	0	0
120805	259	0	260	0	0	0	8	0	10001022	0	0	4	99999999	500000	0	0	0
120805	260	0	261	0	0	0	8	0	10001021	0	0	0	22080008	206	0	0	0
120805	261	0	262	0	0	0	0	0	0	0	0	0	22080008	207	0	0	0
120805	262	0	263	0	0	0	0	0	0	0	0	0	22080008	208	0	0	0
120805	263	0	264	0	0	0	0	0	0	0	0	0	22080008	209	0	0	0
120805	264	0	265	0	0	0	0	0	0	0	0	0	22080008	210	0	0	0
120805	265	0	266	0	0	0	0	0	0	0	0	0	22080008	211	0	0	0
120805	266	0	267	0	0	0	0	0	0	0	0	0	22080008	212	0	0	0
120805	267	0	268	0	0	0	0	0	0	0	0	0	22080008	213	0	0	0
120805	268	0	269	0	0	0	0	0	0	0	0	0	22080008	214	0	0	0
120805	269	0	270	0	0	0	0	0	0	0	0	0	22080008	215	0	0	0
120805	270	0	271	0	0	0	0	0	0	0	0	4	10009205	900063	0	0	0
120805	271	0	272	0	0	0	0	0	0	0	0	4	10009403	900063	0	0	0
120805	272	0	0	0	0	0	0	0	0	0	0	4	10009103	900063	0	0	0
120805	273	1	274	0	6	1	8	0	10001026	0	0	4	99999999	500000	0	0	0
120805	274	0	275	0	0	0	8	0	10001028	0	0	0	22080008	126	0	0	0
120805	275	0	276	0	0	0	0	0	0	0	0	0	22080008	127	0	0	0
120805	276	0	277	0	0	0	0	0	0	0	0	0	22080008	128	0	0	0
120805	277	0	278	0	0	0	0	0	0	0	0	0	22080008	129	0	0	0
120805	278	0	279	0	0	0	0	0	0	0	0	0	22080008	130	0	0	0
120805	279	0	280	0	0	0	0	0	0	0	0	0	22080008	131	0	0	0
120805	280	0	281	0	0	0	0	0	0	0	0	0	22080008	132	0	0	0
120805	281	0	282	0	0	0	0	0	0	0	0	0	22080008	133	0	0	0
120805	282	0	283	0	0	0	0	0	0	0	0	0	22080008	134	0	0	0
120805	283	0	284	0	0	0	0	0	0	0	0	0	22080008	135	0	0	0
120805	284	0	285	0	0	0	0	0	0	0	0	0	22080008	136	0	0	0
120805	285	0	286	0	0	0	0	0	0	0	0	0	22080008	137	0	0	0
120805	286	0	287	0	0	0	0	0	0	0	0	0	22080008	138	0	0	0
120805	287	0	288	0	0	0	0	0	0	0	0	0	22080008	139	0	0	0
120805	288	0	289	0	0	0	0	0	0	0	0	0	22080008	140	0	0	0
120805	289	0	290	0	0	0	0	0	0	0	0	0	22080008	141	0	0	0
120805	290	0	291	0	0	0	0	0	0	0	0	0	22080008	142	0	0	0
120805	291	0	292	0	0	0	0	0	0	0	0	0	22080008	143	0	0	0
120805	292	0	293	0	0	0	0	0	0	0	0	0	22080008	144	0	0	0
120805	293	0	294	0	0	0	0	0	0	0	0	0	22080008	145	0	0	0
120805	294	0	295	0	0	0	0	0	0	0	0	0	22080008	146	0	0	0
120805	295	0	296	0	0	0	0	0	0	0	0	4	10003303	900073	0	0	0
120805	296	0	0	0	0	0	0	0	0	0	0	4	10003503	900076	0	0	0
120805	297	1	298	0	6	1	9	0	2073007	0	0	4	99999999	500000	0	0	0
120805	298	0	299	0	0	0	8	0	10001026	0	0	4	99999999	500000	0	0	0
120805	299	0	300	0	0	0	8	0	10001027	0	0	0	22080008	147	0	0	0
120805	300	0	301	0	0	0	0	0	0	0	0	0	22080008	148	0	0	0
120805	301	0	302	0	0	0	0	0	0	0	0	0	22080008	149	0	0	0
120805	302	0	303	0	0	0	0	0	0	0	0	0	22080008	150	0	0	0
120805	303	0	304	0	0	0	0	0	0	0	0	0	22080008	151	0	0	0
120805	304	0	305	0	0	0	0	0	0	0	0	0	22080008	152	0	0	0
120805	305	0	306	0	0	0	0	0	0	0	0	0	22080008	153	0	0	0
120805	306	0	307	0	0	0	0	0	0	0	0	0	22080008	154	0	0	0
120805	307	0	308	0	0	0	0	0	0	0	0	0	22080008	155	0	0	0
120805	308	0	309	0	0	0	0	0	0	0	0	0	22080008	156	0	0	0
120805	309	0	310	0	0	0	0	0	0	0	0	0	22080008	157	0	0	0
120805	310	0	311	0	0	0	0	0	0	0	0	0	22080008	158	0	0	0
120805	311	0	312	0	0	0	0	0	0	0	0	0	22080008	159	0	0	0
120805	312	0	313	0	0	0	0	0	0	0	0	0	22080008	160	0	0	0
120805	313	0	314	0	0	0	0	0	0	0	0	0	22080008	161	0	0	0
120805	314	0	315	0	0	0	0	0	0	0	0	0	22080008	162	0	0	0
120805	315	0	316	0	0	0	0	0	0	0	0	0	22080008	163	0	0	0
120805	316	0	317	0	0	0	0	0	0	0	0	0	22080008	164	0	0	0
120805	317	0	318	0	0	0	0	0	0	0	0	0	22080008	165	0	0	0
120805	318	0	319	0	0	0	0	0	0	0	0	0	22080008	166	0	0	0
120805	319	0	320	0	0	0	0	0	0	0	0	0	22080008	167	0	0	0
120805	320	0	321	0	0	0	0	0	0	0	0	0	22080008	168	0	0	0
120805	321	0	322	0	0	0	0	0	0	0	0	0	22080008	169	0	0	0
120805	322	0	323	0	0	0	0	0	0	0	0	0	22080008	170	0	0	0
120805	323	0	324	0	0	0	0	0	0	0	0	0	22080008	171	0	0	0
120805	324	0	325	0	0	0	0	0	0	0	0	0	22080008	172	0	0	0
120805	325	0	326	0	0	0	0	0	0	0	0	0	22080008	173	0	0	0
120805	326	0	327	0	0	0	0	0	0	0	0	0	22080008	174	0	0	0
120805	327	0	328	0	0	0	0	0	0	0	0	0	22080008	175	0	0	0
120805	328	0	329	0	0	0	0	0	0	0	0	0	22080008	176	0	0	0
120805	329	0	330	0	0	0	0	0	0	0	0	0	22080008	177	0	0	0
120805	330	0	331	0	0	0	0	0	0	0	0	4	10003303	900073	0	0	0
120805	331	0	0	0	0	0	0	0	0	0	0	4	10005803	900074	0	0	0
120805	332	1	333	0	6	0	8	5	10001043	0	0	4	99999999	500000	0	0	1
120805	333	0	334	0	0	0	8	0	10001049	0	0	4	0	900053	0	0	1
120805	334	0	335	0	0	0	0	0	0	0	0	4	10008003	500042	0	0	1
120805	335	0	336	0	0	0	0	0	0	0	0	4	10008103	500042	0	0	1
120805	336	0	337	0	0	0	0	0	0	0	0	4	99007901	500042	0	0	1
120805	337	0	338	0	0	0	0	0	0	0	0	4	99008001	500042	0	0	1
120805	338	0	339	0	0	0	0	0	0	0	0	4	99008101	500042	0	0	1
120805	339	0	340	340	0	0	8	0	10001055	0	0	4	10008202	500042	0	0	1
120805	340	0	341	0	0	0	0	0	0	0	0	4	10008003	500042	0	0	1
120805	341	0	342	0	0	0	0	0	0	0	0	4	10008103	500042	0	0	1
120805	342	0	343	0	0	0	0	0	0	0	0	4	99007901	500042	0	0	1
120805	343	0	344	0	0	0	0	0	0	0	0	4	99008001	500042	0	0	1
120805	344	0	345	0	0	0	0	0	0	0	0	4	99008101	500042	0	0	1
120805	345	0	346	0	0	0	8	0	10001027	0	0	4	10005803	500042	0	0	1
120805	346	0	0	0	0	0	0	0	0	0	0	4	10005803	500042	0	0	1
120805	347	1	348	0	6	3	0	0	0	0	0	0	22080008	17	0	0	0
120805	348	0	349	0	0	0	0	0	0	0	0	1	99005901	1	45	0	0
120805	349	0	350	0	0	0	0	0	0	0	0	1	99006001	1	91	0	0
120805	350	0	351	0	0	0	0	0	0	0	0	1	99006101	1	137	0	0
120805	351	0	352	0	0	0	0	0	0	0	0	10	99005901	1	45	0	0
120805	352	0	353	0	0	0	0	0	0	0	0	10	99006001	1	91	0	0
120805	353	0	354	0	0	0	0	0	0	0	0	10	99006101	1	137	0	0
120805	354	0	355	0	0	0	0	0	0	0	0	0	22080008	18	0	0	0
120805	355	0	356	0	0	0	0	0	0	0	0	0	22080008	19	0	0	0
120805	356	0	357	0	0	0	0	0	0	0	0	0	22080008	20	0	0	0
120805	357	0	358	0	0	0	0	0	0	0	0	0	22080008	21	0	0	0
120805	358	0	359	0	0	0	0	0	0	0	0	4	0	900053	0	0	0
120805	359	0	360	0	0	0	0	0	0	0	0	0	22080008	22	0	0	0
120805	360	0	361	0	0	0	0	0	0	0	0	6	10001049	0	0	0	0
120805	361	0	362	363	0	0	8	0	10001026	0	0	4	99999999	500000	0	0	0
120805	362	0	363	365	0	0	0	0	0	0	0	0	22080008	29	0	2	0
120805	363	0	364	397	0	0	8	0	10001028	0	0	4	99999999	500000	0	0	0
120805	364	0	365	0	0	0	0	0	0	0	0	0	22080008	30	0	16	0
120805	365	0	366	0	0	0	0	0	0	0	0	4	0	500042	0	0	0
120805	366	0	367	0	0	0	0	0	0	0	0	4	10000205	500000	0	0	0
120805	367	0	368	0	0	0	0	0	0	0	0	4	10000205	900051	0	0	0
120805	368	0	369	0	0	0	0	0	0	0	0	4	10000205	900052	0	0	0
120805	369	0	370	0	0	0	0	0	0	0	0	0	22080008	31	0	0	0
120805	370	0	371	0	0	0	0	0	0	0	0	0	22080008	32	0	0	0
120805	371	0	372	373	0	0	8	0	10001026	0	0	4	99999999	500000	0	0	0
120805	372	0	373	0	0	0	0	0	0	0	0	0	22080008	33	0	0	0
120805	373	0	374	375	0	0	8	0	10001028	0	0	4	99999999	500000	0	0	0
120805	374	0	375	0	0	0	0	0	0	0	0	0	22080008	34	0	0	0
120805	375	0	376	0	0	0	0	0	0	0	0	0	22080008	35	0	3	0
120805	376	0	377	0	0	0	0	0	0	0	0	10	99005901	0	0	0	0
120805	377	0	378	0	0	0	0	0	0	0	0	10	99006001	0	0	0	0
120805	378	0	379	0	0	0	0	0	0	0	0	10	99006101	0	0	0	0
120805	379	0	380	0	0	0	0	0	0	0	0	0	22080008	36	0	0	0
120805	380	0	381	0	0	0	0	0	0	0	0	0	22080008	37	0	0	0
120805	381	0	382	0	0	0	0	0	0	0	0	1	10011602	1	115	0	0
120805	382	0	383	0	0	0	0	0	0	0	0	1	10011602	1	127	0	0
120805	383	0	384	0	0	0	0	0	0	0	0	1	10011602	1	138	0	0
120805	384	0	385	0	0	0	0	0	0	0	0	1	10011602	1	46	0	0
120805	385	0	386	0	0	0	0	0	0	0	0	1	10011602	1	35	0	0
120805	386	0	387	0	0	0	0	0	0	0	0	1	10011602	1	23	0	0
120805	387	0	388	0	0	0	0	0	0	0	0	0	22080008	38	0	0	0
120805	388	0	389	0	0	0	0	0	0	0	0	0	22080008	39	0	0	0
120805	389	0	390	0	0	0	0	0	0	0	0	0	22080008	40	0	0	0
120805	390	0	391	0	0	0	0	0	0	0	0	0	22080008	41	0	0	0
120805	391	0	392	0	0	0	0	0	0	0	0	0	22080008	42	0	0	0
120805	392	0	393	0	0	0	0	0	0	0	0	0	22080008	43	0	0	0
120805	393	0	394	0	0	0	0	0	0	0	0	0	22080008	44	0	0	0
120805	394	0	395	0	0	0	0	0	0	0	0	0	22080008	45	0	0	0
120805	395	0	396	0	0	0	0	0	0	0	0	0	22080008	46	0	0	0
120805	396	0	0	0	0	0	0	0	0	0	0	6	10001043	0	0	0	0
120805	397	0	398	0	0	0	0	0	0	0	0	4	99999999	500000	0	2	0
120805	398	0	399	0	0	0	0	0	0	0	0	4	99999999	500000	0	16	0
120805	399	0	400	0	0	0	0	0	0	0	0	4	10008003	500042	0	0	0
120805	400	0	401	0	0	0	0	0	0	0	0	4	10008103	500042	0	0	0
120805	401	0	402	402	0	0	8	0	10001055	0	0	4	10008202	500042	0	0	0
120805	402	0	403	0	0	0	0	0	0	0	0	0	22080008	23	0	0	0
120805	403	0	404	0	0	0	0	0	0	0	0	0	22080008	24	0	0	0
120805	404	0	405	0	0	0	0	0	0	0	0	0	22080008	25	0	0	0
120805	405	0	406	0	0	0	0	0	0	0	0	0	22080008	26	0	0	0
120805	406	0	407	0	0	0	0	0	0	0	0	0	22080008	27	0	0	0
120805	407	0	408	0	0	0	0	0	0	0	0	1	99007901	0	122	0	0
120805	408	0	409	0	0	0	0	0	0	0	0	1	99008001	0	123	0	0
120805	409	0	410	0	0	0	0	0	0	0	0	1	99008101	0	124	0	0
120805	410	0	411	0	0	0	0	0	0	0	0	4	10008003	900043	0	0	0
120805	411	0	412	0	0	0	0	0	0	0	0	4	10008103	900043	0	0	0
120805	412	0	413	0	0	0	0	0	0	0	0	4	99007901	900043	0	0	0
120805	413	0	414	0	0	0	0	0	0	0	0	4	99008001	900043	0	0	0
120805	414	0	415	0	0	0	0	0	0	0	0	4	99008101	900043	0	0	0
120805	415	0	416	416	0	0	8	0	10001055	0	0	4	10008202	900043	0	0	0
120805	416	0	417	0	0	0	8	0	10001027	0	0	4	10005803	500042	0	0	0
120805	417	0	0	0	0	0	0	0	0	0	0	0	22080008	28	0	0	0
120805	418	1	419	442	5	99005901	8	0	10001041	0	0	4	99999999	500000	0	0	0
120805	419	0	420	442	0	0	8	0	10001042	0	0	4	0	500042	0	3	0
120805	420	0	421	0	0	0	0	0	0	0	0	4	10000205	500000	0	0	0
120805	421	0	422	0	0	0	0	0	0	0	0	4	10000205	900051	0	0	0
120805	422	0	423	0	0	0	0	0	0	0	0	4	10000205	900052	0	0	0
120805	423	0	424	424	0	0	8	0	10001051	0	0	4	10009403	900089	0	0	0
120805	424	0	425	0	0	0	0	0	0	0	0	0	22080008	36	0	0	0
120805	425	0	426	0	0	0	0	0	0	0	0	0	22080008	37	0	0	0
120805	426	0	427	0	0	0	0	0	0	0	0	1	10011602	1	115	0	0
120805	427	0	428	0	0	0	0	0	0	0	0	1	10011602	1	127	0	0
120805	428	0	429	0	0	0	0	0	0	0	0	1	10011602	1	138	0	0
120805	429	0	430	0	0	0	0	0	0	0	0	1	10011602	1	46	0	0
120805	430	0	431	0	0	0	0	0	0	0	0	1	10011602	1	35	0	0
120805	431	0	432	0	0	0	0	0	0	0	0	1	10011602	1	23	0	0
120805	432	0	433	0	0	0	0	0	0	0	0	0	22080008	38	0	0	0
120805	433	0	434	0	0	0	0	0	0	0	0	0	22080008	39	0	0	0
120805	434	0	435	0	0	0	0	0	0	0	0	0	22080008	40	0	0	0
120805	435	0	436	0	0	0	0	0	0	0	0	0	22080008	41	0	0	0
120805	436	0	437	0	0	0	0	0	0	0	0	0	22080008	42	0	0	0
120805	437	0	438	0	0	0	0	0	0	0	0	0	22080008	43	0	0	0
120805	438	0	439	0	0	0	0	0	0	0	0	0	22080008	44	0	0	0
120805	439	0	440	0	0	0	0	0	0	0	0	0	22080008	45	0	0	0
120805	440	0	441	0	0	0	0	0	0	0	0	0	22080008	46	0	0	0
120805	441	0	442	0	0	0	0	0	0	0	0	6	10001043	0	0	0	0
120805	442	0	0	0	0	0	0	0	0	0	0	6	10001040	0	0	0	0
120805	443	1	444	467	5	99006001	8	0	10001040	0	0	4	99999999	500000	0	0	0
120805	444	0	445	467	0	0	8	0	10001042	0	0	4	0	500042	0	3	0
120805	445	0	446	0	0	0	0	0	0	0	0	4	10000205	500000	0	0	0
120805	446	0	447	0	0	0	0	0	0	0	0	4	10000205	900051	0	0	0
120805	447	0	448	0	0	0	0	0	0	0	0	4	10000205	900052	0	0	0
120805	448	0	449	449	0	0	8	0	10001051	0	0	4	10009403	900089	0	0	0
120805	449	0	450	0	0	0	0	0	0	0	0	0	22080008	36	0	0	0
120805	450	0	451	0	0	0	0	0	0	0	0	0	22080008	37	0	0	0
120805	451	0	452	0	0	0	0	0	0	0	0	1	10011602	1	115	0	0
120805	452	0	453	0	0	0	0	0	0	0	0	1	10011602	1	127	0	0
120805	453	0	454	0	0	0	0	0	0	0	0	1	10011602	1	138	0	0
120805	454	0	455	0	0	0	0	0	0	0	0	1	10011602	1	46	0	0
120805	455	0	456	0	0	0	0	0	0	0	0	1	10011602	1	35	0	0
120805	456	0	457	0	0	0	0	0	0	0	0	1	10011602	1	23	0	0
120805	457	0	458	0	0	0	0	0	0	0	0	0	22080008	38	0	0	0
120805	458	0	459	0	0	0	0	0	0	0	0	0	22080008	39	0	0	0
120805	459	0	460	0	0	0	0	0	0	0	0	0	22080008	40	0	0	0
120805	460	0	461	0	0	0	0	0	0	0	0	0	22080008	41	0	0	0
120805	461	0	462	0	0	0	0	0	0	0	0	0	22080008	42	0	0	0
120805	462	0	463	0	0	0	0	0	0	0	0	0	22080008	43	0	0	0
120805	463	0	464	0	0	0	0	0	0	0	0	0	22080008	44	0	0	0
120805	464	0	465	0	0	0	0	0	0	0	0	0	22080008	45	0	0	0
120805	465	0	466	0	0	0	0	0	0	0	0	0	22080008	46	0	0	0
120805	466	0	467	0	0	0	0	0	0	0	0	6	10001043	0	0	0	0
120805	467	0	0	0	0	0	0	0	0	0	0	6	10001041	0	0	0	0
120805	468	1	469	492	5	99006101	8	0	10001040	0	0	4	99999999	500000	0	0	0
120805	469	0	470	0	0	0	8	0	10001041	0	0	4	0	500042	0	3	0
120805	470	0	471	0	0	0	0	0	0	0	0	4	10000205	500000	0	0	0
120805	471	0	472	0	0	0	0	0	0	0	0	4	10000205	900051	0	0	0
120805	472	0	473	0	0	0	0	0	0	0	0	4	10000205	900052	0	0	0
120805	473	0	474	474	0	0	8	0	10001051	0	0	4	10009403	900089	0	0	0
120805	474	0	475	0	0	0	0	0	0	0	0	0	22080008	36	0	0	0
120805	475	0	476	0	0	0	0	0	0	0	0	0	22080008	37	0	0	0
120805	476	0	477	0	0	0	0	0	0	0	0	1	10011602	1	115	0	0
120805	477	0	478	0	0	0	0	0	0	0	0	1	10011602	1	127	0	0
120805	478	0	479	0	0	0	0	0	0	0	0	1	10011602	1	138	0	0
120805	479	0	480	0	0	0	0	0	0	0	0	1	10011602	1	46	0	0
120805	480	0	481	0	0	0	0	0	0	0	0	1	10011602	1	35	0	0
120805	481	0	482	0	0	0	0	0	0	0	0	1	10011602	1	23	0	0
120805	482	0	483	0	0	0	0	0	0	0	0	0	22080008	38	0	0	0
120805	483	0	484	0	0	0	0	0	0	0	0	0	22080008	39	0	0	0
120805	484	0	485	0	0	0	0	0	0	0	0	0	22080008	40	0	0	0
120805	485	0	486	0	0	0	0	0	0	0	0	0	22080008	41	0	0	0
120805	486	0	487	0	0	0	0	0	0	0	0	0	22080008	42	0	0	0
120805	487	0	488	0	0	0	0	0	0	0	0	0	22080008	43	0	0	0
120805	488	0	489	0	0	0	0	0	0	0	0	0	22080008	44	0	0	0
120805	489	0	490	0	0	0	0	0	0	0	0	0	22080008	45	0	0	0
120805	490	0	491	0	0	0	0	0	0	0	0	0	22080008	46	0	0	0
120805	491	0	492	0	0	0	0	0	0	0	0	6	10001043	0	0	0	0
120805	492	0	0	0	0	0	0	0	0	0	0	6	10001042	0	0	0	0
120805	493	1	494	0	6	0	8	0	10001043	0	0	6	10001045	0	0	0	0
120805	494	0	495	0	0	0	0	0	0	0	0	1	99006201	1	75	0	0
120805	495	0	496	0	0	0	0	0	0	0	0	1	99006301	1	98	0	0
120805	496	0	497	0	0	0	0	0	0	0	0	0	22080008	47	0	0	0
120805	497	0	498	0	0	0	0	0	0	0	0	0	22080008	48	0	0	0
120805	498	0	499	0	0	0	0	0	0	0	0	0	22080008	49	0	0	0
120805	499	0	500	0	0	0	0	0	0	0	0	0	22080008	50	0	0	0
120805	500	0	501	0	0	0	0	0	0	0	0	0	22080008	51	0	0	0
120805	501	0	502	0	0	0	0	0	0	0	0	4	99006201	600058	0	0	0
120805	502	0	503	0	0	0	0	0	0	0	0	4	99006301	600058	0	0	0
120805	503	0	504	0	0	0	0	0	0	0	0	0	22080008	52	0	0	0
120805	504	0	505	0	0	0	0	0	0	0	0	0	22080008	53	0	0	0
120805	505	0	506	0	0	0	0	0	0	0	0	0	22080008	54	0	0	0
120805	506	0	507	0	0	0	0	0	0	0	0	0	22080008	55	0	0	0
120805	507	0	508	0	0	0	0	0	0	0	0	0	22080008	56	0	0	0
120805	508	0	509	0	0	0	0	0	0	0	0	0	22080008	57	0	0	0
120805	509	0	510	0	0	0	0	0	0	0	0	0	22080008	61	0	0	0
120805	510	0	511	0	0	0	0	0	0	0	0	0	22080008	62	0	0	0
120805	511	0	512	0	0	0	0	0	0	0	0	4	10000205	500042	0	0	0
120805	512	0	513	0	0	0	0	0	0	0	0	4	10000205	500040	0	0	0
120805	513	0	514	0	0	0	0	0	0	0	0	4	10000205	900066	0	0	0
120805	514	0	515	0	0	0	0	0	0	0	0	0	22080008	63	0	0	0
120805	515	0	516	0	0	0	0	0	0	0	0	1	36006809	1	148	0	0
120805	516	0	517	0	0	0	0	0	0	0	0	1	36006810	1	136	0	0
120805	517	0	518	0	0	0	0	0	0	0	0	1	36006812	1	159	0	0
120805	518	0	519	0	0	0	0	0	0	0	0	1	36006815	1	44	0	0
120805	519	0	520	0	0	0	0	0	0	0	0	1	36006816	1	33	0	0
120805	520	0	521	0	0	0	0	0	0	0	0	1	36006817	1	21	0	0
120805	521	0	522	0	0	0	0	0	0	0	0	1	36006819	1	67	0	0
120805	522	0	523	0	0	0	0	0	0	0	0	1	36006820	1	78	0	0
120805	523	0	524	0	0	0	0	0	0	0	0	1	36006821	1	101	0	0
120805	524	0	525	0	0	0	0	0	0	0	0	1	36006822	1	113	0	0
120805	525	0	526	0	0	0	0	0	0	0	0	1	36006823	1	104	0	0
120805	526	0	527	0	0	0	0	0	0	0	0	1	36006824	1	93	0	0
120805	527	0	528	0	0	0	0	0	0	0	0	1	36006825	1	70	0	0
120805	528	0	529	0	0	0	0	0	0	0	0	1	36006826	1	58	0	0
120805	529	0	530	0	0	0	0	0	0	0	0	1	10011604	1	101	0	0
120805	530	0	531	0	0	0	0	0	0	0	0	1	10011605	1	113	0	0
120805	531	0	532	0	0	0	0	0	0	0	0	1	10011606	1	104	0	0
120805	532	0	533	0	0	0	0	0	0	0	0	1	10011607	1	93	0	0
120805	533	0	534	0	0	0	0	0	0	0	0	1	10011608	1	70	0	0
120805	534	0	535	0	0	0	0	0	0	0	0	1	10011609	1	58	0	0
120805	535	0	536	0	0	0	0	0	0	0	0	10	36006809	2	10000205	0	0
120805	536	0	537	0	0	0	0	0	0	0	0	10	36006810	2	10000205	0	0
120805	537	0	538	0	0	0	0	0	0	0	0	10	36006812	2	10000205	0	0
120805	538	0	539	0	0	0	0	0	0	0	0	10	36006815	2	10000205	0	0
120805	539	0	540	0	0	0	0	0	0	0	0	10	36006816	2	10000205	0	0
120805	540	0	541	0	0	0	0	0	0	0	0	10	36006817	2	10000205	0	0
120805	541	0	542	0	0	0	0	0	0	0	0	10	36006819	2	10000205	0	0
120805	542	0	543	0	0	0	0	0	0	0	0	10	36006820	2	10000205	0	0
120805	543	0	544	0	0	0	0	0	0	0	0	10	36006821	2	10000205	0	0
120805	544	0	545	0	0	0	0	0	0	0	0	10	36006822	2	10000205	0	0
120805	545	0	546	0	0	0	0	0	0	0	0	10	36006823	2	10000205	0	0
120805	546	0	547	0	0	0	0	0	0	0	0	10	36006824	2	10000205	0	0
120805	547	0	548	0	0	0	0	0	0	0	0	10	36006825	2	10000205	0	0
120805	548	0	549	0	0	0	0	0	0	0	0	10	36006826	2	10000205	0	0
120805	549	0	550	0	0	0	0	0	0	0	0	10	10011604	2	10000205	0	0
120805	550	0	551	0	0	0	0	0	0	0	0	10	10011605	2	10000205	0	0
120805	551	0	552	0	0	0	0	0	0	0	0	10	10011606	2	10000205	0	0
120805	552	0	553	0	0	0	0	0	0	0	0	10	10011607	2	10000205	0	0
120805	553	0	554	0	0	0	0	0	0	0	0	10	10011608	2	10000205	0	0
120805	554	0	555	0	0	0	0	0	0	0	0	10	10011609	2	10000205	0	0
120805	555	0	556	0	0	0	0	0	0	0	0	0	22080008	64	0	0	0
120805	556	0	557	0	0	0	0	0	0	0	0	0	22080008	65	0	0	0
120805	557	0	558	0	0	0	0	0	0	0	0	0	22080008	66	0	0	0
120805	558	0	559	0	0	0	0	0	0	0	0	0	22080008	67	0	0	0
120805	559	0	560	0	0	0	0	0	0	0	0	0	22080008	68	0	0	0
120805	560	0	561	0	0	0	0	0	0	0	0	0	22080008	69	0	0	0
120805	561	0	562	0	0	0	0	0	0	0	0	0	22080008	70	0	0	0
120805	562	0	563	0	0	0	0	0	0	0	0	0	22080008	71	0	0	0
120805	563	0	564	0	0	0	0	0	0	0	0	0	22080008	72	0	0	0
120805	564	0	0	0	0	0	0	0	0	0	0	0	22080008	73	0	0	0
120805	565	1	566	0	6	0	8	0	10001045	0	0	4	10000205	500000	0	0	1
120805	566	0	0	0	0	0	0	0	0	0	0	4	10000205	900066	0	0	1
120805	567	1	568	0	4	10006504	6	0	10007703	0	0	0	22080008	248	0	0	0
120805	568	0	569	0	0	0	0	0	0	0	0	0	22080008	249	0	0	0
120805	569	0	570	0	0	0	0	0	0	0	0	0	22080008	250	0	0	0
120805	570	0	571	0	0	0	0	0	0	0	0	0	22080008	251	0	0	0
120805	571	0	572	0	0	0	0	0	0	0	0	0	22080008	252	0	0	0
120805	572	0	0	0	0	0	0	0	0	0	0	6	10001048	0	0	0	0
120805	573	1	574	0	4	10007703	0	0	0	0	0	4	99999999	500000	0	0	1
120805	574	0	575	0	0	0	8	0	10001048	0	0	4	99999999	500000	0	0	1
120805	575	0	576	0	0	0	0	0	0	0	0	1	99006201	1	66	0	0
120805	576	0	577	0	0	0	0	0	0	0	0	0	22080008	253	0	0	0
120805	577	0	578	0	0	0	0	0	0	0	0	0	22080008	254	0	0	0
120805	578	0	579	0	0	0	0	0	0	0	0	0	22080008	255	0	0	0
120805	579	0	580	0	0	0	0	0	0	0	0	2	10006504	0	0	0	0
120805	580	0	581	0	0	0	0	0	0	0	0	4	99006201	600058	0	0	0
120805	581	0	582	0	0	0	0	0	0	0	0	0	22080008	256	0	0	0
120805	582	0	583	0	0	0	0	0	0	0	0	1	99007301	1	102	0	0
120805	583	0	584	0	0	0	0	0	0	0	0	0	22080008	257	0	0	0
120805	584	0	585	0	0	0	0	0	0	0	0	0	22080008	258	0	0	0
120805	585	0	586	0	0	0	0	0	0	0	0	0	22080008	259	0	0	0
120805	586	0	587	0	0	0	0	0	0	0	0	0	22080008	260	0	0	0
120805	587	0	588	0	0	0	0	0	0	0	0	0	22080008	261	0	0	0
120805	588	0	589	0	0	0	0	0	0	0	0	4	99007301	600058	0	0	0
120805	589	0	590	0	0	0	0	0	0	0	0	0	22080008	262	0	0	0
120805	590	0	591	0	0	0	0	0	0	0	0	0	22080008	263	0	0	0
120805	591	0	592	0	0	0	0	0	0	0	0	1	99006901	0	100	0	0
120805	592	0	593	0	0	0	0	0	0	0	0	1	99007001	0	123	0	0
120805	593	0	594	0	0	0	0	0	0	0	0	1	99007101	0	89	0	0
120805	594	0	595	0	0	0	0	0	0	0	0	1	99007201	0	88	0	0
120805	595	0	596	0	0	0	0	0	0	0	0	0	22080008	264	0	0	0
120805	596	0	597	0	0	0	0	0	0	0	0	0	22080008	265	0	0	0
120805	597	0	598	0	0	0	0	0	0	0	0	0	22080008	266	0	0	0
120805	598	0	599	0	0	0	0	0	0	0	0	0	22080008	267	0	0	0
120805	599	0	600	0	0	0	0	0	0	0	0	0	22080008	268	0	0	0
120805	600	0	601	0	0	0	0	0	0	0	0	0	22080008	269	0	0	0
120805	601	0	602	0	0	0	0	0	0	0	0	0	22080008	270	0	0	0
120805	602	0	603	0	0	0	0	0	0	0	0	4	99006901	900065	0	0	0
