#iID	xUse	sString
300604	打铁小游戏	移动次数
300605	打铁小游戏	打铁等级
300606	打铁小游戏	打铁提升
300607	打铁小游戏	打铁提升
300608	打铁小游戏	打铁提升
300609	打铁小游戏	打铁提升
300610	打铁小游戏	未琢磨的矿石
300611	打铁小游戏	铁矿砂
300612	打铁小游戏	铁矿石
300613	打铁小游戏	铁精矿
300614	打铁小游戏	铜精矿
300615	打铁小游戏	黑晶矿
300616	打铁小游戏	白晶矿
300617	打铁小游戏	黄晶矿
300618	打铁小游戏	红晶矿
300619	打铁小游戏	蓝晶矿
300620	打铁小游戏	钛金属
300621	打铁小游戏	矿石等级
300622	打铁小游戏	选择锻造
300623	打铁小游戏	锻造目标
300624	打铁小游戏	矿石等级
300625	打铁小游戏	一、可以使用箭头键来进行操控二、在有效的移动次数完成锻造目标方可成功
302001	采药小游戏	获得金钱
302002	采药小游戏	医术技能：
302003	采药小游戏	利用锄头挖开土堆，看看能挖出什么药材。
302004	采药小游戏	采药提升
302005	采药小游戏	医术提升
303001	炼丹小游戏	请选择炼制种类
303002	炼丹小游戏	请选择要炼制的丹药
303003	炼丹小游戏	是否确定要炼制{0}？
303004	炼丹小游戏	选择炼制
303005	炼丹小游戏	炼制目标
303006	炼丹小游戏	操作说明
303007	炼丹小游戏	一、可以使用箭头键来进行操控二、在有限的移动次数完成炼制目标方可成功
303008	炼丹小游戏	二、在有限的移动次数完成炼制目标方可成功。
303009	炼丹小游戏	累计分数
303010	炼丹小游戏	丹药等级
303011	炼丹小游戏	技能提升
303012	炼丹小游戏	获得物品
303013	炼丹小游戏	草药
303014	炼丹小游戏	药材
303015	炼丹小游戏	药粉
303016	炼丹小游戏	药散
303017	炼丹小游戏	药油
303018	炼丹小游戏	药膏
303019	炼丹小游戏	药丸
303020	炼丹小游戏	药锭
303021	炼丹小游戏	药丹
303022	炼丹小游戏	金丹
303023	炼丹小游戏	仙丹
303024	炼丹小游戏	炼丹提升
303025	炼丹小游戏	医术提升
303026	炼丹小游戏	仙丹
303026	炼丹小游戏	仙丹
303101	划拳小游戏	比大小看看谁先出！
303102	划拳小游戏	我先来！
303103	划拳小游戏	要喊什么拳？
303104	划拳小游戏	{0}该你喝！
303105	划拳小游戏	{0}该我喝！
303106	划拳小游戏	来来来，再来一把！
303107	划拳小游戏	嘿嘿，这一拳我赢了！
303108	划拳小游戏	就这点酒还想醉倒我？解渴都不够！
303109	划拳小游戏	呕～我不行了！
303110	划拳小游戏	{0}该谁喝？
303111	划拳小游戏	出一只
303112	划拳小游戏	出二只
303113	划拳小游戏	出三只
303114	划拳小游戏	出四只
303115	划拳小游戏	五只全出
303121	划拳小游戏	宝一对
303122	划拳小游戏	一心敬
303123	划拳小游戏	哥俩好
303124	划拳小游戏	三桃园
303125	划拳小游戏	四季财
303126	划拳小游戏	五魁首
303127	划拳小游戏	六六顺
303128	划拳小游戏	七巧七
303129	划拳小游戏	八匹马
303130	划拳小游戏	九坛酒
303131	划拳小游戏	满福寿
303132	划拳小游戏	酒量
350001	宝箱提示	喔喔...打不开宝箱耶！
350002	圣堂之力提示	圣堂之力：可提升属性最大值，或锁定天赋和数值。
400001	商店名称	许鱼铺
400002	商店名称	地道鲤鱼焙面店
400003	商店名称	小白豆浆
400004	商店名称	丽姐鲜菜
400005	商店名称	老王肉摊
400006	商店名称	茶馆
400007	商店名称	伽蓝斋
400008	商店名称	洛阳酒馆
400009	商店名称	杂货店
400010	商店名称	铁匠铺
400011	商店名称	回春堂
400012	商店名称	当铺
400013	商店名称	古玩店
400014	商店名称	客栈
400015	商店名称	笔墨店
400016	商店名称	鱼铺
400017	商店名称	肉铺
400018	商店名称	药铺
400019	商店名称	铁匠铺
400020	商店名称	丝绸铺
400021	商店名称	散子铺
400022	商店名称	当铺
400023	商店名称	黑市商人
400024	商店名称	盐商
400025	商店名称	甜在心包子店
400026	商店名称	蜜饯店
400027	商店名称	太白楼
400028	商店名称	扇子铺
400029	商店名称	飘香楼
400030	商店名称	百草门
400031	商店名称	明月楼
400032	商店名称	阿鲁野味
400033	商店名称	伞铺
400101	商店名称	天府酒楼
400102	商店名称	药膳面线
400103	商店名称	猫咪狗的肉店
400104	商店名称	担担面
400105	商店名称	蜀锦铺
400106	商店名称	浣花楼
400107	商店名称	药铺
400108	商店名称	宝福楼
400109	商店名称	建男的铁匠铺
400110	商店名称	当铺
400111	商店名称	南北杂货
400112	商店名称	河洛商号
400113	商店名称	百草门
410001	场景名称	洛阳城
410002	场景名称	白马寺
410003	场景名称	野拳门
410004	场景名称	江府
410005	场景名称	市集
410006	场景名称	衙门
410007	场景名称	长虹镖局
410008	场景名称	天剑门
410009	场景名称	驿站
410010	场景名称	江府正厅
410011	场景名称	大雄殿
410012	场景名称	衙门地牢
410013	场景名称	李微之居
410014	场景名称	洛阳民宅
410015	场景名称	格斗场
410016	场景名称	天剑正厅
410017	场景名称	客栈房间
410018	场景名称	破庙
410019	场景名称	洛阳郊外
410020	场景名称	采矿场
410021	场景名称	杭州城
410022	场景名称	怡春院
410023	场景名称	西湖
410024	场景名称	渡口
410025	场景名称	杭州市集
410026	场景名称	飘香楼
410027	场景名称	明月楼
410028	场景名称	太白楼
410029	场景名称	废弃庙宇
410030	场景名称	唐氏宅邸
410031	场景名称	金风镖局
410032	场景名称	杭州民房
410041	场景名称	忘忧谷
410042	场景名称	竹林道
410051	场景名称	大雄宝殿
410052	场景名称	禁闭石洞
410053	场景名称	铜人阵
410054	场景名称	藏经阁
410055	场景名称	后山通道
411001	场景名称	天山
411002	场景名称	大漠
411003	场景名称	逍遥谷
411004	场景名称	黑风寨
411005	场景名称	洛阳
411006	场景名称	杭州
411007	场景名称	北丑居
411008	场景名称	杜康村
411009	场景名称	武当
411010	场景名称	成都
411011	场景名称	乐山大佛
411012	场景名称	剑卢
411013	场景名称	华山
411014	场景名称	西域村落
411015	场景名称	灵隐寺
411016	场景名称	练武场
411017	场景名称	铸剑大殿
411018	场景名称	藏剑阁
411019	场景名称	龙井村
411020	场景名称	后山通道
411021	场景名称	疯人院
411022	场景名称	百草园
411023	场景名称	芙蓉坊
411024	场景名称	浣花楼
411025	场景名称	宝福楼
411026	场景名称	天府酒楼
411027	场景名称	成都当铺
411028	场景名称	成都药铺
411029	场景名称	唐门暗房
411030	场景名称	唐门大厅
411031	场景名称	民宅
411032	场景名称	米店
411033	场景名称	兽皮店
411101	场景名称	剑圣居
411151	场景名称	修罗大殿
411152	场景名称	清璇房
411153	场景名称	英雄古道
411154	场景名称	华山大殿
900001	NPC情绪对话：洛阳左守城卫兵	整天就只能守着这城门，真是无聊透顶。
900002	NPC情绪对话：洛阳右守城卫兵	他娘的！当年在乡下农耕早出晚归也比这劳什子工作更快活。
900003	NPC情绪对话：洛阳白陶	唉…这些柴真重…
900004	NPC情绪对话：洛阳白陶	这匹马长的真是俊俏。
900005	NPC情绪对话：洛阳白陶	如果我也可以住在这种大宅就好了…
900006	NPC情绪对话：洛阳白陶	为什么这些木材这么重…
900007	NPC情绪对话：洛阳白陶	面好香阿…洛阳的鲤鱼面最好吃了～
900008	NPC情绪对话：洛阳白陶	晚上炒个三杯兔肉好像不错，小蜜蜜会喜欢吃吗？
900009	NPC情绪对话：洛阳白陶	嗯…还是杆个面团来做包饺子呢？
900010	NPC情绪对话：洛阳白陶	唉，算了…越想越饿…赶紧回家看小蜜蜜吧。
900011	NPC情绪对话：洛阳白陶	听说今天仇霸逃狱，真是可怕…幸好被江大侠制伏了。
900012	NPC情绪对话：洛阳白陶	如果有加入镖局…我今天就不用在这背柴了…
900013	NPC情绪对话：洛阳白陶	阿丽真是漂亮…
900014	NPC情绪对话：洛阳白陶	如果有这么漂亮的女人还照顾小蜜蜜…
900015	NPC情绪对话：洛阳面摊老板	地道的鲤鱼焙面呦…
900016	NPC情绪对话：洛阳肉贩老王	我老王家肉，价钱最公道，快来买啊…
900017	NPC情绪对话：洛阳肉贩老王	价廉物美的山猪肉，野兔肉只有我这里卖。
900018	NPC情绪对话：洛阳鱼摊许媛	都是新鲜的鱼，大家快来买呦…
900019	NPC情绪对话：洛阳鱼摊许媛	又肥又大的黄河鲤鱼…
900020	NPC情绪对话：洛阳菜贩大婶	大白菜，青江菜…
900021	NPC情绪对话：洛阳豆浆小白	又纯又香的小白豆浆…
900022	NPC情绪对话：洛阳李微之	逞披发仗剑威风，仙佛焉耳矣
900023	NPC情绪对话：洛阳李微之	有降龙伏虎手段，龟蛇云乎哉
900024	NPC情绪对话：洛阳唐伯虎	这就是著名的江天雄宅邸么？
900025	NPC情绪对话：洛阳唐伯虎	水车车水水随车，车停水止…
900026	NPC情绪对话：洛阳唐伯虎	风扇扇风风出扇，扇动风声…
900027	NPC情绪对话：洛阳唐伯虎	瞧这大如山的雕像…
900028	NPC情绪对话：洛阳唐伯虎	这是江湖小虾米么…
900029	NPC情绪对话：洛阳唐伯虎	生意如春意，财源似水源…
900030	NPC情绪对话：洛阳唐伯虎	瞧这，这是著名的白马寺么？
900031	NPC情绪对话：洛阳唐伯虎	苍松翠竹真佳客，明月清风是故人…
900032	NPC情绪对话：洛阳唐伯虎	画上荷花和尚画，观音堂寺唐寅观…
900033	NPC情绪对话：洛阳唐伯虎	这可不比苏州么。
900034	NPC情绪对话：洛阳唐伯虎	翠袖三千楼上下，黄金百万水西东…
900035	NPC情绪对话：洛阳唐伯虎	小亭节竹流青眼，卧榻清风满白头…
900036	NPC情绪对话：洛阳唐伯虎	吟诗作乐配诗城，好啊好啊。
900037	NPC情绪对话：洛阳唐伯虎	唯有牡丹真国色，花开时节动京城…
900037	NPC情绪对话：洛阳唐伯虎	当春天地争奢华，洛阳园苑尤纷拏…
900039	NPC情绪对话：洛阳唐伯虎	黄豆磨成白豆腐，用水功夫…
900040	NPC情绪对话：洛阳唐伯虎	青梅造作乌梅肉，因火节制…
900041	NPC情绪对话：洛阳唐伯虎	门前生意，好似夏月蚊虫，队进队出…
900042	NPC情绪对话：洛阳唐伯虎	柜里铜钱，要像冬天虱子，越捉越多…
900043	NPC情绪对话：洛阳唐伯虎	十口心思，思国思家思社稷…
900043	NPC情绪对话：洛阳唐伯虎	八目尚赏，赏风赏月赏秋香…
900045	NPC情绪对话：洛阳唐伯虎	炒豆燃开，抛下一双金龟甲…
900046	NPC情绪对话：洛阳唐伯虎	甜瓜切破，分成两片玉玻璃…
900047	NPC情绪对话：洛阳书僮	少爷您小心点走，别给摔着了。
900048	NPC情绪对话：洛阳书僮	这就是著名的洛阳城么？美景不比苏州啊。
900049	NPC情绪对话：洛阳书僮	能听少爷吟诗真是小的荣幸呢！
900050	NPC情绪对话：洛阳字帖店专用	喜好何物？我这里尽收大家之作，你细品细品。
900051	NPC情绪对话：香客芳姨	…………
900052	NPC情绪对话：老章	唉…你看看…
900053	NPC情绪对话：文宿	这…唉…
900054	NPC情绪对话：李四叔	听说啊…
900055	NPC情绪对话：张三伯	听说那个啊…
900056	NPC情绪对话：和尚	南无阿弥陀佛…善哉…
900057	NPC情绪对话：饭馆/酒馆	客官请坐请坐…
900058	NPC情绪对话：饭馆/酒馆	客官请随便找个位子坐吧…
900059	NPC情绪对话：商店	小伙子，到处看看吧…有想要的在跟我说…
900060	NPC情绪对话：擂台前	齐老头真是不屈不挠啊，还在深究野球拳的门道啊。
900061	NPC情绪对话：擂台前	你看！这女的长得不错，身材这么好，没错！
900062	NPC情绪对话：擂台前	城里的确人多热闹，不像我住的乡下，要啥没啥啊。
900063	NPC情绪对话：擂台前	就只是猜拳嘛～我也会。
900064	NPC情绪对话：擂台前	好矣！
900065	NPC情绪对话：擂台前	好棒啊～
900066	NPC情绪对话：酒馆杨云	呼～好酒啊…
900067	NPC情绪对话：齐老	嘿咻！嘿咻！
900068	NPC情绪对话：齐老	别瞧我年事已高，身手可不亚于年轻人。
900069	NPC情绪对话：齐老	嘿咻！嘿咻！
900070	NPC情绪对话：齐老	大爷，赏点碎银子吧！
900071	NPC情绪对话：打斗声专用	喝！
900072	NPC情绪对话：打斗声专用	哈！
900073	NPC情绪对话：洛阳唐伯虎	这白马寺的灵相大师，宝相庄严，如能有缘一见，乃当生之幸。
900074	NPC情绪对话：洛阳唐伯虎	昔日就是从西域将释迦摩尼像以及那四十二章经用白马驮了回来。
900075	NPC情绪对话：洛阳唐伯虎	骑上这白马的话，肯定威风。
900076	NPC情绪对话：洛阳唐伯虎	这四十二章经是第一部重要经典著作。迦叶摩腾、竺法兰把佛所说的某一段话称为一章，共选集了四十二段话
900077	NPC情绪对话：乞讨乞丐	大爷施舍点钱给我吧…
900078	NPC情绪对话：乞讨乞丐	我肚子好饿啊…
900079	NPC情绪对话：乞讨乞丐	嗯…不知老大到了没有…
900080	NPC情绪对话：沈湘芸	守城大哥们辛苦啦～
900081	NPC情绪对话：沈湘芸	有人要买药么？各式特制丹药，便宜卖哦～
900082	NPC情绪对话：沈湘芸	嗯？每次看到英雄小虾米的雕像，都会有熟悉感觉么？
900083	NPC情绪对话：沈湘芸	这儿还真热闹！
900084	NPC情绪对话：末普	刚才那和尚简直是马力全开啊！
900085	NPC情绪对话：李小融	谁能比的上无戒大和尚，上回那场才精彩呢！
900086	NPC情绪对话：地下格斗场	谁能比的上无戒大和尚，上回那场才精彩呢！
900087	NPC情绪对话：地下格斗场	太精彩啦！
900088	NPC情绪对话：镖局弟子	ZZZ…Z…ZZ……
900089	NPC情绪对话：矿工老周	呼呼，今日采到的矿可真是美吶！
900090	NPC情绪对话：小女孩	羊羊羊！
900091	NPC情绪对话：小女孩	乖乖，别乱跑啊。
900092	NPC情绪对话：小女孩	好漂亮的花啊。
900102	NPC情绪对话：仙草冰老板	来噢！好吃的仙草冰～冰凉凉的仙草冰～
900103	NPC情绪对话：仙草冰老板	清凉退火的仙草冰～
900104	NPC情绪对话：斗鸡店小童	鸡肉～鸡肉～
900105	NPC情绪对话：面摊吃面人	噢～这实在是太好吃了！
900112	NPC情绪对话：地下格斗场	打啊，打他妈的！
900113	NPC情绪对话：地下格斗场	哈哈哈～打的好啊。
900114	NPC情绪对话：洛阳城外	来福乖乖～这个亮晶晶的好漂亮啊～
900115	NPC情绪对话：洛阳城外	我可以跳很多下哦！！！
900116	NPC情绪对话：洛阳城外	嘻嘻嘻嘻～
900117	NPC情绪对话：唐伯虎	若能骑在这匹马上，肯定威风啊！
900118	NPC情绪对话：唐伯虎	怎么打都那几招啊！
900119	NPC情绪对话：锦希	哇～小三子你看，好大匹的马啊。
900120	NPC情绪对话：小三子	好大～好大～
900121	NPC情绪对话：锦希	小三子你看，好大户的人家啊！
900122	NPC情绪对话：锦希	小三子，这就是传闻中的小虾米英雄雕像呢。
900123	NPC情绪对话：小三子	姊～我长大也要像他一样～
900124	NPC情绪对话：沈湘芸	不行喔，这里是佛寺，你不可以进去的。乖！
900125	NPC情绪对话：沈湘芸	阿三哥，这是我昨天作的药膳馒头，你多吃一点。
900126	NPC情绪对话：沈湘芸	这年头真是人心不古…为甚么要做这些坏事呢？
900127	NPC情绪对话：沈湘芸	家里的药材还很多，等用完再来跟霍叔进货。
900128	NPC情绪对话：沈湘芸	许家妹子，令尊的腿伤好些了么？记得请他按时服药。
900129	NPC情绪对话：谷月轩	哈哈哈哈哈哈哈～
900130	NPC情绪对话：仇霸	哈哈哈哈哈～
900131	NPC情绪对话：村长	唉……
900132	NPC情绪对话：易西月	大鱼什么时候才会上钩呢
900133	NPC情绪对话：小狗子	嘻嘻～来抓我啊
900134	NPC情绪对话：卖菜大婶	唉…年纪大了…腰有时都会痛啊
900135	NPC情绪对话：丁氏	今天晚上要煮啥好呢
900136	NPC情绪对话：阿成	子曰：学而时习之，不亦说乎？
900137	NPC情绪对话：阿成	有朋自远方来，不亦乐乎？
900138	NPC情绪对话：阿成	人不知而不愠，不亦君子乎？
900139	NPC情绪对话：樵夫	这斧头有点钝了，该换把新的了
900140	NPC情绪对话：猎人	如果让我见到那死猴子，看我一箭射死他
900141	NPC情绪对话：杜鹃	唉，我怎生得如此漂亮呢?
900142	NPC情绪对话：杜康村孩童	不要跑～～～
900143	NPC情绪对话：杜康村孩童	你走开啦
900144	NPC情绪对话：杜康村村姑	每天一定要喝点杜康酒，不喝就没精神啊
900145	NPC情绪对话：喝茶人	这茶真是好喝
900146	NPC情绪对话：吃面人	稀哩呼噜～
900147	NPC情绪对话：坐在石椅的人	唉……
900148	NPC情绪对话：算酒人	一瓮、两瓮、三瓮、奇怪，我算到第几瓮了
900149	NPC情绪对话：卖面小子	来喔～好吃的面喔
900150	NPC情绪对话：浇水人	小～花～儿～快快长大
900151	NPC情绪对话：驿站老板	来～送货送信都可以委托本大爷我吶～
900152	NPC情绪对话：齐老	哈啊～空气真好！
900153	NPC情绪对话：齐老	今日感谢各位赏面！
900154	提示讯息	[C91707]尚未装备[-]
900155	NPC情绪对话：驿站车夫	这位大哥，要送货还是送信吶？
900156	NPC情绪对话：齐丽	爹爹早啊！
900157	NPC情绪对话：北丑	嘿嘿嘿，小子，想要知道什么情报么？给钱就对了！
900158	NPC情绪对话：西门峰	还不快给老子认真地打！
900159	NPC情绪对话：西门峰	使劲阿，像个娘们似的！
900160	NPC情绪对话：西门峰	有点饿了…
900161	NPC情绪对话：西门峰	走，吃饭去！
900162	NPC情绪对话：西门峰	老板，把好料的全都给我端上！
900163	NPC情绪对话：商仲仁	咱们晚点再到江府吧，先到处走走！
900164	NPC情绪对话：三师弟	太好了，好久没有出来了！
900165	NPC情绪对话：五师弟	大师兄说了算！
900166	NPC情绪对话：商仲仁	就这是小虾米雕像么？
900167	NPC情绪对话：五师弟	管他当年有多厉害，现在就只是雕像罢了！
900168	NPC情绪对话：商仲仁	白马寺啊…
900169	NPC情绪对话：三师弟	大师兄，咱们进去看看呗！
900170	NPC情绪对话：徐子骐	喝！哈！
900171	NPC情绪对话：巡逻官兵	今日仇霸逃狱，可得多加派人手巡逻吶！
900172	NPC情绪对话：巡逻官兵	你们俩可得多加紧把风啊，可别让贼进城吶！
900173	NPC情绪对话：沈湘芸	嗯？那边发生了什么事吗？
900174	NPC情绪对话：沈湘芸	老婆婆，请你别再害怕了。
900175	NPC情绪对话：城门处女生	江大侠方才简直是帅呆了！
900176	NPC情绪对话：城门处女生	刚才好可怕吶…
900177	NPC情绪对话：醉仙	好个…嗝…即墨老酒…噶、啊～
900178	NPC情绪对话：阿婉	来噢！来看看，新鲜的肉哦！
900179	NPC情绪对话：江府家丁	这马粪怎扫都扫不完吶…
910118	NPC情绪对话：李微之	关关睢鸠
910119	NPC情绪对话：李微之	在河之洲
910120	NPC情绪对话：李微之	窈窕淑女
910121	NPC情绪对话：李微之	君子好逑
910161	NPC情绪对话：驿站老板	这次的厨艺大赛究竟是谁会获得优胜呢
910162	NPC情绪对话：年老	唉…
910163	NPC情绪对话：年芙蓉	这次厨艺大赛我们一定要赢！
910164	NPC情绪对话：芙蓉坊前书生	芙蓉坊……这名字可真好听
910165	NPC情绪对话：成都城兽皮店老板	上好的兽皮唷～～
910166	NPC情绪对话：宝福楼店小二	我们这边好吃可多得很呢
910167	NPC情绪对话：天府酒楼店小二	我们的食物可是成都城最好吃的
910168	NPC情绪对话：天府酒楼客人甲	好吃，好吃～
910169	NPC情绪对话：天府酒楼客人乙	这次厨艺大赛天府酒楼赢定了！
910170	NPC情绪对话：药膳店老板	好吃的药膳喔～
910171	NPC情绪对话：肉店老板	新鲜的肉喔～
910172	NPC情绪对话：面店老板	好吃的担担面喔～
910173	NPC情绪对话：蜀锦店老板	好看的蜀锦喔～
910174	NPC情绪对话：方云华	我一定要为武当夺下优胜
910175	NPC情绪对话：虚真	阿弥陀佛～
910176	NPC情绪对话：纪玟	为何不办个打猎大会呢
910177	NPC情绪对话：齐丽	唉……好想快点回去
910178	NPC情绪对话：西门峰	这次一定要给夏侯非那家伙一点颜色瞧瞧
910179	NPC情绪对话：江瑜	这可是结交各大门派的好机会
910180	NPC情绪对话：关伟	齐丽也来了……
910181	NPC情绪对话：唐冠南	这次我一定要技压群雄
910182	NPC情绪对话：夏侯非	哼，西门锋那家伙也来这丢脸了
910183	NPC情绪对话：商仲仁	哈哈，优胜一定非我八卦门莫属
910184	NPC情绪对话：傅剑寒	这独孤前辈的雕像栩栩如生啊
910185	NPC情绪对话：任剑南	铸剑山庄除了铸剑武功也是一绝啊
910186	NPC情绪对话：巩光杰	百草门可不是省油的灯
910187	NPC情绪对话：萧遥	可要抓紧时间准备英雄大会文考呢
910188	NPC情绪对话：陆少临	哇～各个门派美女如云啊
910189	NPC情绪对话：燕宇	……
910190	NPC情绪对话：王蓉(史燕)	青江菜，大白菜，高丽菜……
910191	NPC情绪对话：曹鄂华(沈香芸)	怎么没看到谷少侠呢……
910192	NPC情绪对话：秦红殇(香儿)	这是让大家看到霹雳堂的好机会
910193	NPC情绪对话：何秋娟(唐中慧)	……
911001	Mood：龙井村乞丐	大爷，赏点银子吧！
911002	Mood：龙井村唱歌小孩	戴起那个竹笠，穿花裙～
911003	Mood：龙井村唱歌小孩	采茶的姑娘，一群群～
911004	Mood：龙井村唱歌小孩	去到茶山上呀，采呀采青茶呀～
911005	Mood：龙井村唱歌小孩	呼…呼噜……
911006	Mood：龙井村舔棒小孩	好吃…好甜…
911007	Mood：龙井村村口游客	好浓的茶香阿……
911008	Mood：龙井村村口游客	精神都来了！
911009	Mood：龙井村村口游客	买10斤好呢……还是20斤？
911010	Mood：龙井村村口游客	买30斤...好像可以货送到府！
911011	Mood：龙井村跳绳小孩	1、2、3……
911012	Mood：龙井村跳绳小孩	23、24、25…
911013	Mood：龙井村跳绳小孩	67、68、69…
911014	Mood：龙井村跳绳小孩	呼～好累，休息一下……
911015	Mood：龙井村跳绳小孩	小皮球，香蕉油～
911016	Mood：龙井村跳绳小孩	满地开花二十一
911017	Mood：龙井村跳绳小孩	二五六～二五七～
911018	Mood：龙井村跳绳小孩	二八、二九、三十一～～～
911019	Mood：龙井村喝茶老翁	好茶…好茶……
911020	Mood：龙井村喝茶老翁	余韵在喉中回荡阿……
911021	Mood：龙井村喝茶中年	真香……
911022	Mood：龙井村喝茶中年	再来一杯……甘啦!
911023	Mood：龙井村喝茶中年	唔……
911024	Mood：龙井村河边练喉女	龙～井～茶～好～喝～唷～
911025	Mood：龙井村河边练喉女	自～然～茶～味～
911026	Mood：龙井村河边练喉女	好～韵～无～穷～
911027	Mood：龙井村河边泡脚翁	溪水真清凉阿……
911028	Mood：龙井村烧窑人阿都	嘿…呼……
911029	Mood：龙井村闲晃老者	讨厌的蜜蜂…
911030	Mood：龙井村闲晃老者	这群孩子可真有朝气！
911031	Mood：龙井村闲晃老者	想换个蚕丝枕头……
911032	Mood：龙井村闲晃老者	嘿…醒醒阿！……
911033	Mood：龙井村耕种者	嘿咻...嘿咻……
911034	Mood：龙井村走路妇	今天外地人真多～
911035	Mood：龙井村走路妇	呼～太阳真大…
911036	Mood：龙井村走路妇	泉水真清澈……
911037	Mood：龙井村养蚕人	忙死啦～
911038	Mood：龙井村养蚕人	但是客人越多越好！
911039	Mood：龙井村养蚕人	………我是说……蚕宝宝！
911040	Mood：龙井村采茶歌	戴起那个竹笠，穿花裙～
911041	Mood：龙井村采茶歌	采茶的姑娘，一群群～
911042	Mood：龙井村采茶歌	去到茶山上呀，采呀采青茶呀，不怕太阳晒头顶～
911043	Mood：龙井村采茶歌	戴起那个套袖， 裹花巾～
911044	Mood：龙井村采茶歌	采茶的姑娘，一群群～
911045	Mood：龙井村采茶歌	大家手不停呀，采呀采青茶呀，不怕刺藤扎手心～
911046	Mood：龙井村采茶歌	采茶那个要采茶叶青，你要看一看清～
911047	Mood：龙井村采茶歌	嫁郎那个要嫁最年轻，也要像茶叶青～
911048	Mood：龙井村采茶歌	采茶那个姑娘，一群群～
911049	Mood：龙井村采茶歌	上得那茶山采茶青～
911050	Mood：龙井村采茶歌	唱起采茶歌呀，送呀送个信呀～
911051	Mood：龙井村采茶歌	可有情郎，郎呀郎来听～
911052	Mood：龙井村装忙人	这个拿一点…
911053	Mood：龙井村装忙人	那个拿一些…
911054	Mood：龙井村装忙人	哇…桑叶又快吃完啦～
911055	Mood：龙井村茶酒发明家	是茶……还是酒……
911056	Mood：龙井村茶酒发明家	茶酒……
911057	Mood：龙井村茶酒发明家	酒茶……
911058	Mood：龙井村鼓掌小弟	小红姊姊好棒啊！
911059	Mood：龙井村鼓掌小弟	阿翠姊姊真厉害！
911060	Mood：龙井村游荡男	怪可怜的…
911061	Mood：龙井村游荡男	大姐们～努力唷～
911062	Mood：龙井村游荡男	天气真好～
911063	Mood：龙井村村口游客	真是好听！
911064	Mood：龙井村绿衣老者	这风吹起来真舒服……
911065	Mood：龙井村喝茶小子	我也想喝茶。
911066	Mood：龙井村店小二	来喝茶喔～好喝的茶喔～
911067	Mood：龙井村养蜂人	蜜蜂好像又变少了？
911068	Mood：龙井村摇水人	水质真好～
911069	Mood：铸剑山庄任浩然	听音观影，便知优劣
911070	Mood：铸剑山庄任浩然	铸剑如烹饪，关键在火侯
911071	Mood：铸剑山庄任浩然	天龙教最近动作频频，该如何是好……
911072	Mood：铸剑山庄任剑南	琴音袅袅……
911073	Mood：铸剑山庄任剑南	龙吟虎啸……
911074	Mood：铸剑山庄任剑南	该替白晶剑打磨一下了……
911075	Mood：铸剑山庄剑奴	趁机休息一下……
911076	Mood：铸剑山庄守阁弟子	剑阁重地，闲人勿近
911077	Mood：铸剑山庄弟子3	铸剑真是不容易啊……
911078	Mood：铸剑山庄弟子4	谁又把剑给弄乱了……
911079	Mood：铸剑山庄弟子5	采矿真是累人……
911080	Mood：铸剑山庄守门弟子	少庄主不知回来没……
911081	Mood：铸剑山庄鲁师傅	红晶好像又不够了……
911082	Mood：铸剑山庄鲁师傅	还不行……
911083	Mood：铸剑山庄鲁师傅	看来得重来一次。
911084	Ｍood：凌云窟_西门玄	嘿！看剑～
911085	Ｍood：凌云窟_西门玄	再来！！
911086	Ｍood：凌云窟_夏侯城	阿～～～喝！！！
911087	Ｍood：凌云窟_夏侯城	接我一刀！
911088	Ｍood：凌云窟_西门峰	嘿！看剑～
911089	Ｍood：凌云窟_西门峰	再来！！
911090	Ｍood：凌云窟_夏侯非	阿～～～喝！！！
911091	Ｍood：凌云窟_夏侯非	接我一刀！
911092	Ｍood：青城派_商仲仁	真期待……
911093	Ｍood：青城派_夏侯非	这里有线索吗……
911094	Ｍood：青城派_青霞子	为了青城派……
911095	Ｍood：青城派_客房弟子	提供客房，小憩休息～
911096	Ｍood：青城派_指路弟子	请随意参观～
911097	Ｍood：青城派_迎宾弟子	欢迎来到青城派～
911098	Ｍood：青城派_明镜	奇怪……到哪去了？
911099	Ｍood：青城派_路中	不知道谁会赢……
911100	Ｍood：青城派_紫阳子	这天终于到了……
911101	Ｍood：青城派_萧遥	肚子真饿～
911102	Ｍood：青城派_江瑜	……场面真大！
911103	Ｍood：青城派_虚真	阿弥陀佛……
911104	Ｍood：青城派_西门峰	可一定要通知我！
911105	Ｍood：青城派_任剑南	…………
911106	Ｍood：青城派_唐冠南	嘿嘿…最好是这样……
911107	Ｍood：青城派_方云华	待我瞧瞧……
911108	Ｍood：天龙教_天王	真的该去吗…
911109	Ｍood：天龙教_宫夕瑶	快点娶我！！！
911110	Ｍood：汉族男子	我要变强…
911111	Ｍood：天龙教男子	到底谁在搞鬼…
911112	Ｍood：天龙教女子	王奶奶…请保佑我们
911113	Ｍood：天龙教女孩	小宝乖，快快睡。
911114	Ｍood：教众_外野手	风可真大……
911115	Ｍood：教众_守门队长	认真点，小心可疑人士！
911116	Ｍood：教众_左守门	左护法好！！
911117	Ｍood：教众_右守门	左护法好！！呦～
911118	Ｍood：教众_迎宾	大殿密会…不知在讨论什么…
911119	Ｍood：教众_练武甲	听说是一对呢……
