#iID	s3DModel	sMaxImage	sHalfImage	iFriendly	sNpcName	sIntroduction	iBattleClass	iStarClass	iGenderType	iMartialType	sTitle
100140	W_pupil	B100140	100140	0	西域番僧	西域番僧	1	0	0	28	密宗门徒
100141	Etc_Shark1	B100141	100141	0	熊天霸	身高八尺以上的绿林好汉，虽然冲动暴躁却极讲江湖信义。现任海鲨帮帮主，和史义、陆少临有着八拜为交的过命交情。	1	0	0	24	虎鲨
100142	Etc_Shark2	B100142	100142	0	海鲨帮众	海鲨帮众	1	0	0	24	海鲨帮众
100143	Etc_eagle	B100143	100143	0	金翅鸟	居住在大漠的巨大怪鸟，与神鵰是好兄弟	1	0	0	0	沙漠之鹰
100144	Etc_jp01	B100144	100144	0	东瀛倭寇	东瀛倭寇	1	0	0	25	东瀛倭寇
100145	Etc_jp02	B100145	100145	0	东瀛浪人	号称东瀛第一高手，渡海而来，四处踢馆，是个武道狂人。	1	0	0	25	拔刀千人斩
100146	LY_white	0	0	0	豆浆小白	0	0	0	0	0	江湖游侠
100147	LY_whitemother	0	0	0	小白母亲	0	0	0	0	0	江湖游侠
100148	LY_Ren	0	0	0	阿仁	0	0	0	0	0	江湖游侠
100149	LY_hunter	0	0	0	李三	0	0	0	0	0	江湖游侠
100150	LY_meatseller	0	0	0	老王	0	0	0	0	0	江湖游侠
100151	LY_fisher	0	0	0	许渔夫	0	0	0	0	0	江湖游侠
100152	LY_fishergirl	0	100152	0	许媛	0	0	0	0	0	江湖游侠
100153	LY_joker	B100153	100153	0	北丑	0	0	0	0	0	江湖游侠
100154	LY_horseman	0	0	0	驿站老板	0	0	0	0	0	江湖游侠
100155	LY_herbboss	0	0	0	药铺老板	0	0	0	0	0	江湖游侠
100156	LY_antiques	0	0	0	古玩老板	0	0	0	0	0	江湖游侠
100157	LY_pawn	0	0	0	当铺老板	0	0	0	0	0	江湖游侠
100158	LY_ironman	0	0	0	铁匠老板	0	0	0	0	0	江湖游侠
100159	LY_seller	0	0	0	杂货老板	0	0	0	0	0	江湖游侠
100160	LY_drawseller	0	0	0	字帖老板	0	0	0	0	0	江湖游侠
100161	LY_waiter	0	0	0	客栈小二	0	0	0	0	0	江湖游侠
100162	LY_boss	0	0	0	客栈掌柜	0	0	0	0	0	江湖游侠
100163	LY_chief	0	0	0	厨师	0	0	0	0	0	江湖游侠
100164	LY_client	0	0	0	师爷	0	0	0	0	0	江湖游侠
100165	LY_soldier	0	0	0	左守城兵	0	0	0	0	0	江湖游侠
100166	LY_vseller	0	0	0	卖菜大婶	0	0	0	0	0	江湖游侠
100167	LY_tea	0	0	0	茶博士	0	0	0	0	0	江湖游侠
100168	LY_noodle	0	0	0	面摊老板	0	0	0	0	0	江湖游侠
100169	LY_customer01	0	0	0	李四叔	0	0	0	0	0	江湖游侠
100170	LY_customer02	0	0	0	张三伯	0	0	0	0	0	江湖游侠
100171	LY_customer03	0	0	0	杨惕	0	0	0	0	0	江湖游侠
100172	LY_customer04	0	0	0	杨钰	0	0	0	0	0	江湖游侠
100173	LY_people01	0	0	0	老章	0	0	0	0	0	江湖游侠
100174	LY_people02	0	0	0	文宿	0	0	0	0	0	江湖游侠
100175	LY_people03	0	0	0	李逸	0	0	0	0	0	江湖游侠
100176	LY_people04	0	0	0	张小岚	0	0	0	0	0	江湖游侠
100177	LY_people05	0	0	0	白陶	0	0	0	0	0	江湖游侠
100178	LY_people06	0	0	0	老仆	0	0	0	0	0	江湖游侠
100179	LY_people07	0	0	0	张三水	0	0	0	0	0	江湖游侠
100180	LY_people08	0	0	0	巩锡	0	0	0	0	0	江湖游侠
100181	LY_people09	0	0	0	挑夫	0	0	0	0	0	江湖游侠
100182	LY_people10	0	0	0	梧桐	0	0	0	0	0	江湖游侠
100183	LY_people11	0	0	0	陶里	0	0	0	0	0	江湖游侠
100184	LY_child01	0	0	0	锦希	0	0	0	0	0	江湖游侠
100185	LY_child02	0	0	0	惜缘	0	0	0	0	0	江湖游侠
100186	LY_child03	0	0	0	小三子	0	0	0	0	0	江湖游侠
100187	LY_child04	0	0	0	阿顺	0	0	0	0	0	江湖游侠
100188	LY_4jiao	0	0	0	轿夫	0	0	0	0	0	江湖游侠
100189	LY_baibai	0	0	0	芳姨	0	0	0	0	0	江湖游侠
100190	LY_worker	0	0	0	老周	0	0	0	0	0	江湖游侠
100191	LY_Xian	0	0	0	老板娘	0	0	0	0	0	江湖游侠
100192	LY_fisherman	0	0	0	易老翁	0	0	0	0	0	江湖游侠
100193	LY_flowerman	0	0	0	花农	0	0	0	0	0	江湖游侠
100194	LY_doubtboss	0	0	0	赌场老板	0	0	0	0	0	江湖游侠
100195	LY_doubt01	0	0	0	王岱	0	0	0	0	0	江湖游侠
100196	LY_doubt02	0	0	0	妙手空空	0	0	0	0	0	江湖游侠
100197	LY_doubt03	0	0	0	末普	0	0	0	0	0	江湖游侠
100198	LY_doubt04	0	0	0	阿水	0	0	0	0	0	江湖游侠
100199	LY_doubt05	0	0	0	李小融	0	0	0	0	0	江湖游侠
100200	LY_stealer	0	0	0	阿德	0	0	0	0	0	江湖游侠
100201	LY_scholar	B100201	100201	0	李微之	0	0	0	0	0	江湖游侠
100202	LY_huaan	0	0	0	华安	0	0	0	0	0	江湖游侠
100203	LY_tonbohu	B100203	100203	0	唐伯虎	0	0	0	0	0	江湖游侠
100204	CD_nian	0	0	0	年老	0	0	0	0	0	江湖游侠
100205	CD_fulon	0	100205	0	年芙蓉	0	0	0	1	0	江湖游侠
100206	CD_foodseller	0	0	0	李大食	0	0	0	0	0	江湖游侠
100207	CD_corpse	0	0	0	试毒尸体	0	0	0	0	0	江湖游侠
100208	HZ_bitch01	0	0	0	牡丹	0	0	0	0	0	江湖游侠
100209	HZ_bitch02	0	0	0	芍药	0	0	0	0	0	江湖游侠
100210	HZ_bitch03	0	0	0	兰花	0	0	0	0	0	江湖游侠
100211	HZ_bitch04	0	0	0	水仙	0	0	0	0	0	江湖游侠
100212	HZ_bitch05	0	0	0	蜡梅	0	0	0	0	0	江湖游侠
100213	HZ_bitch06	0	0	0	合欢	0	0	0	0	0	江湖游侠
100214	HZ_bitch07	0	0	0	莞花	0	0	0	0	0	江湖游侠
100215	HZ_bitch08	0	0	0	木槿	0	0	0	0	0	江湖游侠
100216	HZ_oldbitch	B100216	100216	0	老鸨	0	0	0	0	0	江湖游侠
100217	HZ_turtle	0	0	0	龟公	0	0	0	0	0	江湖游侠
100218	HZ_piaoke01	0	0	0	胡钧	0	0	0	0	0	江湖游侠
100219	HZ_piaoke02	0	0	0	陶玺	0	0	0	0	0	江湖游侠
100220	HZ_piaoke03	0	0	0	妲不枯	0	0	0	0	0	江湖游侠
100221	HZ_piaoke04	0	0	0	杨纣	0	0	0	0	0	江湖游侠
100222	HZ_piaoke05	0	0	0	苜蓿	0	0	0	0	0	江湖游侠
100223	TL_naluo2	0	100007	0	香儿	江南第一名妓并非徒有虚名，年仅十八便艳名初显，但此女卖艺不卖身，曾有富商出一万两替其赎身，却遭拒绝。坊间传闻与魔教有些瓜葛。	0	0	1	0	江湖游侠
100224	Robber_horse	B100224	100224	0	盗贼	凶狠的盗贼，杀人越货，不恶不干	0	0	0	0	暗度陈仓
100225	LY_police	0	0	0	捕快	0	0	0	0	0	江湖游侠
100226	LY_soldier2	0	0	0	右守城兵	0	0	0	0	0	江湖游侠
100227	Sword_pupil	B100073	100073	0	天剑门人	天剑门弟子	0	0	0	0	天剑门人
100228	Sword_pupil	B100073	100073	0	天剑门人	天剑门弟子	0	0	0	0	天剑门人
100229	BG_pupil	B100090	100090	0	五师弟	八卦门弟子	0	0	0	16	八卦门人
100230	Guanfu_pupil	0	0	0	衙门官兵	0	0	0	0	0	江湖游侠
100231	LY_xian	0	0	0	刁玉娘	0	0	0	0	0	江湖游侠
100232	LY_waiter	0	0	0	店小二	0	0	0	0	0	江湖游侠
100233	LY_chief	0	0	0	王小余	0	0	0	0	0	江湖游侠
100234	LY_people12	0	0	0	娇娘	0	0	0	0	0	江湖游侠
100235	Biao_pupil	B100079	100079	0	镖局镖师	镖局的镖师	0	0	0	0	镖局镖师
100236	Biao_pupil	B100079	100079	0	镖局镖师	镖局的镖师	0	0	0	0	镖局镖师
100240	LY_antiques	0	0	0	李爷	0	0	0	0	0	江湖游侠
100241	Gb_pupil01	B100102	100102	0	亚古	0	0	0	0	0	江湖游侠
100242	Sword_pupil	B100073	100073	0	天剑门人	天剑门弟子	0	0	0	0	天剑门人
100243	Sword_pupil	B100073	100073	0	天剑门人	天剑门弟子	0	0	0	0	天剑门人
100245	WS_master	B100245	100245	0	曹岱	华山派现任掌门，爱女如命，平素为人慈和。但极重正邪之别。视魔教为武林之疸，亟欲除之后快。	1	0	0	23	君子剑
100246	WS_pupil1	B100246	100246	0	华山门人	华山派弟子，最崇拜的人是华山浪子令狐冲	1	0	0	23	华山门人
100247	East_king	B100247	100247	0	诚王	为当今皇室之六王爷，常微服出游。性情宽和，爱民如子，有治国之才。也因此为当今皇帝所忌。	1	0	0	11	皇亲国戚
100248	Guanfu_killer	0	0	0	孟坚	锦衣卫	1	0	0	11	江湖游侠
100248	LY_doubt05	0	0	0	观众	0	0	0	0	0	江湖游侠
100250	LY_fishergirl	0	0	0	冰店老板	0	0	0	0	0	江湖游侠
100251	LY_fisherman	0	0	0	冰店客人	0	0	0	0	0	江湖游侠
100252	LY_Ren	0	0	0	阿奇	0	0	0	0	0	江湖游侠
100253	LY_people12	0	0	0	居民	0	0	0	0	0	江湖游侠
100254	LY_doubt01	0	0	0	钱来	0	0	0	0	0	江湖游侠
100255	LY_customer01	0	0	0	吃饭路人	0	0	0	0	0	江湖游侠
100256	LY_customer02	0	0	0	吃饭路人	0	0	0	0	0	江湖游侠
100257	LY_doubt05	0	0	0	孙满	0	0	0	0	0	江湖游侠
100258	LY_doubt04	0	0	0	李黑	0	0	0	0	0	江湖游侠
100259	LY_doubt02	0	0	0	周旦	0	0	0	0	0	江湖游侠
100260	LY_doubt03	0	0	0	吴用	0	0	0	0	0	江湖游侠
100261	LY_baibai	0	0	0	王虔	0	0	0	0	0	江湖游侠
100262	LY_police	0	0	0	巡逻官兵	0	0	0	0	0	江湖游侠
100263	SL_Pupil	B100049	100049	0	虚和	0	0	0	0	0	江湖游侠
100264	BG_pupil	B100090	100090	0	五师弟	0	0	0	0	0	江湖游侠
100271	LY_child02	0	0	0	大伟	0	0	0	0	0	江湖游侠
100272	LY_child03	0	0	0	忠和	0	0	0	0	0	江湖游侠
100273	LY_child04	0	0	0	小透	0	0	0	0	0	江湖游侠
100274	LY_Ren	0	0	0	小孩	0	0	0	0	0	江湖游侠
100275	LY_people05	0	0	0	轻挑夫	0	0	0	0	0	江湖游侠
100276	LY_xian	0	0	0	春花	0	0	0	0	0	江湖游侠
100277	LY_people10	0	0	0	洪青	0	0	0	0	0	江湖游侠
100278	DK_man01	0	0	0	杜康村长	0	0	0	0	0	江湖游侠
100279	LY_fisherman	0	0	0	易西月	0	0	0	0	0	江湖游侠
100280	LY_people04	0	0	0	小狗子	0	0	0	0	0	江湖游侠
100281	DK_man06	0	0	0	阿成	0	0	0	0	0	江湖游侠
100282	DK_man05	0	0	0	樵夫	0	0	0	0	0	江湖游侠
100283	LY_hunter	0	0	0	猎人	0	0	0	0	0	江湖游侠
100284	LY_vseller	0	0	0	卖菜大婶	0	0	0	0	0	江湖游侠
100285	DK_woman03	0	0	0	丁氏	0	0	0	0	0	江湖游侠
100286	DK_woman01	0	0	0	杜鹃	0	0	0	0	0	江湖游侠
100287	LY_child03	0	0	0	村中孩童	0	0	0	0	0	江湖游侠
100288	LY_child02	0	0	0	村中孩童	0	0	0	0	0	江湖游侠
100289	LY_xian	0	0	0	招弟	杜康村村姑	0	0	0	0	江湖游侠
100290	LY_customer02	0	0	0	喝茶人	0	0	0	0	0	江湖游侠
100291	LY_customer01@action01	0	0	0	吃面人	0	0	0	0	0	江湖游侠
100292	LY_doubt05	0	0	0	居民	0	0	0	0	0	江湖游侠
100293	LY_seller	0	0	0	算酒人	0	0	0	0	0	江湖游侠
100294	LY_people10	0	0	0	卖面小子	0	0	0	0	0	江湖游侠
100295	LY_flowerman	0	0	0	张帆	杜康村浇水人，黄骆事件。	0	0	0	0	江湖游侠
100296	HZ_bitch09	0	100296	0	伪香儿	花名石榴。	0	0	0	0	江湖游侠
100297	KF_ruxiulin	B100297	100297	1	陆少临	金风镖局少镖头。由于父亲长年在外，十五岁即开始处理镖局事务。勤练家传崩云刀法。为人随意不羁，讨厌责任。好行侠仗义、结交朋友，因此与绿林好汉多有交情。	0	0	0	26	风流镖头
100298	SL_wdien	B100298	100298	0	无颠	少林寺方丈无因之下的达摩堂首座第一高手，叛僧无戒的亲兄弟。因对无戒叛出少林之事一直耿耿于怀，所以誓要要将其捉回少林寺。	0	0	0	4	颠三倒四
100299	CC_yen	B100299	100299	1	燕宇	青城派首席弟子，视剑如命，其剑法已得青城派真传。冷面寡言，极少表露内心想法。能识人，轻生重道的剑客。	0	0	0	22	一字电剑
100300	LZ_people02	0	0	0	菜农	0	0	0	0	0	江湖游侠
100301	Biao_pupil	B100079	100079	0	镖局镖师	镖局的镖师	0	0	0	0	镖局镖师
100302	Biao_pupil	B100079	100079	0	镖局镖师	镖局的镖师	0	0	0	0	镖局镖师
100303	LY_people07	0	0	0	吴翠	0	0	0	0	0	江湖游侠
100304	CD_fulon	0	0	0	阿婉	0	0	0	0	0	江湖游侠
100305	Dog	0	0	0	小黄狗	0	0	0	0	0	江湖游侠
100306	TL_ghost	B100011	100011	0	夜叉	天龙教八部众之夜叉，原名姬无双，喜穿一身红衣的美艳女子。擅长轻功且邪气逼人，是龙王麾下的首席战将。	1	0	1	1	天龙八部
100307	TL_naluo	B100007	100007	0	紧那罗	天龙教八部众之紧那罗，原名不详，经常与乾达婆一起行事，擅歌舞。容姿不凡。为天王心腹，以从少林寺救出天王为己任。	1	0	0	1	天龙八部
100308	TL_bitch	B100008	100308	0	干达婆	小名香儿，天龙八部之干达婆，性情温和的女性，只喜欢弹琴、音乐，不喜与人交往。天王心腹，一心要救天王脱离少林。同时有另外一个身份，为江南第一名妓，年仅一八岁便艳名远播，但是卖艺不卖身。曾有富商出一万两为其赎身，却遭拒，并不以青楼为耻。	1	0	1	1	天龙八部
100309	TL_eagle	B100009	100009	0	迦楼罗	天龙教八部众之迦楼罗，原名任天翔。武功高深莫测，性情豪迈而不拘小节。只忠于前任教主天王，因与龙王不合而辞去教中之职远渡塞外。只和金翅大鹏鸟为伴。	1	0	0	1	天龙八部
100310	TL_mohu	B100310	100310	0	摩呼罗迦	天龙教八部众之摩呼罗迦，原名罗蛇君，天龙教中用毒高手。个性阴沉而行事毒辣，江湖上恶名远播。在龙王麾下专门负责笼络江湖各大门派的势力收为己用。	1	0	0	1	天龙八部
100311	Xyg_Xuanmin2	B100311	100311	0	玄冥子	无瑕子的师弟，原本也是逍遥谷传人，在无瑕子跟萧潇之间，有着一段不为人知的纠葛。后叛出逍遥谷，投奔天龙教，为人阴狠，十分懂得利用人性的弱点。身具百年前失传的「化功大法」绝活并擅于用毒。	1	0	0	1	辣手毒心
100312	KungOnly	B100312	100312	0	公孙坚	来自绝情谷，武功十分高强，为人阴狠自负，喜好女色。七年前为博夜叉芳心独闯天龙教，却败于龙王手中。此后便死心踏地为龙王办事。	1	0	0	0	绝情谷主
100314	Huang_Camel	B100314	100314	0	黄骆	0	1	0	0	0	江湖游侠
100315	Huang_Escort	B100111	100111	0	黄骆护卫	欺善怕恶的小人	1	0	0	0	江湖游侠
100321	Jiang_pupil	0	0	0	家丁	0	0	0	0	0	江湖游侠
100322	Jiang_pupil	0	0	0	家丁	0	0	0	0	0	江湖游侠
100401	Horse	0	0	0	骏马	0	0	0	0	0	江湖游侠
100402	horse_02	0	0	0	骏马	0	0	0	0	0	江湖游侠
100403	HZ_bitch03	0	0	0	江府侍女	0	0	0	0	0	江湖游侠
100404	HZ_bitch03	0	0	0	江府侍女	0	0	0	0	0	江湖游侠
100405	HZ_bitch03	0	0	0	江府侍女	0	0	0	0	0	江湖游侠
100406	Etc_jpassa	0	0	0	东瀛刺客	0	0	0	0	0	江湖游侠
100407	HZ_bitch03	0	0	0	江府侍女	0	0	0	0	0	江湖游侠
100408	HZ_bitch03	0	0	0	江府侍女	0	0	0	0	0	江湖游侠
100410	LY_4jiao	0	0	0	四人大轿	0	0	0	0	0	江湖游侠
100411	TL_pupil	B100130	100130	0	天龙教菁英	天龙教中的菁英，你不会想得罪他的	0	0	0	0	天龙教菁英
100412	Five	B100412	100412	0	舞秋风	0	0	0	0	0	江湖游侠
100413	Ma_boy	0	0	0	汉族少年	0	0	0	0	0	江湖游侠
100414	Ma_GrilandBaby	0	0	0	汉族少女	0	0	0	0	0	江湖游侠
100415	TL_tlpupil	B100415	100415	0	天龙教众	认同天王的大同理想，而加入天龙教的有为青年	0	0	0	0	天龙教众
100416	Etc_Purple	0	0	0	戚紫衣	0	0	0	1	0	江湖游侠
100417	HZ_bitch09	0	100417	0	苏三	0	0	0	1	0	江湖游侠
100418	Etc_princess	B100418	100418	0	薇霓公主	0	0	0	1	0	江湖游侠
100419	Wyg_Flower2	B100419	100419	1	花痴	忘忧七贤之一，园艺天下无双，一年一度洛阳花会的评审。除了无瑕子外，还与奇女子任清璇是忘年之交。个性内向害羞，不善言谈，但一提到园艺就能侃侃而谈。	0	0	1	29	忘忧七贤
100420	HZ_piaoke02	0	0	0	高盟	0	0	0	0	0	江湖游侠
100421	HZ_bitch05@action01	0	0	0	冷浚	0	0	0	0	0	江湖游侠
100422	killer_boss	B100422	100422	0	天意城主	杀手组织天意城的首领，其真实身分、来历皆不明，就连许多资深杀手都未曾亲眼见过本人，甚至还有天意城主根本不只一人的传说。	0	0	0	10	天意城主
100989	JY_ren	B100018	100018	0	任教主	0	0	0	0	0	江湖游侠
100990	JY_zou	B100311	100311	0	左盟主	0	0	0	0	0	江湖游侠
100991	JY_qiu	B100141	100141	0	铁掌帮主	0	0	0	0	0	江湖游侠
100992	JY_hong	B100104	100104	0	洪教主	0	0	0	0	0	江湖游侠
100993	JY_gong	B100312	100312	0	公孙谷主	0	0	0	0	0	江湖游侠
100994	JY_yun	B100048	100048	0	圆真	0	0	0	0	0	江湖游侠
100995	JY_yueh	B100247	100247	0	岳掌门	0	0	0	0	0	江湖游侠
100996	JY_murong	B100007	100007	0	慕容公子	0	0	0	0	0	江湖游侠
100997	JY_xidu	B100004	100004	0	西毒	0	0	0	0	0	江湖游侠
100998	JY_golden	B100139	100139	0	金轮国师	0	0	0	0	0	江湖游侠
100999	JY_hero	B100999	100999	0	小虾米	0	0	0	0	0	英雄小虾米
110001	LY_horseman	0	0	0	驿站车夫	0	0	0	0	0	江湖游侠
110002	HZ_maiyao	0	0	0	爱心婆婆	0	0	0	0	0	江湖游侠
110003	LY_waiter	0	0	0	店小二	0	0	0	0	0	江湖游侠
110004	LY_seller	0	0	0	李莫	0	0	0	0	0	江湖游侠
110005	DK_man06	0	0	0	席门青	0	0	0	0	0	江湖游侠
110006	HZ_people02	0	0	0	乡音夫	0	0	0	0	0	江湖游侠
110007	Biao_pupil	B100079	100079	0	镖局镖师	镖局的镖师	0	0	0	0	江湖游侠
110008	Biao_pupil	B100079	100079	0	镖局镖师	镖局的镖师	0	0	0	0	江湖游侠
110009	Biao_pupil	B100079	100079	0	镖局镖师	镖局的镖师	0	0	0	0	江湖游侠
110010	TS_pulgirl	B110010	110010	0	天山门人	天山派女弟子	1	0	0	21	天山门人
110011	WS_pupil1	B100246	100246	0	华山门人	华山派弟子	1	0	0	0	江湖游侠
110012	WS_pupil1	B100246	100246	0	华山门人	华山派弟子	1	0	0	0	江湖游侠
110013	LY_seller	0	0	0	说书人	0	1	0	0	0	江湖游侠
110014	LY_people07	0	0	0	家康	0	1	0	0	0	江湖游侠
110015	HZ_fish	0	0	0	野鸡老板	0	0	0	0	0	江湖游侠
110017	WS_pupil1	B100246	100246	0	华山弟子	0	1	0	0	0	江湖游侠
110021	HZ_chief	0	0	0	居民	0	0	0	0	0	江湖游侠
110022	HZ_baozi	0	0	0	居民	0	0	0	0	0	江湖游侠
110023	DK_woman01	0	0	0	居民	0	0	0	0	0	江湖游侠
110024	LY_drawseller	0	0	0	居民	0	0	0	0	0	江湖游侠
110101	Etc_oldmonk	B100137	100137	0	云寺住持	0	0	0	0	0	江湖游侠
110102	DK_man01	0	0	0	百姓	0	0	0	0	0	江湖游侠
120001	Robber_Heifon_Patorl	B120001	120001	0	黑风盗匪	0	0	0	0	0	江湖游侠
120002	Clock_man	0	0	0	打更夫	0	0	0	0	0	江湖游侠
120003	LY_whitemother	0	0	0	莫愁	0	0	0	0	0	江湖游侠
120004	Gb_older	0	0	0	乞丐	0	0	0	0	0	0
120005	Gb_pupil01	0	0	0	乞丐	0	0	0	0	0	0
120006	Gb_pupil02	0	0	0	乞丐	0	0	0	0	0	0
130001	HO_child01	0	0	0	胡族居民	小男孩	0	0	0	0	0
130002	HO_man01	0	0	0	胡族居民	青年男子	0	0	0	0	0
130003	HO_man02	0	0	0	胡族居民	壮年男子	0	0	0	0	0
130004	HO_man03	0	0	0	胡族居民	壮年男子	0	0	0	0	0
130005	HO_man04	0	0	0	胡族居民	壮年男子	0	0	0	0	0
130006	HO_man05	0	0	0	胡族居民	中年男子	0	0	0	0	0
130007	HO_man06	0	0	0	胡族居民	中年男子	0	0	0	0	0
130008	HO_man07	0	0	0	胡族勇士	壮硕男子，手持狼牙棒	0	0	0	0	0
130009	HO_man08	0	0	0	胡族居民	中年男子	0	0	0	0	0
130010	HO_oldman01	0	0	0	胡族居民	老年男子	0	0	0	0	0
130011	HO_soldier	0	0	0	胡族卫兵	瘦男子，手持剑	0	0	0	0	0
130012	HO_tourist01	0	0	0	胡族居民	老年男子	0	0	0	0	0
130013	HO_woman01	0	0	0	胡族居民	女子	0	0	0	0	0
130014	HO_woman02	0	0	0	胡族居民	女子	0	0	0	0	0
130015	HO_woman03	0	0	0	胡族居民	女子	0	0	0	0	0
130016	HO_woman04	0	0	0	胡族居民	女子	0	0	0	0	0
130017	HO_woman05	0	0	0	胡族居民	女子	0	0	0	0	0
130018	rain	0	0	0	胡族居民	女子	0	0	0	0	0
130019	Rogue01	0	0	0	地痞	0	0	0	0	0	0
130020	Rogue02	0	0	0	地痞	0	0	0	0	0	0
130021	Rogue03	0	0	0	地痞	0	0	0	0	0	0
130022	Rogue04	0	0	0	地痞	0	0	0	0	0	0
130023	DromaderLP_b	0	0	0	骆驼	0	0	0	0	0	0
130024	TL_bitch	B100008	100008	0	香儿	小名香儿，天龙八部之干达婆，性情温和的女性。喜弹琴，好音乐，不喜与人交往。天王心腹，一心要救天王脱困。同时有另外一个身份，为江南第一名妓，艳名远播，但是卖艺不卖身。	0	0	1	1	江湖游侠
300001	HZ_people01	0	0	0	老杜	0	0	0	0	0	江湖游侠
300002	HZ_people02	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300003	HZ_people03	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300004	HZ_people04	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300005	HZ_people05	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300006	HZ_people06	0	0	0	小育	0	0	0	0	0	江湖游侠
300007	HZ_people07	0	0	0	小嵩	0	0	0	0	0	江湖游侠
300008	HZ_people08	0	0	0	小尚	0	0	0	0	0	江湖游侠
300009	HZ_people09	0	0	0	阿福嫂	0	0	0	0	0	江湖游侠
300010	HZ_people10	0	0	0	阿祯嫂	0	0	0	0	0	江湖游侠
300011	HZ_people11	0	0	0	阿丞	0	0	0	0	0	江湖游侠
300012	HZ_people12	0	0	0	洪中	0	0	0	0	0	江湖游侠
300013	HZ_people13	0	0	0	徐容	0	0	0	0	0	江湖游侠
300014	HZ_people14	0	0	0	阿裕	0	0	0	0	0	江湖游侠
300015	HZ_piaoke01	0	0	0	张老板	0	0	0	0	0	江湖游侠
300016	HZ_piaoke02	0	0	0	散步书生	0	0	0	0	0	江湖游侠
300017	Gb_pupil01	B100102	100102	0	猥琐乞丐	0	0	0	0	0	江湖游侠
300018	HZ_child01	0	0	0	瑜生	0	0	0	0	0	江湖游侠
300019	HZ_child02	0	0	0	达达	0	0	0	0	0	江湖游侠
300020	HZ_people02	0	0	0	全哥	0	0	0	0	0	江湖游侠
300021	HZ_word	0	0	0	达达父亲	0	0	0	0	0	江湖游侠
300022	LY_client	0	0	0	围观路人	0	0	0	0	0	江湖游侠
300023	LY_people03	0	0	0	老杨	0	0	0	0	0	江湖游侠
300024	LY_people04	0	0	0	小旺	0	0	0	0	0	江湖游侠
300025	LY_people10	0	0	0	肉店小弟	0	0	0	0	0	江湖游侠
300026	LY_scholar	0	0	0	书生	0	0	0	0	0	江湖游侠
300027	Etc_Shark2	B100142	100142	0	海鲨帮众	海鲨帮帮众	0	0	0	0	海鲨帮众
300028	Etc_Shark2	B100142	100142	0	海鲨帮众	海鲨帮帮众	0	0	0	0	海鲨帮众
300029	BG_pupil	B100090	100090	0	八卦门徒	八卦门弟子	0	0	0	0	八卦门徒
300030	HZ_bitch04	0	0	0	玲儿	0	0	0	0	0	江湖游侠
300031	HZ_bitch05	0	0	0	巧菡	0	0	0	0	0	江湖游侠
300032	HZ_child01	0	0	0	茹茹	0	0	0	0	0	江湖游侠
300033	HZ_people06	0	0	0	小建	0	0	0	0	0	江湖游侠
300034	HZ_people07	0	0	0	围观路人	0	0	0	0	0	江湖游侠
300035	HZ_turtle	0	0	0	阿喜	0	0	0	0	0	江湖游侠
300036	LY_doubt01@action01	0	0	0	喝茶的人	0	0	0	0	0	江湖游侠
300037	LY_doubtboss	0	0	0	翰哥	0	0	0	0	0	江湖游侠
300038	LY_huaan	0	0	0	丁书生	0	0	0	0	0	江湖游侠
300039	LY_people02	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300040	LY_people04	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300041	LY_people08	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300042	LY_people09	0	0	0	陈樵夫	0	0	0	0	0	江湖游侠
300043	LY_people10	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300044	LY_people11	0	0	0	吴老	0	0	0	0	0	江湖游侠
300045	LY_vseller	0	0	0	杭州居民	0	0	0	0	0	江湖游侠
300046	CD_foodseller	0	0	0	老罗	0	0	0	0	0	江湖游侠
300047	DK_man02	0	0	0	老江	0	0	0	0	0	江湖游侠
300048	DK_man05	0	0	0	老梁	0	0	0	0	0	江湖游侠
300049	DK_man06	0	0	0	彬彬表哥	0	0	0	0	0	江湖游侠
300050	DK_woman02	0	0	0	康奶奶	0	0	0	0	0	江湖游侠
300051	Etc_jpassa	0	0	0	神秘人	0	0	0	0	0	江湖游侠
300052	HZ_bitch04	0	0	0	娟儿	0	0	0	0	0	江湖游侠
300053	HZ_bitch05	0	0	0	小姗	0	0	0	0	0	江湖游侠
300054	HZ_bitch06	0	0	0	依萍	0	0	0	0	0	江湖游侠
300055	HZ_bitch07	0	0	0	思彤	0	0	0	0	0	江湖游侠
300056	HZ_child02	0	0	0	小林	0	0	0	0	0	江湖游侠
300057	HZ_child03	0	0	0	小勇	0	0	0	0	0	江湖游侠
300058	HZ_child04	0	0	0	小凯	0	0	0	0	0	江湖游侠
300059	HZ_child04	0	0	0	小贤	0	0	0	0	0	江湖游侠
300060	HZ_people01	0	0	0	老谢	0	0	0	0	0	江湖游侠
300061	HZ_people10	0	0	0	祥林	0	0	0	0	0	江湖游侠
300062	HZ_people13	0	0	0	单林	0	0	0	0	0	江湖游侠
300063	HZ_people14	0	0	0	阿宸	0	0	0	0	0	江湖游侠
300064	HZ_people14	0	0	0	阿弘	0	0	0	0	0	江湖游侠
